FID,ARCID,GRID_CODE,FROM_NODE,TO_NODE,Length,X_UTM,Y_UTM,flowacc_co,AngeloSage
3071,247,1,110,234,288.610839000000000,447908.000000000000000,4397743.000000000000000,36478,791.9180298
3072,248,1,234,225,26.689692000000001,447921.000000000000000,4397746.000000000000000,247647,792.7550049
3073,248,1,234,225,26.689692000000001,447921.000000000000000,4397752.000000000000000,247363,794.7189941
3074,248,1,234,225,26.689692000000001,447922.000000000000000,4397754.000000000000000,247312,795.4019775
3075,249,1,227,222,152.244522999999990,446133.000000000000000,4397742.000000000000000,15931461,459.0899963
3076,249,1,227,222,152.244522999999990,446135.000000000000000,4397741.000000000000000,12309,459.2030029
3077,249,1,227,222,152.244522999999990,446148.000000000000000,4397741.000000000000000,12267,467.2330017
3078,249,1,227,222,152.244522999999990,446152.000000000000000,4397741.000000000000000,12259,467.5950012
3079,249,1,227,222,152.244522999999990,446192.000000000000000,4397741.000000000000000,10855,481.7170105
3080,249,1,227,222,152.244522999999990,446194.000000000000000,4397741.000000000000000,10836,482.5859985
3081,249,1,227,222,152.244522999999990,446204.000000000000000,4397751.000000000000000,10826,488.4209900
3082,249,1,227,222,152.244522999999990,446206.000000000000000,4397751.000000000000000,10811,489.0809937
3083,249,1,227,222,152.244522999999990,446208.000000000000000,4397753.000000000000000,10804,490.3009949
3084,249,1,227,222,152.244522999999990,446213.000000000000000,4397753.000000000000000,8826,492.1080017
3085,249,1,227,222,152.244522999999990,446217.000000000000000,4397756.000000000000000,8645,493.9519958
3086,249,1,227,222,152.244522999999990,446221.000000000000000,4397756.000000000000000,8586,496.0339966
3087,250,1,233,230,92.589220999999995,446424.000000000000000,4397744.000000000000000,7916,604.4149780
3088,250,1,233,230,92.589220999999995,446427.000000000000000,4397744.000000000000000,7886,605.8140259
3089,250,1,233,230,92.589220999999995,446428.000000000000000,4397745.000000000000000,7881,606.3300171
3090,250,1,233,230,92.589220999999995,446431.000000000000000,4397745.000000000000000,7878,607.7540283
3091,250,1,233,230,92.589220999999995,446432.000000000000000,4397744.000000000000000,7822,608.0869751
3092,250,1,233,230,92.589220999999995,446446.000000000000000,4397745.000000000000000,7802,612.0930176
3093,250,1,233,230,92.589220999999995,446448.000000000000000,4397743.000000000000000,7800,612.6879883
3094,250,1,233,230,92.589220999999995,446453.000000000000000,4397743.000000000000000,7795,613.2160034
3095,250,1,233,230,92.589220999999995,446454.000000000000000,4397744.000000000000000,7792,613.2440186
3096,250,1,233,230,92.589220999999995,446457.000000000000000,4397743.000000000000000,7785,613.6370239
3097,250,1,233,230,92.589220999999995,446459.000000000000000,4397744.000000000000000,7630,613.8920288
3098,251,1,102,235,330.872085000000030,445740.000000000000000,4397749.000000000000000,24077,527.2719727
3099,251,1,102,235,330.872085000000030,445743.000000000000000,4397744.000000000000000,24055,527.7750244
3100,258,1,227,240,29.069628999999999,446133.000000000000000,4397742.000000000000000,15931461,459.0899963
3101,259,1,220,242,61.374642000000001,447159.000000000000000,4397755.000000000000000,544652,631.6060181
3102,259,1,220,242,61.374642000000001,447158.000000000000000,4397752.000000000000000,544814,630.6430054
3103,259,1,220,242,61.374642000000001,447156.000000000000000,4397750.000000000000000,544850,630.0989990
3104,259,1,220,242,61.374642000000001,447157.000000000000000,4397743.000000000000000,545273,629.0620117
3105,261,1,213,243,74.919325000000001,445508.000000000000000,4397753.000000000000000,13250,497.2319946
3106,261,1,213,243,74.919325000000001,445508.000000000000000,4397750.000000000000000,12932,498.4840088
3107,261,1,213,243,74.919325000000001,445512.000000000000000,4397745.000000000000000,12690,501.1449890
3108,261,1,213,243,74.919325000000001,445512.000000000000000,4397742.000000000000000,12491,502.2109985
3109,268,1,216,250,76.967168000000001,446665.000000000000000,4397745.000000000000000,7602,614.8270264
3110,268,1,216,250,76.967168000000001,446666.000000000000000,4397744.000000000000000,7685,614.2730103
3111,269,1,156,250,169.999536000000010,446696.000000000000000,4397756.000000000000000,19359,616.6439819
3112,269,1,156,250,169.999536000000010,446694.000000000000000,4397753.000000000000000,19518,614.7800293
3113,269,1,156,250,169.999536000000010,446695.000000000000000,4397741.000000000000000,19806,609.1829834
3114,272,1,252,228,55.378189999999996,448768.000000000000000,4397742.000000000000000,65388,908.4219971
3115,280,1,226,258,58.041795999999998,445472.000000000000000,4397743.000000000000000,18678,498.0400085
3116,288,1,266,226,111.225521000000000,445448.000000000000000,4397743.000000000000000,17102,506.6629944
3117,288,1,266,226,111.225521000000000,445452.000000000000000,4397745.000000000000000,18159,504.6919861
3118,288,1,266,226,111.225521000000000,445456.000000000000000,4397745.000000000000000,18175,503.5280151
3119,288,1,266,226,111.225521000000000,445457.000000000000000,4397746.000000000000000,18301,502.9030151
3120,288,1,266,226,111.225521000000000,445460.000000000000000,4397745.000000000000000,18450,502.5249939
3121,288,1,266,226,111.225521000000000,445470.000000000000000,4397745.000000000000000,18676,499.1170044
3122,288,1,266,226,111.225521000000000,445472.000000000000000,4397743.000000000000000,18678,498.0400085
3123,289,1,221,267,120.654687999999990,447749.000000000000000,4397751.000000000000000,9251,792.3029785
3124,289,1,221,267,120.654687999999990,447749.000000000000000,4397748.000000000000000,9708,790.6229858
3125,289,1,221,267,120.654687999999990,447753.000000000000000,4397743.000000000000000,9788,786.7810059
3126,289,1,221,267,120.654687999999990,447753.000000000000000,4397741.000000000000000,10110,785.5180054
3127,294,1,197,271,194.152748000000000,445173.000000000000000,4397753.000000000000000,18040,532.0390015
3128,294,1,197,271,194.152748000000000,445177.000000000000000,4397748.000000000000000,17852,533.6149902
3129,294,1,197,271,194.152748000000000,445177.000000000000000,4397741.000000000000000,17680,535.0729980
3130,322,1,183,296,300.338098000000000,448366.000000000000000,4397755.000000000000000,27579,938.2730103
3131,322,1,183,296,300.338098000000000,448369.000000000000000,4397752.000000000000000,27627,936.2789917
3132,322,1,183,296,300.338098000000000,448370.000000000000000,4397747.000000000000000,27989,933.6550293
3133,327,1,137,302,395.730927000000010,447015.000000000000000,4397755.000000000000000,15986,659.5330200
3134,327,1,137,302,395.730927000000010,447016.000000000000000,4397752.000000000000000,16002,659.0330200
3135,327,1,137,302,395.730927000000010,447016.000000000000000,4397748.000000000000000,16007,658.0549927
3136,327,1,137,302,395.730927000000010,447014.000000000000000,4397746.000000000000000,16462,657.3720093
3137,332,1,181,306,307.065521999999990,446787.000000000000000,4397749.000000000000000,55323,606.6350098
3138,332,1,181,306,307.065521999999990,446787.000000000000000,4397746.000000000000000,55389,605.3519897
3139,332,1,181,306,307.065521999999990,446785.000000000000000,4397743.000000000000000,55739,603.1209717
3140,336,1,209,308,248.567982000000000,448537.000000000000000,4397753.000000000000000,49486,899.8449707
3141,336,1,209,308,248.567982000000000,448535.000000000000000,4397750.000000000000000,49572,898.3629761
3142,336,1,209,308,248.567982000000000,448535.000000000000000,4397745.000000000000000,50804,896.9160156
3143,336,1,209,308,248.567982000000000,448533.000000000000000,4397743.000000000000000,51077,895.5269775
3144,242,1,231,229,2.000000000000000,446376.000000000000000,4397739.000000000000000,10218,577.2709961
3145,242,1,231,229,2.000000000000000,446376.000000000000000,4397740.000000000000000,6802,577.4799805
3146,242,1,231,229,2.000000000000000,446377.000000000000000,4397740.000000000000000,6796,578.0430298
3147,243,1,231,232,1.000000000000000,446376.000000000000000,4397739.000000000000000,10218,577.2709961
3148,243,1,231,232,1.000000000000000,446377.000000000000000,4397739.000000000000000,10217,577.8720093
3149,244,1,229,232,1.000000000000000,446377.000000000000000,4397740.000000000000000,6796,578.0430298
3150,244,1,229,232,1.000000000000000,446377.000000000000000,4397739.000000000000000,10217,577.8720093
3151,245,1,232,233,1.000000000000000,446377.000000000000000,4397739.000000000000000,10217,577.8720093
3152,245,1,232,233,1.000000000000000,446378.000000000000000,4397739.000000000000000,10204,578.3660278
3153,246,1,229,233,2.000000000000000,446377.000000000000000,4397740.000000000000000,6796,578.0430298
3154,246,1,229,233,2.000000000000000,446378.000000000000000,4397740.000000000000000,6784,578.4920044
3155,246,1,229,233,2.000000000000000,446378.000000000000000,4397739.000000000000000,10204,578.3660278
3156,247,1,110,234,288.610839000000000,447911.000000000000000,4397737.000000000000000,36500,789.3010254
3157,248,1,234,225,26.689692000000001,447911.000000000000000,4397737.000000000000000,36500,789.3010254
3158,249,1,227,222,152.244522999999990,446149.000000000000000,4397740.000000000000000,12266,467.2929993
3159,249,1,227,222,152.244522999999990,446156.000000000000000,4397737.000000000000000,12221,468.3469849
3160,249,1,227,222,152.244522999999990,446161.000000000000000,4397737.000000000000000,12216,469.5549927
3161,249,1,227,222,152.244522999999990,446162.000000000000000,4397738.000000000000000,12209,469.8439941
3162,249,1,227,222,152.244522999999990,446174.000000000000000,4397738.000000000000000,12190,473.6459961
3163,249,1,227,222,152.244522999999990,446176.000000000000000,4397736.000000000000000,12166,474.7500000
3164,249,1,227,222,152.244522999999990,446185.000000000000000,4397737.000000000000000,12152,478.3450012
3165,249,1,227,222,152.244522999999990,446187.000000000000000,4397739.000000000000000,12062,479.2879944
3166,249,1,227,222,152.244522999999990,446190.000000000000000,4397739.000000000000000,12024,480.4549866
3167,250,1,233,230,92.589220999999995,446378.000000000000000,4397739.000000000000000,10204,578.3660278
3168,250,1,233,230,92.589220999999995,446392.000000000000000,4397738.000000000000000,9623,587.6099854
3169,250,1,233,230,92.589220999999995,446398.000000000000000,4397736.000000000000000,8718,592.3029785
3170,250,1,233,230,92.589220999999995,446411.000000000000000,4397737.000000000000000,8610,598.8220215
3171,250,1,233,230,92.589220999999995,446415.000000000000000,4397739.000000000000000,8577,600.4429932
3172,250,1,233,230,92.589220999999995,446418.000000000000000,4397739.000000000000000,8572,601.3270264
3173,250,1,233,230,92.589220999999995,446464.000000000000000,4397740.000000000000000,7592,614.4130249
3174,251,1,102,235,330.872085000000030,445743.000000000000000,4397732.000000000000000,23743,529.2340088
3175,251,1,102,235,330.872085000000030,445744.000000000000000,4397730.000000000000000,23720,529.4949951
3176,251,1,102,235,330.872085000000030,445741.000000000000000,4397726.000000000000000,23127,530.0180054
3177,258,1,227,240,29.069628999999999,446132.000000000000000,4397740.000000000000000,15931451,459.1640015
3178,258,1,227,240,29.069628999999999,446133.000000000000000,4397739.000000000000000,15931430,459.1400146
3179,258,1,227,240,29.069628999999999,446132.000000000000000,4397738.000000000000000,15930378,459.1549988
3180,258,1,227,240,29.069628999999999,446132.000000000000000,4397735.000000000000000,15930334,459.1409912
3181,258,1,227,240,29.069628999999999,446130.000000000000000,4397732.000000000000000,15930289,459.3439941
3182,258,1,227,240,29.069628999999999,446130.000000000000000,4397730.000000000000000,15930265,459.3359985
3183,258,1,227,240,29.069628999999999,446132.000000000000000,4397729.000000000000000,15930198,459.4060059
3184,258,1,227,240,29.069628999999999,446132.000000000000000,4397726.000000000000000,15930190,459.4309998
3185,259,1,220,242,61.374642000000001,447154.000000000000000,4397738.000000000000000,545712,628.1350098
3186,259,1,220,242,61.374642000000001,447154.000000000000000,4397729.000000000000000,546202,626.3599854
3187,259,1,220,242,61.374642000000001,447152.000000000000000,4397726.000000000000000,546284,625.8499756
3188,261,1,213,243,74.919325000000001,445514.000000000000000,4397740.000000000000000,12462,502.9049988
3189,261,1,213,243,74.919325000000001,445515.000000000000000,4397735.000000000000000,12188,504.5289917
3190,261,1,213,243,74.919325000000001,445520.000000000000000,4397727.000000000000000,11434,507.0559998
3191,268,1,216,250,76.967168000000001,446669.000000000000000,4397730.000000000000000,9092,607.5120239
3192,268,1,216,250,76.967168000000001,446671.000000000000000,4397728.000000000000000,9148,606.4420166
3193,268,1,216,250,76.967168000000001,446671.000000000000000,4397726.000000000000000,9173,605.7059937
3194,269,1,156,250,169.999536000000010,446691.000000000000000,4397733.000000000000000,20050,604.8920288
3195,272,1,252,228,55.378189999999996,448766.000000000000000,4397730.000000000000000,93140,904.6170044
3196,272,1,252,228,55.378189999999996,448766.000000000000000,4397733.000000000000000,92338,905.3909912
3197,272,1,252,228,55.378189999999996,448764.000000000000000,4397736.000000000000000,92121,906.6959839
3198,272,1,252,228,55.378189999999996,448768.000000000000000,4397739.000000000000000,91587,907.7810059
3199,280,1,226,258,58.041795999999998,445469.000000000000000,4397737.000000000000000,118488,498.7990112
3200,280,1,226,258,58.041795999999998,445468.000000000000000,4397727.000000000000000,117619,501.6659851
3201,280,1,226,258,58.041795999999998,445466.000000000000000,4397725.000000000000000,117547,503.2739868
3202,288,1,266,226,111.225521000000000,445428.000000000000000,4397727.000000000000000,14500,516.1270142
3203,288,1,266,226,111.225521000000000,445436.000000000000000,4397735.000000000000000,16183,512.6350098
3204,288,1,266,226,111.225521000000000,445442.000000000000000,4397737.000000000000000,16395,510.0199890
3205,289,1,221,267,120.654687999999990,447756.000000000000000,4397738.000000000000000,10119,783.2210083
3206,289,1,221,267,120.654687999999990,447756.000000000000000,4397735.000000000000000,10141,781.4990234
3207,289,1,221,267,120.654687999999990,447760.000000000000000,4397730.000000000000000,10164,777.7449951
3208,292,1,234,268,146.458226999999990,447911.000000000000000,4397737.000000000000000,36500,789.3010254
3209,292,1,234,268,146.458226999999990,447910.000000000000000,4397734.000000000000000,285021,788.2239990
3210,292,1,234,268,146.458226999999990,447906.000000000000000,4397730.000000000000000,285150,787.1309814
3211,294,1,197,271,194.152748000000000,445179.000000000000000,4397736.000000000000000,17588,536.4429932
3212,295,1,272,231,189.854133999999990,446351.000000000000000,4397732.000000000000000,22551,561.9550171
3213,295,1,272,231,189.854133999999990,446357.000000000000000,4397736.000000000000000,22161,566.0000000
3214,295,1,272,231,189.854133999999990,446367.000000000000000,4397739.000000000000000,17229,572.1389771
3215,295,1,272,231,189.854133999999990,446376.000000000000000,4397739.000000000000000,10218,577.2709961
3216,322,1,183,296,300.338098000000000,448376.000000000000000,4397738.000000000000000,28851,928.5059814
3217,322,1,183,296,300.338098000000000,448377.000000000000000,4397731.000000000000000,29387,925.1920166
3218,322,1,183,296,300.338098000000000,448379.000000000000000,4397728.000000000000000,30031,923.7420044
3219,322,1,183,296,300.338098000000000,448379.000000000000000,4397726.000000000000000,30049,922.8209839
3220,327,1,137,302,395.730927000000010,447014.000000000000000,4397739.000000000000000,16675,655.1799927
3221,327,1,137,302,395.730927000000010,447009.000000000000000,4397725.000000000000000,20265,651.1489868
3222,332,1,181,306,307.065521999999990,446785.000000000000000,4397739.000000000000000,55836,600.8519897
3223,332,1,181,306,307.065521999999990,446783.000000000000000,4397735.000000000000000,56841,598.9819946
3224,332,1,181,306,307.065521999999990,446783.000000000000000,4397727.000000000000000,57297,595.6760254
3225,336,1,209,308,248.567982000000000,448533.000000000000000,4397737.000000000000000,51397,892.6110229
3226,336,1,209,308,248.567982000000000,448530.000000000000000,4397728.000000000000000,57492,888.5339966
3227,336,1,209,308,248.567982000000000,448532.000000000000000,4397725.000000000000000,58166,887.7030029
3228,251,1,102,235,330.872085000000030,445742.000000000000000,4397720.000000000000000,6281,531.1199951
3229,252,1,235,236,1.000000000000000,445742.000000000000000,4397720.000000000000000,6281,531.1199951
3230,252,1,235,236,1.000000000000000,445742.000000000000000,4397719.000000000000000,6271,531.1979980
3231,253,1,235,236,3.000000000000000,445742.000000000000000,4397720.000000000000000,6281,531.1199951
3232,253,1,235,236,3.000000000000000,445743.000000000000000,4397720.000000000000000,16824,531.0960083
3233,253,1,235,236,3.000000000000000,445743.000000000000000,4397719.000000000000000,16814,531.1439819
3234,253,1,235,236,3.000000000000000,445742.000000000000000,4397719.000000000000000,6271,531.1979980
3235,254,1,236,237,1.000000000000000,445742.000000000000000,4397719.000000000000000,6271,531.1979980
3236,254,1,236,237,1.000000000000000,445742.000000000000000,4397718.000000000000000,16790,531.2880249
3237,255,1,238,237,2.000000000000000,445741.000000000000000,4397717.000000000000000,6269,531.5410156
3238,255,1,238,237,2.000000000000000,445741.000000000000000,4397718.000000000000000,6270,531.3359985
3239,255,1,238,237,2.000000000000000,445742.000000000000000,4397718.000000000000000,16790,531.2880249
3240,256,1,238,239,1.000000000000000,445741.000000000000000,4397717.000000000000000,6269,531.5410156
3241,256,1,238,239,1.000000000000000,445742.000000000000000,4397717.000000000000000,16789,531.4409790
3242,257,1,237,239,1.000000000000000,445742.000000000000000,4397718.000000000000000,16790,531.2880249
3243,257,1,237,239,1.000000000000000,445742.000000000000000,4397717.000000000000000,16789,531.4409790
3244,258,1,227,240,29.069628999999999,446130.000000000000000,4397724.000000000000000,15930165,459.4410095
3245,258,1,227,240,29.069628999999999,446131.000000000000000,4397722.000000000000000,15930105,459.4840088
3246,258,1,227,240,29.069628999999999,446130.000000000000000,4397717.000000000000000,15762406,459.3689880
3247,259,1,220,242,61.374642000000001,447150.000000000000000,4397719.000000000000000,546573,625.4039917
3248,259,1,220,242,61.374642000000001,447148.000000000000000,4397717.000000000000000,546585,624.4539795
3249,259,1,220,242,61.374642000000001,447148.000000000000000,4397715.000000000000000,555894,623.1539917
3250,260,1,242,241,61.414214000000001,447148.000000000000000,4397715.000000000000000,555894,623.1539917
3251,260,1,242,241,61.414214000000001,447199.000000000000000,4397715.000000000000000,7550,650.6339722
3252,260,1,242,241,61.414214000000001,447200.000000000000000,4397716.000000000000000,7376,651.1380005
3253,260,1,242,241,61.414214000000001,447209.000000000000000,4397716.000000000000000,7367,655.6729736
3254,261,1,213,243,74.919325000000001,445524.000000000000000,4397713.000000000000000,6323,513.8579712
3255,262,1,238,244,4.828427000000000,445741.000000000000000,4397717.000000000000000,6269,531.5410156
3256,262,1,238,244,4.828427000000000,445739.000000000000000,4397715.000000000000000,6265,532.3129883
3257,262,1,238,244,4.828427000000000,445739.000000000000000,4397713.000000000000000,6261,532.9119873
3258,263,1,244,245,1.414214000000000,445739.000000000000000,4397713.000000000000000,6261,532.9119873
3259,263,1,244,245,1.414214000000000,445740.000000000000000,4397712.000000000000000,16768,533.0449829
3260,264,1,239,245,5.605551000000000,445742.000000000000000,4397717.000000000000000,16789,531.4409790
3261,264,1,239,245,5.605551000000000,445742.000000000000000,4397715.000000000000000,16785,532.0869751
3262,264,1,239,245,5.605551000000000,445740.000000000000000,4397712.000000000000000,16768,533.0449829
3263,265,1,244,248,2.236068000000000,445739.000000000000000,4397713.000000000000000,6261,532.9119873
3264,265,1,244,248,2.236068000000000,445738.000000000000000,4397711.000000000000000,6257,533.2680054
3265,266,1,248,249,1.000000000000000,445738.000000000000000,4397711.000000000000000,6257,533.2680054
3266,266,1,248,249,1.000000000000000,445739.000000000000000,4397711.000000000000000,16767,533.1339722
3267,267,1,245,249,1.414214000000000,445740.000000000000000,4397712.000000000000000,16768,533.0449829
3268,267,1,245,249,1.414214000000000,445739.000000000000000,4397711.000000000000000,16767,533.1339722
3269,268,1,216,250,76.967168000000001,446678.000000000000000,4397718.000000000000000,10043,601.4500122
3270,268,1,216,250,76.967168000000001,446686.000000000000000,4397710.000000000000000,10148,595.8400269
3271,269,1,156,250,169.999536000000010,446691.000000000000000,4397724.000000000000000,20218,600.9559937
3272,269,1,156,250,169.999536000000010,446690.000000000000000,4397723.000000000000000,20473,600.5150146
3273,269,1,156,250,169.999536000000010,446691.000000000000000,4397714.000000000000000,20807,596.3920288
3274,269,1,156,250,169.999536000000010,446690.000000000000000,4397713.000000000000000,20890,595.9929810
3275,270,1,248,251,7.300563000000000,445738.000000000000000,4397711.000000000000000,6257,533.2680054
3276,270,1,248,251,7.300563000000000,445736.000000000000000,4397709.000000000000000,6255,533.6229858
3277,271,1,249,251,6.414214000000000,445739.000000000000000,4397711.000000000000000,16767,533.1339722
3278,272,1,252,228,55.378189999999996,448759.000000000000000,4397716.000000000000000,95186,900.2050171
3279,272,1,252,228,55.378189999999996,448760.000000000000000,4397718.000000000000000,94963,900.9439697
3280,272,1,252,228,55.378189999999996,448759.000000000000000,4397721.000000000000000,94454,901.8300171
3281,273,1,253,240,74.722691999999995,446092.000000000000000,4397715.000000000000000,161810,466.4429932
3282,273,1,253,240,74.722691999999995,446100.000000000000000,4397720.000000000000000,162014,465.7160034
3283,273,1,253,240,74.722691999999995,446101.000000000000000,4397719.000000000000000,162021,465.7059937
3284,273,1,253,240,74.722691999999995,446109.000000000000000,4397719.000000000000000,162120,464.2999878
3285,273,1,253,240,74.722691999999995,446113.000000000000000,4397721.000000000000000,162137,464.0310059
3286,273,1,253,240,74.722691999999995,446114.000000000000000,4397720.000000000000000,162138,463.9259949
3287,273,1,253,240,74.722691999999995,446125.000000000000000,4397719.000000000000000,162599,460.3200073
3288,273,1,253,240,74.722691999999995,446127.000000000000000,4397718.000000000000000,162622,459.5230103
3289,273,1,253,240,74.722691999999995,446128.000000000000000,4397716.000000000000000,162682,459.4989929
3290,273,1,253,240,74.722691999999995,446130.000000000000000,4397717.000000000000000,15762406,459.3689880
3291,277,1,246,256,61.654100000000000,447089.000000000000000,4397712.000000000000000,9344,632.9580078
3292,277,1,246,256,61.654100000000000,447092.000000000000000,4397710.000000000000000,9379,631.9390259
3293,277,1,246,256,61.654100000000000,447095.000000000000000,4397710.000000000000000,9428,631.3109741
3294,277,1,246,256,61.654100000000000,447111.000000000000000,4397710.000000000000000,10817,627.0189819
3295,277,1,246,256,61.654100000000000,447120.000000000000000,4397709.000000000000000,10842,624.9680176
3296,278,1,242,256,28.191234999999999,447148.000000000000000,4397715.000000000000000,555894,623.1539917
3297,278,1,242,256,28.191234999999999,447145.000000000000000,4397710.000000000000000,556402,622.1450195
3298,278,1,242,256,28.191234999999999,447144.000000000000000,4397710.000000000000000,556416,621.9609985
3299,280,1,226,258,58.041795999999998,445467.000000000000000,4397719.000000000000000,117150,504.5050049
3300,280,1,226,258,58.041795999999998,445464.000000000000000,4397715.000000000000000,116925,506.5710144
3301,280,1,226,258,58.041795999999998,445462.000000000000000,4397709.000000000000000,116758,508.4159851
3302,288,1,266,226,111.225521000000000,445421.000000000000000,4397713.000000000000000,12031,520.3720093
3303,288,1,266,226,111.225521000000000,445421.000000000000000,4397717.000000000000000,13133,519.2960205
3304,289,1,221,267,120.654687999999990,447763.000000000000000,4397722.000000000000000,11021,772.0900269
3305,289,1,221,267,120.654687999999990,447773.000000000000000,4397711.000000000000000,14386,763.3469849
3306,291,1,217,268,105.616693000000000,447804.000000000000000,4397722.000000000000000,9212,769.7689819
3307,291,1,217,268,105.616693000000000,447802.000000000000000,4397720.000000000000000,9522,768.2890015
3308,291,1,217,268,105.616693000000000,447802.000000000000000,4397709.000000000000000,9533,760.4550171
3309,292,1,234,268,146.458226999999990,447905.000000000000000,4397724.000000000000000,285802,784.5159912
3310,292,1,234,268,146.458226999999990,447903.000000000000000,4397722.000000000000000,286255,783.7559814
3311,292,1,234,268,146.458226999999990,447903.000000000000000,4397720.000000000000000,287612,782.8610229
3312,292,1,234,268,146.458226999999990,447899.000000000000000,4397716.000000000000000,287739,780.8920288
3313,292,1,234,268,146.458226999999990,447899.000000000000000,4397712.000000000000000,289221,778.4829712
3314,293,1,252,247,184.320479000000010,448895.000000000000000,4397710.000000000000000,8175,976.1660156
3315,293,1,252,247,184.320479000000010,448902.000000000000000,4397712.000000000000000,6508,980.4470215
3316,293,1,252,247,184.320479000000010,448908.000000000000000,4397712.000000000000000,6496,983.6719971
3317,294,1,197,271,194.152748000000000,445179.000000000000000,4397716.000000000000000,16848,542.2719727
3318,295,1,272,231,189.854133999999990,446278.000000000000000,4397709.000000000000000,26050,510.4639893
3319,295,1,272,231,189.854133999999990,446286.000000000000000,4397710.000000000000000,25748,514.6829834
3320,295,1,272,231,189.854133999999990,446287.000000000000000,4397711.000000000000000,25627,515.8679810
3321,295,1,272,231,189.854133999999990,446302.000000000000000,4397711.000000000000000,24759,527.3250122
3322,295,1,272,231,189.854133999999990,446303.000000000000000,4397712.000000000000000,24720,528.2609863
3323,295,1,272,231,189.854133999999990,446314.000000000000000,4397713.000000000000000,24144,536.5739746
3324,295,1,272,231,189.854133999999990,446316.000000000000000,4397715.000000000000000,24003,538.4099731
3325,295,1,272,231,189.854133999999990,446318.000000000000000,4397715.000000000000000,23961,539.8809814
3326,295,1,272,231,189.854133999999990,446323.000000000000000,4397718.000000000000000,23832,543.6580200
3327,295,1,272,231,189.854133999999990,446332.000000000000000,4397719.000000000000000,23312,549.7139893
3328,295,1,272,231,189.854133999999990,446337.000000000000000,4397722.000000000000000,23026,552.6760254
3329,295,1,272,231,189.854133999999990,446339.000000000000000,4397722.000000000000000,23011,553.8800049
3330,295,1,272,231,189.854133999999990,446341.000000000000000,4397724.000000000000000,22978,555.5549927
3331,295,1,272,231,189.854133999999990,446343.000000000000000,4397724.000000000000000,22927,556.2700195
3332,297,1,240,276,82.783927000000006,446130.000000000000000,4397717.000000000000000,15762406,459.3689880
3333,297,1,240,276,82.783927000000006,446130.000000000000000,4397714.000000000000000,15762361,459.4649963
3334,297,1,240,276,82.783927000000006,446128.000000000000000,4397711.000000000000000,15762114,459.5140076
3335,322,1,183,296,300.338098000000000,448385.000000000000000,4397719.000000000000000,30449,918.6480103
3336,322,1,183,296,300.338098000000000,448390.000000000000000,4397715.000000000000000,31013,915.2379761
3337,322,1,183,296,300.338098000000000,448392.000000000000000,4397715.000000000000000,31397,914.2260132
3338,322,1,183,296,300.338098000000000,448396.000000000000000,4397711.000000000000000,31453,911.8090210
3339,327,1,137,302,395.730927000000010,447009.000000000000000,4397713.000000000000000,21297,647.5980225
3340,327,1,137,302,395.730927000000010,447011.000000000000000,4397711.000000000000000,21735,647.0300293
3341,332,1,181,306,307.065521999999990,446785.000000000000000,4397722.000000000000000,58976,593.4439697
3342,332,1,181,306,307.065521999999990,446785.000000000000000,4397719.000000000000000,58987,592.2650146
3343,332,1,181,306,307.065521999999990,446787.000000000000000,4397717.000000000000000,59428,591.4669800
3344,332,1,181,306,307.065521999999990,446787.000000000000000,4397714.000000000000000,59593,590.4459839
3345,332,1,181,306,307.065521999999990,446789.000000000000000,4397712.000000000000000,62885,589.5780029
3346,332,1,181,306,307.065521999999990,446789.000000000000000,4397709.000000000000000,62967,588.7700195
3347,336,1,209,308,248.567982000000000,448532.000000000000000,4397714.000000000000000,59923,883.0059814
3348,336,1,209,308,248.567982000000000,448533.000000000000000,4397713.000000000000000,59926,882.7830200
3349,336,1,209,308,248.567982000000000,448533.000000000000000,4397709.000000000000000,60183,881.2109985
3350,268,1,216,250,76.967168000000001,446690.000000000000000,4397708.000000000000000,21070,593.2109985
3351,269,1,156,250,169.999536000000010,446690.000000000000000,4397708.000000000000000,21070,593.2109985
3352,270,1,248,251,7.300563000000000,445738.000000000000000,4397705.000000000000000,16744,534.0089722
3353,271,1,249,251,6.414214000000000,445739.000000000000000,4397706.000000000000000,16749,533.9010010
3354,271,1,249,251,6.414214000000000,445738.000000000000000,4397705.000000000000000,16744,534.0089722
3355,272,1,252,228,55.378189999999996,448745.000000000000000,4397697.000000000000000,29117,895.3159790
3356,272,1,252,228,55.378189999999996,448746.000000000000000,4397701.000000000000000,96466,895.9329834
3357,273,1,253,240,74.722691999999995,446075.000000000000000,4397693.000000000000000,160169,467.8229980
3358,273,1,253,240,74.722691999999995,446075.000000000000000,4397696.000000000000000,160194,467.5910034
3359,273,1,253,240,74.722691999999995,446078.000000000000000,4397700.000000000000000,160275,467.3750000
3360,273,1,253,240,74.722691999999995,446080.000000000000000,4397700.000000000000000,160295,467.4830017
3361,273,1,253,240,74.722691999999995,446084.000000000000000,4397703.000000000000000,160335,467.0339966
3362,273,1,253,240,74.722691999999995,446085.000000000000000,4397708.000000000000000,161516,467.0339966
3363,277,1,246,256,61.654100000000000,447097.000000000000000,4397708.000000000000000,9445,630.7930298
3364,277,1,246,256,61.654100000000000,447104.000000000000000,4397708.000000000000000,10420,629.0209961
3365,277,1,246,256,61.654100000000000,447105.000000000000000,4397707.000000000000000,10431,628.6279907
3366,277,1,246,256,61.654100000000000,447108.000000000000000,4397707.000000000000000,10438,627.8649902
