X,Y,streamorde,IX,Shape_Leng,X_UTM,Y_UTM,flowacc_co,slp_deg_co,AngeloSage
458808,4379171,112,26819,111.8526001,458808,4379171,3580,10.7652,714.289
458809,4379172,112,26819,111.8526001,458809,4379172,3590,14.2441,714.185
458809,4379173,112,26819,111.8526001,458809,4379173,3602,13.9653,713.953
458809,4379174,112,26819,111.8526001,458809,4379174,3610,11.613,713.729
458809,4379175,112,26819,111.8526001,458809,4379175,3625,10.9776,713.544
458809,4379176,112,26819,111.8526001,458809,4379176,3633,11.0602,713.357
458809,4379177,112,26819,111.8526001,458809,4379177,3634,15.0431,713.212
458809,4379178,112,26819,111.8526001,458809,4379178,3846,14.658,712.791
458809,4379179,112,26819,111.8526001,458809,4379179,3855,11.8111,712.669
458809,4379180,112,26819,111.8526001,458809,4379180,4125,11.6111,712.437
458809,4379181,112,26819,111.8526001,458809,4379181,4129,12.954,712.29
458809,4379182,112,26819,111.8526001,458809,4379182,4130,14.0462,712.022
458810,4379183,112,26819,111.8526001,458810,4379183,4133,14.8677,711.691
458811,4379184,112,26819,111.8526001,458811,4379184,4216,16.5127,711.3
458812,4379185,112,26819,111.8526001,458812,4379185,4235,14.8692,710.9
458812,4379186,112,26819,111.8526001,458812,4379186,4240,13.873,710.703
458813,4379187,112,26819,111.8526001,458813,4379187,4244,16.4224,710.277
458814,4379188,112,26819,111.8526001,458814,4379188,4260,20.894,710.049
458815,4379189,112,26819,111.8526001,458815,4379189,4321,29.2423,709.343
458815,4379190,112,26819,111.8526001,458815,4379190,4331,16.6727,708.962
458816,4379191,112,26819,111.8526001,458816,4379191,4333,24.9678,708.535
458817,4379191,112,26819,111.8526001,458817,4379191,4343,22.958,708.075
458818,4379192,112,26819,111.8526001,458818,4379192,4347,20.9474,707.687
458819,4379193,112,26819,111.8526001,458819,4379193,4352,27.9579,707.046
458820,4379194,112,26819,111.8526001,458820,4379194,4357,29.0211,706.371
458821,4379195,112,26819,111.8526001,458821,4379195,4444,26.1285,705.527
458822,4379196,112,26819,111.8526001,458822,4379196,4447,17.7739,705.045
458823,4379197,112,26819,111.8526001,458823,4379197,4462,11.0657,704.79
458824,4379197,112,26819,111.8526001,458824,4379197,4485,8.49356,704.583
458825,4379197,112,26819,111.8526001,458825,4379197,4509,15.006,704.422
458826,4379198,112,26819,111.8526001,458826,4379198,4559,11.4857,704.174
458827,4379198,112,26819,111.8526001,458827,4379198,4570,7.26184,703.95
458828,4379199,112,26819,111.8526001,458828,4379199,4574,10.346,703.841
458829,4379199,112,26819,111.8526001,458829,4379199,4660,9.08078,703.599
458830,4379199,112,26819,111.8526001,458830,4379199,4679,15.3148,703.414
458831,4379200,112,26819,111.8526001,458831,4379200,4682,12.8144,703.342
458832,4379200,112,26819,111.8526001,458832,4379200,4689,9.7368,703.203
458833,4379200,112,26819,111.8526001,458833,4379200,4698,9.30718,703.031
458834,4379200,112,26819,111.8526001,458834,4379200,4705,8.85424,702.836
458835,4379200,112,26819,111.8526001,458835,4379200,4854,13.4753,702.659
458836,4379201,112,26819,111.8526001,458836,4379201,4856,13.0122,702.595
458837,4379202,112,26819,111.8526001,458837,4379202,4883,11.6509,702.203
458838,4379203,112,26819,111.8526001,458838,4379203,4890,11.8394,702.009
458839,4379204,112,26819,111.8526001,458839,4379204,4893,10.5102,701.714
458840,4379205,112,26819,111.8526001,458840,4379205,4900,8.42008,701.528
458841,4379206,112,26819,111.8526001,458841,4379206,4911,6.92464,701.323
458841,4379207,112,26819,111.8526001,458841,4379207,4955,7.98234,701.247
458842,4379208,112,26819,111.8526001,458842,4379208,5259,13.8957,701.019
458841,4379209,112,26819,111.8526001,458841,4379209,5270,19.8197,700.849
458842,4379210,112,26819,111.8526001,458842,4379210,5275,18.816,700.255
458843,4379211,112,26819,111.8526001,458843,4379211,5279,22.6468,699.805
458844,4379212,112,26819,111.8526001,458844,4379212,5285,23.4914,699.168
458845,4379213,112,26819,111.8526001,458845,4379213,6542,30.0694,698.518
458712.9748,4379459.958,60,26821,60.0709922,458712.9748,4379459.958,163,13.4316,709.443
458716.2101,4379459.639,60,26821,60.0709922,458716.2101,4379459.639,931,13.14,708.534
458719.6051,4379459,60,26821,60.0709922,458719.6051,4379459,1342,10.4636,707.867
458723,4379459,60,26821,60.0709922,458723,4379459,1431,8.849,707.339
458724,4379459,60,26821,60.0709922,458724,4379459,1845,11.7242,707.193
458725,4379458,60,26821,60.0709922,458725,4379458,1873,11.0564,706.875
458726,4379458,60,26821,60.0709922,458726,4379458,1880,9.35332,706.724
458727,4379458,60,26821,60.0709922,458727,4379458,1884,9.76457,706.554
458728,4379458,60,26821,60.0709922,458728,4379458,1889,9.64217,706.376
458729,4379458,60,26821,60.0709922,458729,4379458,1892,8.8781,706.205
458730,4379457,60,26821,60.0709922,458730,4379457,2164,10.6299,706.052
458731,4379457,60,26821,60.0709922,458731,4379457,2238,11.4757,705.824
458732,4379457,60,26821,60.0709922,458732,4379457,2240,12.0058,705.637
458733,4379456,60,26821,60.0709922,458733,4379456,2247,10.8399,705.354
458734,4379455,60,26821,60.0709922,458734,4379455,2250,12.419,705.165
458735,4379455,60,26821,60.0709922,458735,4379455,2252,12.14,704.971
458736,4379455,60,26821,60.0709922,458736,4379455,2254,11.6226,704.809
458737,4379454,60,26821,60.0709922,458737,4379454,2263,9.13776,704.603
458738,4379454,60,26821,60.0709922,458738,4379454,2265,9.91469,704.435
458739,4379454,60,26821,60.0709922,458739,4379454,2272,8.99138,704.244
458740,4379454,60,26821,60.0709922,458740,4379454,2274,9.7548,704.114
458741,4379454,60,26821,60.0709922,458741,4379454,2275,10.2529,703.934
458742,4379454,60,26821,60.0709922,458742,4379454,2276,7.01478,703.791
458743,4379454,60,26821,60.0709922,458743,4379454,2280,8.40346,703.696
458744,4379453,60,26821,60.0709922,458744,4379453,2285,11.0185,703.451
458745,4379453,60,26821,60.0709922,458745,4379453,2287,9.80867,703.3
458746,4379453,60,26821,60.0709922,458746,4379453,2288,9.92882,703.156
458747,4379452,60,26821,60.0709922,458747,4379452,2290,12.465,702.901
458748,4379452,60,26821,60.0709922,458748,4379452,2291,10.8673,702.702
458749,4379452,60,26821,60.0709922,458749,4379452,2292,9.87015,702.519
458750,4379452,60,26821,60.0709922,458750,4379452,2328,5.52042,702.356
458751,4379451,60,26821,60.0709922,458751,4379451,2331,5.83836,702.28
458750,4379450,60,26821,60.0709922,458750,4379450,2336,9.49945,702.143
458751,4379449,60,26821,60.0709922,458751,4379449,2338,8.94056,701.976
458751,4379448,60,26821,60.0709922,458751,4379448,2345,10.5881,701.821
458752,4379447,60,26821,60.0709922,458752,4379447,2347,13.7687,701.594
458752,4379446,60,26821,60.0709922,458752,4379446,2348,12.5979,701.356
458752,4379445,60,26821,60.0709922,458752,4379445,2349,12.9821,701.159
458752,4379444,60,26821,60.0709922,458752,4379444,2350,13.9063,700.913
458752,4379443,60,26821,60.0709922,458752,4379443,2351,13.7386,700.665
458752,4379442,60,26821,60.0709922,458752,4379442,2352,14.1669,700.429
458752,4379441,60,26821,60.0709922,458752,4379441,2501,11.3926,700.115
458752,4379440,60,26821,60.0709922,458752,4379440,2522,8.85744,699.951
458753,4379439,60,26821,60.0709922,458753,4379439,2576,9.29795,699.791
458753,4379438,60,26821,60.0709922,458753,4379438,2581,8.99889,699.659
458753,4379437,60,26821,60.0709922,458753,4379437,2594,8.2647,699.432
458753,4379436,60,26821,60.0709922,458753,4379436,2596,7.50769,699.354
458753,4379435,60,26821,60.0709922,458753,4379435,2607,8.74981,699.211
458753,4379434,60,26821,60.0709922,458753,4379434,4054,8.45823,699.043
458852.3382,4379192.216,24,26828,24.4028169,458852.3382,4379192.216,162,14.3572,704.915
458851,4379195,24,26828,24.4028169,458851,4379195,1132,12.9262,704.215
458850,4379196,24,26828,24.4028169,458850,4379196,1135,17.4882,703.888
458850,4379197,24,26828,24.4028169,458850,4379197,1139,15.4747,703.582
458849,4379198,24,26828,24.4028169,458849,4379198,1151,12.6513,703.291
458848,4379199,24,26828,24.4028169,458848,4379199,1207,11.0483,703
458848,4379200,24,26828,24.4028169,458848,4379200,1217,11.1796,702.827
458847,4379201,24,26828,24.4028169,458847,4379201,1221,13.9954,702.53
458847,4379202,24,26828,24.4028169,458847,4379202,1232,12.0349,702.341
458846,4379203,24,26828,24.4028169,458846,4379203,1234,10.1541,702.093
458846,4379204,24,26828,24.4028169,458846,4379204,1238,8.65255,701.933
458845,4379205,24,26828,24.4028169,458845,4379205,1240,6.5207,701.779
458844,4379206,24,26828,24.4028169,458844,4379206,1241,4.86426,701.662
458844,4379207,24,26828,24.4028169,458844,4379207,1243,5.9205,701.565
458844,4379208,24,26828,24.4028169,458844,4379208,1244,9.79106,701.466
458845,4379209,24,26828,24.4028169,458845,4379209,1250,25.1249,701.076
458845,4379210,24,26828,24.4028169,458845,4379210,1251,31.255,700.569
458845,4379211,24,26828,24.4028169,458845,4379211,1252,33.5653,699.938
458845,4379212,24,26828,24.4028169,458845,4379212,1253,31.8775,699.255
458845,4379213,24,26828,24.4028169,458845,4379213,6542,30.0694,698.518
459573,4379047,143,26829,143.4680374,459573,4379047,3678,5.02552,710.28
459573,4379048,143,26829,143.4680374,459573,4379048,3679,4.80078,710.206
459573,4379049,143,26829,143.4680374,459573,4379049,3680,4.88568,710.132
459573,4379050,143,26829,143.4680374,459573,4379050,3695,4.77722,710.035
459574,4379051,143,26829,143.4680374,459574,4379051,3699,3.78626,709.927
459575,4379052,143,26829,143.4680374,459575,4379052,3710,3.76411,709.862
459576,4379053,143,26829,143.4680374,459576,4379053,3712,4.82418,709.759
459576,4379054,143,26829,143.4680374,459576,4379054,3714,4.28453,709.673
459577,4379055,143,26829,143.4680374,459577,4379055,3715,3.04797,709.615
459578,4379056,143,26829,143.4680374,459578,4379056,3716,3.90441,709.539
459578,4379057,143,26829,143.4680374,459578,4379057,3717,5.64161,709.441
459578,4379058,143,26829,143.4680374,459578,4379058,3720,5.6711,709.34
459578,4379059,143,26829,143.4680374,459578,4379059,3722,5.17145,709.251
459578,4379060,143,26829,143.4680374,459578,4379060,3723,4.93497,709.18
459579,4379061,143,26829,143.4680374,459579,4379061,3728,5.16336,709.049
459579,4379062,143,26829,143.4680374,459579,4379062,3730,3.98546,708.972
459580,4379063,143,26829,143.4680374,459580,4379063,3732,4.0976,708.917
459581,4379064,143,26829,143.4680374,459581,4379064,3734,4.94563,708.793
459581,4379065,143,26829,143.4680374,459581,4379065,3840,4.48865,708.715
459581,4379066,143,26829,143.4680374,459581,4379066,3844,3.42066,708.646
459582,4379067,143,26829,143.4680374,459582,4379067,3847,3.88554,708.61
459582,4379068,143,26829,143.4680374,459582,4379068,3849,5.36254,708.507
459583,4379069,143,26829,143.4680374,459583,4379069,3851,5.67662,708.392
459583,4379070,143,26829,143.4680374,459583,4379070,3852,5.77389,708.303
459583,4379071,143,26829,143.4680374,459583,4379071,3853,5.35072,708.198
459582,4379072,143,26829,143.4680374,459582,4379072,3864,6.33122,708.076
459582,4379073,143,26829,143.4680374,459582,4379073,3867,4.28459,707.974
459582,4379074,143,26829,143.4680374,459582,4379074,3868,3.12131,707.953
459582,4379075,143,26829,143.4680374,459582,4379075,3869,5.22679,707.892
459582,4379076,143,26829,143.4680374,459582,4379076,3870,5.4583,707.779
459582,4379077,143,26829,143.4680374,459582,4379077,3871,4.75033,707.695
459582,4379078,143,26829,143.4680374,459582,4379078,3872,4.67219,707.613
459582,4379079,143,26829,143.4680374,459582,4379079,3873,3.77639,707.543
459582,4379080,143,26829,143.4680374,459582,4379080,3874,3.49282,707.488
459583,4379081,143,26829,143.4680374,459583,4379081,3882,4.80802,707.377
459584,4379082,143,26829,143.4680374,459584,4379082,3884,4.32883,707.265
459584,4379083,143,26829,143.4680374,459584,4379083,3885,2.84166,707.224
459583,4379084,143,26829,143.4680374,459583,4379084,3888,6.25871,707.151
459583,4379085,143,26829,143.4680374,459583,4379085,3889,7.82952,707.016
459583,4379086,143,26829,143.4680374,459583,4379086,3890,7.3269,706.875
459583,4379087,143,26829,143.4680374,459583,4379087,3891,6.81641,706.76
459583,4379088,143,26829,143.4680374,459583,4379088,3892,6.32184,706.65
459583,4379089,143,26829,143.4680374,459583,4379089,3893,6.02256,706.544
459583,4379090,143,26829,143.4680374,459583,4379090,5266,6.11748,706.406
459583,4379091,143,26829,143.4680374,459583,4379091,5278,5.23593,706.308
459583,4379092,143,26829,143.4680374,459583,4379092,5298,4.4559,706.232
459583,4379093,143,26829,143.4680374,459583,4379093,5299,5.04688,706.185
459584,4379094,143,26829,143.4680374,459584,4379094,5303,6.64768,706.053
459584,4379095,143,26829,143.4680374,459584,4379095,5304,6.09839,705.934
459583,4379096,143,26829,143.4680374,459583,4379096,5307,6.74009,705.799
459583,4379097,143,26829,143.4680374,459583,4379097,5309,6.73391,705.686
459583,4379098,143,26829,143.4680374,459583,4379098,6134,5.4199,705.563
459583,4379099,143,26829,143.4680374,459583,4379099,6140,4.57345,705.515
459583,4379100,143,26829,143.4680374,459583,4379100,6141,4.52752,705.443
459583,4379101,143,26829,143.4680374,459583,4379101,6146,4.34824,705.369
459583,4379102,143,26829,143.4680374,459583,4379102,6149,4.93614,705.269
459582,4379103,143,26829,143.4680374,459582,4379103,6151,6.30679,705.178
459582,4379104,143,26829,143.4680374,459582,4379104,6152,5.48183,705.072
459582,4379105,143,26829,143.4680374,459582,4379105,6157,4.93325,704.994
459582,4379106,143,26829,143.4680374,459582,4379106,6158,4.70181,704.906
459582,4379107,143,26829,143.4680374,459582,4379107,6159,5.02581,704.829
459581,4379108,143,26829,143.4680374,459581,4379108,6161,5.95207,704.697
459581,4379109,143,26829,143.4680374,459581,4379109,6163,5.0968,704.619
459581,4379110,143,26829,143.4680374,459581,4379110,6164,4.45289,704.531
459581,4379111,143,26829,143.4680374,459581,4379111,6210,4.07734,704.452
459580,4379112,143,26829,143.4680374,459580,4379112,6215,5.54679,704.35
459579,4379113,143,26829,143.4680374,459579,4379113,6219,5.52726,704.213
459579,4379114,143,26829,143.4680374,459579,4379114,6222,5.11555,704.125
459579,4379115,143,26829,143.4680374,459579,4379115,6224,4.40863,704.054
459578,4379116,143,26829,143.4680374,459578,4379116,6741,4.5415,703.96
459577,4379117,143,26829,143.4680374,459577,4379117,6746,4.82232,703.859
459577,4379118,143,26829,143.4680374,459577,4379118,6756,4.10536,703.789
459576,4379119,143,26829,143.4680374,459576,4379119,6758,3.8795,703.679
459576,4379120,143,26829,143.4680374,459576,4379120,6889,3.30386,703.643
459576,4379121,143,26829,143.4680374,459576,4379121,6893,4.72089,703.572
459576,4379122,143,26829,143.4680374,459576,4379122,6932,4.89138,703.482
459575,4379123,143,26829,143.4680374,459575,4379123,6935,5.27724,703.365
459574,4379124,143,26829,143.4680374,459574,4379124,6941,4.73937,703.226
459573,4379125,143,26829,143.4680374,459573,4379125,6942,4.68265,703.16
459572,4379126,143,26829,143.4680374,459572,4379126,6969,4.73683,703.015
459571,4379127,143,26829,143.4680374,459571,4379127,6972,4.80589,702.892
459570,4379127,143,26829,143.4680374,459570,4379127,7010,4.46811,702.803
459569,4379128,143,26829,143.4680374,459569,4379128,7017,4.05964,702.727
459568,4379129,143,26829,143.4680374,459568,4379129,7022,5.24391,702.629
459567,4379129,143,26829,143.4680374,459567,4379129,7412,4.51481,702.54
459566,4379130,143,26829,143.4680374,459566,4379130,7438,3.72634,702.479
459565,4379131,143,26829,143.4680374,459565,4379131,7444,4.74267,702.365
459564,4379131,143,26829,143.4680374,459564,4379131,7447,4.93899,702.295
459563,4379132,143,26829,143.4680374,459563,4379132,7454,4.82129,702.176
459562,4379132,143,26829,143.4680374,459562,4379132,7461,4.31406,702.127
459561,4379132,143,26829,143.4680374,459561,4379132,7466,5.40763,702.04
459560,4379133,143,26829,143.4680374,459560,4379133,7470,6.2117,701.889
459559,4379134,143,26829,143.4680374,459559,4379134,7496,6.42852,701.768
459558,4379134,143,26829,143.4680374,459558,4379134,7608,4.58216,701.662
459557,4379134,143,26829,143.4680374,459557,4379134,7672,5.05062,701.597
459556,4379135,143,26829,143.4680374,459556,4379135,7679,4.63403,701.506
459555,4379135,143,26829,143.4680374,459555,4379135,7688,4.49602,701.423
459554,4379136,143,26829,143.4680374,459554,4379136,7691,5.35191,701.338
459553,4379136,143,26829,143.4680374,459553,4379136,7714,5.8175,701.239
459552,4379137,143,26829,143.4680374,459552,4379137,7719,4.56277,701.141
459551,4379138,143,26829,143.4680374,459551,4379138,7729,4.01518,701.041
459551,4379139,143,26829,143.4680374,459551,4379139,7731,3.82304,700.972
459551,4379140,143,26829,143.4680374,459551,4379140,7742,3.27247,700.928
459551,4379141,143,26829,143.4680374,459551,4379141,7769,2.71696,700.859
459551,4379142,143,26829,143.4680374,459551,4379142,7772,4.302,700.839
459550,4379143,143,26829,143.4680374,459550,4379143,7776,4.1686,700.73
459550,4379144,143,26829,143.4680374,459550,4379144,7785,4.07733,700.671
459550,4379145,143,26829,143.4680374,459550,4379145,7808,4.23933,700.612
459550,4379146,143,26829,143.4680374,459550,4379146,7823,3.90896,700.568
459549,4379147,143,26829,143.4680374,459549,4379147,7825,3.1946,700.547
459548,4379148,143,26829,143.4680374,459548,4379148,7909,4.37484,700.429
459547,4379149,143,26829,143.4680374,459547,4379149,7916,3.12606,700.369
459546,4379149,143,26829,143.4680374,459546,4379149,7920,6.41629,700.31
459545,4379150,143,26829,143.4680374,459545,4379150,7967,6.00294,700.143
459544,4379150,143,26829,143.4680374,459544,4379150,7973,4.82785,700.035
459543,4379150,143,26829,143.4680374,459543,4379150,7992,4.81146,699.955
459542,4379150,143,26829,143.4680374,459542,4379150,7994,5.35795,699.895
459541,4379151,143,26829,143.4680374,459541,4379151,7997,4.37695,699.83
459540,4379151,143,26829,143.4680374,459540,4379151,8029,4.97518,699.746
459539,4379152,143,26829,143.4680374,459539,4379152,8031,6.87453,699.631
459539,4379153,143,26829,143.4680374,459539,4379153,8033,7.36634,699.514
459539,4379154,143,26829,143.4680374,459539,4379154,9270,4.47802,699.404
459540,4379155,143,26829,143.4680374,459540,4379155,9274,3.72481,699.309
459540,4379156,143,26829,143.4680374,459540,4379156,9276,3.30067,699.262
459540,4379157,143,26829,143.4680374,459540,4379157,195211,5.0937,699.208
458729.3613,4379439,27,26830,27.366573,458729.3613,4379439,852,11.7743,705.042
458731,4379439,27,26830,27.366573,458731,4379439,1049,12.9419,704.601
458732,4379439,27,26830,27.366573,458732,4379439,1050,13.9569,704.413
458733,4379439,27,26830,27.366573,458733,4379439,1051,13.5294,704.138
458734,4379439,27,26830,27.366573,458734,4379439,1052,12.6172,703.95
458735,4379439,27,26830,27.366573,458735,4379439,1053,13.3395,703.725
458736,4379439,27,26830,27.366573,458736,4379439,1054,8.49398,703.469
458737,4379440,27,26830,27.366573,458737,4379440,1061,9.76255,703.37
458738,4379439,27,26830,27.366573,458738,4379439,1064,13.8094,703.001
458739,4379438,27,26830,27.366573,458739,4379438,1066,11.4588,702.876
458740,4379437,27,26830,27.366573,458740,4379437,1090,11.7399,702.589
458741,4379437,27,26830,27.366573,458741,4379437,1091,11.0725,702.424
458742,4379438,27,26830,27.366573,458742,4379438,1142,17.9903,702.125
458743,4379438,27,26830,27.366573,458743,4379438,1223,17.2344,701.767
458744,4379438,27,26830,27.366573,458744,4379438,1224,15.2655,701.634
458745,4379438,27,26830,27.366573,458745,4379438,1229,21.408,701.313
458746,4379438,27,26830,27.366573,458746,4379438,1245,18.6932,700.779
458747,4379438,27,26830,27.366573,458747,4379438,1246,12.2962,700.676
458748,4379438,27,26830,27.366573,458748,4379438,1252,11.7341,700.491
458749,4379437,27,26830,27.366573,458749,4379437,1253,13.5654,700.235
458750,4379436,27,26830,27.366573,458750,4379436,1254,15.3785,699.84
458751,4379435,27,26830,27.366573,458751,4379435,1267,12.6997,699.473
458752,4379435,27,26830,27.366573,458752,4379435,1270,11.0652,699.302
458753,4379434,27,26830,27.366573,458753,4379434,4054,8.45823,699.043
459006.2249,4379752.723,92,26846,91.5676136,459006.2249,4379752.723,762,9.44814,717.995
459006,4379747,92,26846,91.5676136,459006,4379747,1235,14.5462,716.676
459006,4379746,92,26846,91.5676136,459006,4379746,1239,13.4226,716.438
459006,4379745,92,26846,91.5676136,459006,4379745,1241,12.9456,716.239
459007,4379744,92,26846,91.5676136,459007,4379744,1242,15.2391,715.962
459008,4379743,92,26846,91.5676136,459008,4379743,1243,16.8405,715.484
459009,4379742,92,26846,91.5676136,459009,4379742,1489,12.7515,715.104
459010,4379741,92,26846,91.5676136,459010,4379741,1760,13.6644,714.838
459010,4379740,92,26846,91.5676136,459010,4379740,1767,14.9178,714.589
459010,4379739,92,26846,91.5676136,459010,4379739,1782,14.2901,714.354
459010,4379738,92,26846,91.5676136,459010,4379738,1784,13.4018,714.166
459010,4379737,92,26846,91.5676136,459010,4379737,2619,18.0935,713.943
459009,4379736,92,26846,91.5676136,459009,4379736,2995,18.5689,713.399
459010,4379735,92,26846,91.5676136,459010,4379735,3001,15.5633,713.18
459010,4379734,92,26846,91.5676136,459010,4379734,3002,10.4385,713.012
459011,4379733,92,26846,91.5676136,459011,4379733,3015,12.7981,712.795
459011,4379732,92,26846,91.5676136,459011,4379732,3173,11.7471,712.561
459011,4379731,92,26846,91.5676136,459011,4379731,3193,13.6151,712.379
459012,4379730,92,26846,91.5676136,459012,4379730,3208,12.9006,712.157
459012,4379729,92,26846,91.5676136,459012,4379729,3217,11.402,711.881
459013,4379728,92,26846,91.5676136,459013,4379728,3220,13.4271,711.734
459013,4379727,92,26846,91.5676136,459013,4379727,3335,14.5484,711.472
459013,4379726,92,26846,91.5676136,459013,4379726,3337,15.6176,711.19
459014,4379725,92,26846,91.5676136,459014,4379725,3439,13.513,710.942
459014,4379724,92,26846,91.5676136,459014,4379724,3445,12.6494,710.745
459014,4379723,92,26846,91.5676136,459014,4379723,3451,12.5144,710.495
459014,4379722,92,26846,91.5676136,459014,4379722,3775,13.729,710.335
459015,4379721,92,26846,91.5676136,459015,4379721,3936,14.0693,709.962
459015,4379720,92,26846,91.5676136,459015,4379720,3957,13.7208,709.696
459016,4379719,92,26846,91.5676136,459016,4379719,3966,14.7109,709.493
459016,4379718,92,26846,91.5676136,459016,4379718,3968,15.9547,709.207
459017,4379717,92,26846,91.5676136,459017,4379717,3971,16.8356,708.852
459017,4379716,92,26846,91.5676136,459017,4379716,3976,13.8214,708.637
459017,4379715,92,26846,91.5676136,459017,4379715,3982,13.5155,708.365
459017,4379714,92,26846,91.5676136,459017,4379714,3988,13.1088,708.164
459017,4379713,92,26846,91.5676136,459017,4379713,4975,12.7953,707.946
459018,4379712,92,26846,91.5676136,459018,4379712,5110,11.0753,707.702
459018,4379711,92,26846,91.5676136,459018,4379711,5116,10.0782,707.542
459018,4379710,92,26846,91.5676136,459018,4379710,5134,11.8076,707.378
459019,4379709,92,26846,91.5676136,459019,4379709,5222,12.2343,707.114
459019,4379708,92,26846,91.5676136,459019,4379708,5224,12.8224,706.914
459019,4379707,92,26846,91.5676136,459019,4379707,5239,12.1468,706.7
459019,4379706,92,26846,91.5676136,459019,4379706,5250,13.7182,706.484
459019,4379705,92,26846,91.5676136,459019,4379705,5251,15.5163,706.217
459019,4379704,92,26846,91.5676136,459019,4379704,5252,15.857,705.974
459019,4379703,92,26846,91.5676136,459019,4379703,5253,16.8558,705.707
459019,4379702,92,26846,91.5676136,459019,4379702,6238,17.8863,705.354
459019,4379701,92,26846,91.5676136,459019,4379701,6294,15.7559,704.997
459020,4379700,92,26846,91.5676136,459020,4379700,6303,12.9829,704.624
459021,4379699,92,26846,91.5676136,459021,4379699,6312,12.9091,704.374
459022,4379698,92,26846,91.5676136,459022,4379698,6395,14.2914,703.983
459023,4379697,92,26846,91.5676136,459023,4379697,6408,15.1334,703.78
459023,4379696,92,26846,91.5676136,459023,4379696,6416,13.0982,703.479
459024,4379695,92,26846,91.5676136,459024,4379695,6417,11.0784,703.249
459025,4379694,92,26846,91.5676136,459025,4379694,6418,12.3321,702.961
459026,4379693,92,26846,91.5676136,459026,4379693,6419,12.342,702.652
459026,4379692,92,26846,91.5676136,459026,4379692,6696,13.2676,702.424
459027,4379691,92,26846,91.5676136,459027,4379691,6848,11.687,702.13
459027,4379690,92,26846,91.5676136,459027,4379690,6854,10.4232,701.93
459028,4379689,92,26846,91.5676136,459028,4379689,6855,5.17467,701.865
459029,4379688,92,26846,91.5676136,459029,4379688,6859,6.46669,701.711
459030,4379687,92,26846,91.5676136,459030,4379687,6875,5.69582,701.561
459031,4379686,92,26846,91.5676136,459031,4379686,7105,5.07024,701.443
459031,4379685,92,26846,91.5676136,459031,4379685,7659,4.13902,701.373
459031,4379684,92,26846,91.5676136,459031,4379684,7668,5.57158,701.277
459031,4379683,92,26846,91.5676136,459031,4379683,7672,7.56051,701.193
459032,4379682,92,26846,91.5676136,459032,4379682,7682,7.55894,701.012
459033,4379681,92,26846,91.5676136,459033,4379681,7685,10.6509,700.844
459034,4379680,92,26846,91.5676136,459034,4379680,7688,11.9024,700.517
459035,4379679,92,26846,91.5676136,459035,4379679,7727,11.7248,700.249
459035,4379678,92,26846,91.5676136,459035,4379678,7733,10.4971,699.875
459035,4379677,92,26846,91.5676136,459035,4379677,7739,8.03598,699.82
459035,4379676,92,26846,91.5676136,459035,4379676,7740,11.9398,699.694
459035,4379675,92,26846,91.5676136,459035,4379675,7742,10.7741,699.481
459035,4379674,92,26846,91.5676136,459035,4379674,12628,12.4351,699.331
458620.7086,4379398.622,20,26854,20.266269,458620.7086,4379398.622,97,20.1167,705.097
458620.8631,4379397.391,20,26854,20.266269,458620.8631,4379397.391,99,14.5109,704.424
458620.554,4379395.541,20,26854,20.266269,458620.554,4379395.541,18,13.3783,704.23
458619.8587,4379394.155,20,26854,20.266269,458619.8587,4379394.155,48,15.899,703.661
458619.1633,4379393.077,20,26854,20.266269,458619.1633,4379393.077,49,19.5972,703.22
458617,4379392,20,26854,20.266269,458617,4379392,2063,18.6293,702.55
458616,4379391,20,26854,20.266269,458616,4379391,2068,17.6184,702.124
458615,4379390,20,26854,20.266269,458615,4379390,2082,13.7949,701.712
458615,4379389,20,26854,20.266269,458615,4379389,2083,12.8087,701.561
458615,4379388,20,26854,20.266269,458615,4379388,2084,15.638,701.293
458614,4379387,20,26854,20.266269,458614,4379387,2086,15.1183,700.884
458613,4379386,20,26854,20.266269,458613,4379386,2482,16.1105,700.504
458612,4379385,20,26854,20.266269,458612,4379385,2488,19.0011,700.089
458611,4379384,20,26854,20.266269,458611,4379384,2489,32.4206,699.601
458610,4379383,20,26854,20.266269,458610,4379383,4556,37.0402,698.525
459194,4379273,43,26860,43.0416306,459194,4379273,3083,8.51226,704.978
459195,4379273,43,26860,43.0416306,459195,4379273,3085,8.94059,704.873
459196,4379273,43,26860,43.0416306,459196,4379273,3087,8.40843,704.733
459197,4379272,43,26860,43.0416306,459197,4379272,3135,7.00197,704.579
459198,4379272,43,26860,43.0416306,459198,4379272,3138,6.40947,704.471
459199,4379272,43,26860,43.0416306,459199,4379272,3139,7.54194,704.38
459200,4379272,43,26860,43.0416306,459200,4379272,3421,9.73116,704.216
459201,4379272,43,26860,43.0416306,459201,4379272,3422,9.76919,704.032
459202,4379273,43,26860,43.0416306,459202,4379273,4686,9.24496,703.837
459203,4379273,43,26860,43.0416306,459203,4379273,4689,9.89099,703.666
459204,4379272,43,26860,43.0416306,459204,4379272,4692,9.45499,703.45
459205,4379272,43,26860,43.0416306,459205,4379272,4701,8.45119,703.281
459206,4379272,43,26860,43.0416306,459206,4379272,4716,8.07106,703.159
459207,4379271,43,26860,43.0416306,459207,4379271,4806,7.644,703.014
459208,4379271,43,26860,43.0416306,459208,4379271,4815,6.28794,702.843
