X,Y,streamorde,IX,Shape_Leng,X_UTM,Y_UTM,flowacc_co,slp_deg_co,AngeloSage
459853,4380396,78,24689,77.9161816,459853,4380396,3631,10.7568,668.075
459854,4380395,78,24689,77.9161816,459854,4380395,3632,9.52129,667.895
459855,4380394,78,24689,77.9161816,459855,4380394,3700,12.2447,667.592
459856,4380393,78,24689,77.9161816,459856,4380393,3702,13.4659,667.259
459857,4380392,78,24689,77.9161816,459857,4380392,3703,13.9105,666.951
459857,4380391,78,24689,77.9161816,459857,4380391,3770,13.7585,666.713
459858,4380390,78,24689,77.9161816,459858,4380390,3823,11.761,666.431
459859,4380389,78,24689,77.9161816,459859,4380389,4083,11.2917,666.145
459860,4380388,78,24689,77.9161816,459860,4380388,4085,9.84664,665.893
459861,4380387,78,24689,77.9161816,459861,4380387,4087,10.6981,665.656
459862,4380386,78,24689,77.9161816,459862,4380386,4088,11.3503,665.425
459863,4380385,78,24689,77.9161816,459863,4380385,4089,12.4394,665.124
459864,4380384,78,24689,77.9161816,459864,4380384,4090,11.9572,664.794
459865,4380383,78,24689,77.9161816,459865,4380383,4091,12.226,664.519
459866,4380382,78,24689,77.9161816,459866,4380382,4376,12.9144,664.197
459867,4380381,78,24689,77.9161816,459867,4380381,4409,14.0017,663.856
459868,4380381,78,24689,77.9161816,459868,4380381,4463,13.3221,663.644
459869,4380380,78,24689,77.9161816,459869,4380380,4471,13.4096,663.371
459870,4380380,78,24689,77.9161816,459870,4380380,4479,11.5885,663.097
459871,4380380,78,24689,77.9161816,459871,4380380,4491,9.90146,662.919
459872,4380380,78,24689,77.9161816,459872,4380380,4526,11.4653,662.779
459873,4380380,78,24689,77.9161816,459873,4380380,4528,13.8049,662.568
459874,4380380,78,24689,77.9161816,459874,4380380,4539,16.2153,662.376
459875,4380379,78,24689,77.9161816,459875,4380379,4549,15.7628,661.929
459876,4380379,78,24689,77.9161816,459876,4380379,4559,15.3473,661.712
459877,4380379,78,24689,77.9161816,459877,4380379,4583,15.6768,661.39
459878,4380379,78,24689,77.9161816,459878,4380379,4602,15.8915,661.191
459879,4380378,78,24689,77.9161816,459879,4380378,4606,17.4897,660.737
459880,4380378,78,24689,77.9161816,459880,4380378,4639,14.9574,660.509
459881,4380377,78,24689,77.9161816,459881,4380377,4640,11.2478,660.295
459882,4380376,78,24689,77.9161816,459882,4380376,4641,11.6622,660
459883,4380376,78,24689,77.9161816,459883,4380376,4642,11.2917,659.81
459884,4380375,78,24689,77.9161816,459884,4380375,4644,11.6634,659.5
459885,4380375,78,24689,77.9161816,459885,4380375,12385,10.5339,659.336
459539,4379617.08,47,24693,46.7185499,459539,4379617.08,7,24.5334,672.997
459539,4379620,47,24693,46.7185499,459539,4379620,1004,11.5148,672.368
459538,4379621,47,24693,46.7185499,459538,4379621,1014,23.2389,671.825
459538,4379622,47,24693,46.7185499,459538,4379622,1016,23.2867,671.501
459537,4379623,47,24693,46.7185499,459537,4379623,1019,27.1725,670.781
459536,4379624,47,24693,46.7185499,459536,4379624,1022,30.4835,670.159
459536,4379625,47,24693,46.7185499,459536,4379625,1024,37.8384,669.486
459536,4379626,47,24693,46.7185499,459536,4379626,1025,32.3568,668.843
459536,4379627,47,24693,46.7185499,459536,4379627,1038,19.6721,668.396
459535,4379628,47,24693,46.7185499,459535,4379628,1044,13.9891,667.972
459535,4379629,47,24693,46.7185499,459535,4379629,1045,11.0385,667.825
459535,4379630,47,24693,46.7185499,459535,4379630,1046,11.9354,667.672
459535,4379631,47,24693,46.7185499,459535,4379631,1057,13.2469,667.368
459535,4379632,47,24693,46.7185499,459535,4379632,1058,12.0439,667.185
459535,4379633,47,24693,46.7185499,459535,4379633,1059,11.9138,667.001
459535,4379634,47,24693,46.7185499,459535,4379634,1786,12.9796,666.766
459536,4379635,47,24693,46.7185499,459536,4379635,1787,14.9493,666.491
459537,4379636,47,24693,46.7185499,459537,4379636,1829,19.9001,665.996
459538,4379637,47,24693,46.7185499,459538,4379637,1845,16.0468,665.575
459538,4379638,47,24693,46.7185499,459538,4379638,2167,13.5471,665.313
459538,4379639,47,24693,46.7185499,459538,4379639,2168,12.6682,665.173
459539,4379640,47,24693,46.7185499,459539,4379640,2171,8.07624,664.884
459538,4379641,47,24693,46.7185499,459538,4379641,2173,15.7682,664.693
459537,4379642,47,24693,46.7185499,459537,4379642,2174,19.9762,664.276
459537,4379643,47,24693,46.7185499,459537,4379643,2218,19.5922,663.843
459537,4379644,47,24693,46.7185499,459537,4379644,2222,22.1793,663.497
459536,4379645,47,24693,46.7185499,459536,4379645,2225,24.6665,662.863
459536,4379646,47,24693,46.7185499,459536,4379646,2227,18.29,662.61
459535,4379647,47,24693,46.7185499,459535,4379647,2237,17.1345,662.17
459535,4379648,47,24693,46.7185499,459535,4379648,2253,14.6167,661.883
459535,4379649,47,24693,46.7185499,459535,4379649,2255,15.7825,661.633
459535,4379650,47,24693,46.7185499,459535,4379650,2256,20.0673,661.386
459535,4379651,47,24693,46.7185499,459535,4379651,2257,23.32,660.994
459535,4379652,47,24693,46.7185499,459535,4379652,2258,23.0036,660.534
459535,4379653,47,24693,46.7185499,459535,4379653,2259,20.1702,660.166
459535,4379654,47,24693,46.7185499,459535,4379654,2260,16.4548,659.83
459535,4379655,47,24693,46.7185499,459535,4379655,2408,9.26476,659.566
459535,4379656,47,24693,46.7185499,459535,4379656,0,4.07737,659.547
459534,4379657,47,24693,46.7185499,459534,4379657,2169618,6.10342,659.447
459535,4379658,47,24693,46.7185499,459535,4379658,2169688,5.63489,659.523
460276,4379699,10,24694,10.2426407,460276,4379699,991,45.0845,662.518
460275,4379700,10,24694,10.2426407,460275,4379700,1020,40.2692,661.514
460274,4379700,10,24694,10.2426407,460274,4379700,1035,32.8292,660.653
460273,4379700,10,24694,10.2426407,460273,4379700,1050,22.664,660.363
460272,4379701,10,24694,10.2426407,460272,4379701,1056,6.3779,660.091
460272,4379702,10,24694,10.2426407,460272,4379702,1335,11.1433,660.167
460271,4379703,10,24694,10.2426407,460271,4379703,1337,14.1855,660.014
460271,4379704,10,24694,10.2426407,460271,4379704,1346,17.5332,659.635
460271,4379705,10,24694,10.2426407,460271,4379705,1349,18.5522,659.592
460271,4379706,10,24694,10.2426407,460271,4379706,539032,12.2212,659.321
459518.267,4379693.995,67,24714,66.5514499,459518.267,4379693.995,417,8.02915,667.954
459510.2203,4379689.172,67,24714,66.5514499,459510.2203,4379689.172,761,9.42769,666.873
459504.7226,4379686.024,67,24714,66.5514499,459504.7226,4379686.024,786,11.1415,665.749
459499.6747,4379684.574,67,24714,66.5514499,459499.6747,4379684.574,0,10.1503,664.917
459498,4379683,67,24714,66.5514499,459498,4379683,1113,10.3272,664.393
459497,4379683,67,24714,66.5514499,459497,4379683,1115,9.97589,664.252
459496,4379682,67,24714,66.5514499,459496,4379682,1117,10.7949,663.993
459495,4379681,67,24714,66.5514499,459495,4379681,1118,12.0053,663.758
459494,4379680,67,24714,66.5514499,459494,4379680,1119,14.0109,663.427
459493,4379679,67,24714,66.5514499,459493,4379679,1400,10.0547,663.085
459492,4379678,67,24714,66.5514499,459492,4379678,1972,6.22504,662.919
459491,4379677,67,24714,66.5514499,459491,4379677,1977,5.60662,662.802
459491,4379676,67,24714,66.5514499,459491,4379676,1978,4.60194,662.722
459490,4379675,67,24714,66.5514499,459490,4379675,2079,5.38819,662.611
459490,4379674,67,24714,66.5514499,459490,4379674,2082,6.40242,662.486
459490,4379673,67,24714,66.5514499,459490,4379673,2084,6.27758,662.393
459490,4379672,67,24714,66.5514499,459490,4379672,2089,4.72654,662.262
459490,4379671,67,24714,66.5514499,459490,4379671,2104,4.70646,662.219
459490,4379670,67,24714,66.5514499,459490,4379670,2212,5.9895,662.096
459491,4379669,67,24714,66.5514499,459491,4379669,2218,3.55008,661.988
459492,4379668,67,24714,66.5514499,459492,4379668,2539,3.71781,661.953
459492,4379667,67,24714,66.5514499,459492,4379667,2541,6.31346,661.888
459492,4379666,67,24714,66.5514499,459492,4379666,2554,7.14494,661.949
459493,4379665,67,24714,66.5514499,459493,4379665,2556,8.0955,661.708
459494,4379665,67,24714,66.5514499,459494,4379665,2572,9.39437,661.661
459495,4379664,67,24714,66.5514499,459495,4379664,2575,18.4599,661.487
459496,4379663,67,24714,66.5514499,459496,4379663,2579,16.5705,661.149
459497,4379662,67,24714,66.5514499,459497,4379662,2607,7.35278,660.859
459498,4379661,67,24714,66.5514499,459498,4379661,2614,3.34901,660.791
459499,4379660,67,24714,66.5514499,459499,4379660,2616,2.76047,660.777
459499,4379659,67,24714,66.5514499,459499,4379659,2629,3.06485,660.695
459499,4379658,67,24714,66.5514499,459499,4379658,2640,4.70853,660.662
459500,4379657,67,24714,66.5514499,459500,4379657,2645,1.29534,660.619
459501,4379656,67,24714,66.5514499,459501,4379656,2646,1.99814,660.632
459501,4379655,67,24714,66.5514499,459501,4379655,2648,2.25503,660.557
459502,4379654,67,24714,66.5514499,459502,4379654,2660,2.90855,660.573
459503,4379654,67,24714,66.5514499,459503,4379654,2665,2.21995,660.52
459504,4379653,67,24714,66.5514499,459504,4379653,2666,10.5508,660.52
459505,4379652,67,24714,66.5514499,459505,4379652,2671,18.6416,659.921
459506,4379652,67,24714,66.5514499,459506,4379652,2679,12.8634,659.727
459484,4379642,11,24755,10.6568542,459484,4379642,247,5.97866,660.982
459485,4379643,11,24755,10.6568542,459485,4379643,1182,5.15436,661.187
459486,4379644,11,24755,10.6568542,459486,4379644,1186,2.65503,661.183
459486,4379645,11,24755,10.6568542,459486,4379645,1189,3.21427,661.117
459487,4379646,11,24755,10.6568542,459487,4379646,1190,6.60317,661.085
459488,4379646,11,24755,10.6568542,459488,4379646,1195,5.58171,660.919
459488,4379647,11,24755,10.6568542,459488,4379647,1196,8.6766,660.877
459489,4379648,11,24755,10.6568542,459489,4379648,1197,11.1698,660.582
459490,4379648,11,24755,10.6568542,459490,4379648,1201,8.51739,660.438
459491,4379648,11,24755,10.6568542,459491,4379648,2161373,3.17561,660.447
459481,4379669,19,24761,19.3137085,459481,4379669,32403,6.18163,662.005
459481,4379668,19,24761,19.3137085,459481,4379668,32579,7.8543,661.858
459482,4379667,19,24761,19.3137085,459482,4379667,32591,5.27586,661.751
459483,4379666,19,24761,19.3137085,459483,4379666,32611,7.40454,661.681
459484,4379665,19,24761,19.3137085,459484,4379665,32614,14.21,661.741
459484,4379664,19,24761,19.3137085,459484,4379664,32622,5.77682,661.559
459484,4379663,19,24761,19.3137085,459484,4379663,32625,9.48887,661.568
459485,4379662,19,24761,19.3137085,459485,4379662,32653,6.91639,661.381
459486,4379661,19,24761,19.3137085,459486,4379661,32663,7.68304,661.093
459487,4379660,19,24761,19.3137085,459487,4379660,32664,6.59798,661.118
459487,4379659,19,24761,19.3137085,459487,4379659,32671,9.27883,661.043
459488,4379659,19,24761,19.3137085,459488,4379659,32710,2.42412,661.057
459489,4379658,19,24761,19.3137085,459489,4379658,32714,5.9205,660.981
459489,4379657,19,24761,19.3137085,459489,4379657,32716,11.6458,661.071
459488,4379656,19,24761,19.3137085,459488,4379656,32717,19.2281,661.012
459488,4379655,19,24761,19.3137085,459488,4379655,32719,15.4505,660.602
459488,4379654,19,24761,19.3137085,459488,4379654,2159815,3.95305,660.558
460456.7137,4380169.021,83,24777,82.5888934,460456.7137,4380169.021,280,36.2547,696.68
460455.8472,4380169.11,83,24777,82.5888934,460455.8472,4380169.11,293,35.3744,696.066
460455.2832,4380169.665,83,24777,82.5888934,460455.2832,4380169.665,1019,37.742,695.061
460454.8026,4380169.939,83,24777,82.5888934,460454.8026,4380169.939,1019,37.742,695.061
460454.224,4380170.668,83,24777,82.5888934,460454.224,4380170.668,313,36.776,694.308
460453.4688,4380170.89,83,24777,82.5888934,460453.4688,4380170.89,314,34.4779,693.54
460452.0905,4380170.957,83,24777,82.5888934,460452.0905,4380170.957,315,30.6115,692.952
460451.3287,4380171.493,83,24777,82.5888934,460451.3287,4380171.493,0,38.2322,692.481
460450.6677,4380171.846,83,24777,82.5888934,460450.6677,4380171.846,512,39.0457,692.274
460449.5846,4380171.895,83,24777,82.5888934,460449.5846,4380171.895,513,39.4241,691.228
460448.8442,4380171.89,83,24777,82.5888934,460448.8442,4380171.89,514,35.062,690.623
460448,4380172,83,24777,82.5888934,460448,4380172,1821,36.1136,689.819
460447,4380172,83,24777,82.5888934,460447,4380172,1822,37.645,689.191
460446,4380172,83,24777,82.5888934,460446,4380172,2223,38.6371,688.281
460444.9332,4380172.134,83,24777,82.5888934,460444.9332,4380172.134,2368,36.9117,687.619
460444.3338,4380172.955,83,24777,82.5888934,460444.3338,4380172.955,3123,35.5968,686.7
460443,4380173,83,24777,82.5888934,460443,4380173,3131,32.6187,685.991
460442,4380173,83,24777,82.5888934,460442,4380173,3172,32.6181,685.359
460441,4380173,83,24777,82.5888934,460441,4380173,3175,30.9477,684.829
460440,4380173,83,24777,82.5888934,460440,4380173,3419,29.2335,684.399
460439.2893,4380173.955,83,24777,82.5888934,460439.2893,4380173.955,3647,27.3418,683.844
460438.4006,4380173.955,83,24777,82.5888934,460438.4006,4380173.955,4118,28.588,683.222
460437.4674,4380174,83,24777,82.5888934,460437.4674,4380174,4120,28.768,682.828
460436.5564,4380174.911,83,24777,82.5888934,460436.5564,4380174.911,174,29.1054,682.741
460434.6439,4380174.978,83,24777,82.5888934,460434.6439,4380174.978,4305,26.4076,681.601
460433.7997,4380175.911,83,24777,82.5888934,460433.7997,4380175.911,4395,29.6267,681.127
460433,4380176,83,24777,82.5888934,460433,4380176,4567,26.0473,680.519
460432,4380176,83,24777,82.5888934,460432,4380176,4583,23.2862,680.09
460431,4380176,83,24777,82.5888934,460431,4380176,4593,20.6533,679.789
460430,4380177,83,24777,82.5888934,460430,4380177,4742,19.1508,679.333
460429,4380177,83,24777,82.5888934,460429,4380177,4745,26.7323,679.096
460428,4380177,83,24777,82.5888934,460428,4380177,4746,33.0767,678.526
460427,4380177,83,24777,82.5888934,460427,4380177,5049,25.4008,677.862
460426,4380178,83,24777,82.5888934,460426,4380178,5257,25.1308,677.487
460425,4380178,83,24777,82.5888934,460425,4380178,5311,19.3834,676.983
460424,4380178,83,24777,82.5888934,460424,4380178,5312,19.999,676.902
460423,4380178,83,24777,82.5888934,460423,4380178,5313,27.8684,676.387
460422,4380178,83,24777,82.5888934,460422,4380178,5317,25.9711,675.767
460421,4380178,83,24777,82.5888934,460421,4380178,5379,24.3752,675.404
460420,4380178,83,24777,82.5888934,460420,4380178,5386,25.3495,675.009
460419,4380179,83,24777,82.5888934,460419,4380179,5591,21.3243,674.571
460418,4380179,83,24777,82.5888934,460418,4380179,5603,26.3282,674.16
460417,4380179,83,24777,82.5888934,460417,4380179,5605,27.1052,673.632
460416,4380179,83,24777,82.5888934,460416,4380179,5887,24.3979,673.266
460415,4380180,83,24777,82.5888934,460415,4380180,6007,20.8777,672.835
460414,4380180,83,24777,82.5888934,460414,4380180,6008,18.1635,672.542
460413,4380180,83,24777,82.5888934,460413,4380180,6117,15.4552,672.137
460412,4380180,83,24777,82.5888934,460412,4380180,6144,19.1032,671.932
460411,4380181,83,24777,82.5888934,460411,4380181,6147,27.1386,671.399
460410,4380181,83,24777,82.5888934,460410,4380181,6150,27.7673,670.812
460409,4380182,83,24777,82.5888934,460409,4380182,6311,21.9306,670.235
460408,4380182,83,24777,82.5888934,460408,4380182,6382,17.1978,669.922
460407,4380182,83,24777,82.5888934,460407,4380182,6406,17.8445,669.682
460406,4380182,83,24777,82.5888934,460406,4380182,6436,17.5578,669.439
460405,4380182,83,24777,82.5888934,460405,4380182,6553,20.6799,669.096
460404,4380182,83,24777,82.5888934,460404,4380182,6594,24.8711,668.693
460403,4380181,83,24777,82.5888934,460403,4380181,6821,22.541,668.043
460402,4380181,83,24777,82.5888934,460402,4380181,6893,18.7206,667.735
460401,4380181,83,24777,82.5888934,460401,4380181,6895,22.3772,667.466
460400,4380180,83,24777,82.5888934,460400,4380180,6991,26.6506,666.89
460399,4380180,83,24777,82.5888934,460399,4380180,7106,22.9765,666.327
460398,4380180,83,24777,82.5888934,460398,4380180,7157,19.8793,665.938
460397,4380180,83,24777,82.5888934,460397,4380180,7426,20.3946,665.627
460396,4380180,83,24777,82.5888934,460396,4380180,8145,25.4964,665.273
460395,4380180,83,24777,82.5888934,460395,4380180,8147,31.948,664.833
460394,4380180,83,24777,82.5888934,460394,4380180,8208,29.7001,664.308
460393,4380181,83,24777,82.5888934,460393,4380181,8237,18.285,663.743
460392,4380182,83,24777,82.5888934,460392,4380182,8431,20.0836,663.424
460391,4380182,83,24777,82.5888934,460391,4380182,8438,16.8199,663.11
460390,4380183,83,24777,82.5888934,460390,4380183,8667,16.3481,662.653
460389,4380183,83,24777,82.5888934,460389,4380183,8670,17.9004,662.522
460388,4380184,83,24777,82.5888934,460388,4380184,8699,11.1209,662.069
460387,4380185,83,24777,82.5888934,460387,4380185,8700,14.8326,661.977
460386,4380186,83,24777,82.5888934,460386,4380186,8899,15.7316,661.49
460385,4380187,83,24777,82.5888934,460385,4380187,9044,21.1036,661.339
460384,4380187,83,24777,82.5888934,460384,4380187,9072,17.472,660.943
460383,4380187,83,24777,82.5888934,460383,4380187,17515,9.55016,660.737
459953.9077,4380247.065,11,24778,11.2105986,459953.9077,4380247.065,19,14.52,663.413
459953.0272,4380248.973,11,24778,11.2105986,459953.0272,4380248.973,142,13.6458,662.85
459951,4380251,11,24778,11.2105986,459951,4380251,1124,17.3557,662.258
459950,4380252,11,24778,11.2105986,459950,4380252,1125,17.6427,661.963
459950,4380253,11,24778,11.2105986,459950,4380253,1127,15.8356,661.659
459949,4380254,11,24778,11.2105986,459949,4380254,1136,15.5546,661.286
459948,4380255,11,24778,11.2105986,459948,4380255,1142,12.2322,660.971
459948,4380256,11,24778,11.2105986,459948,4380256,6100,9.90559,660.764
459986.9797,4380054.534,35,24788,34.7210973,459986.9797,4380054.534,47,20.1018,669.27
459990,4380055,35,24788,34.7210973,459990,4380055,1612,8.00196,668.688
459991,4380056,35,24788,34.7210973,459991,4380056,1626,13.2652,668.496
459992.5351,4380056.382,35,24788,34.7210973,459992.5351,4380056.382,1628,8.18353,668.28
459994,4380056.688,35,24788,34.7210973,459994,4380056.688,285,9.97445,668.149
459995,4380057,35,24788,34.7210973,459995,4380057,1916,8.15635,667.999
459995.9236,4380057.382,35,24788,34.7210973,459995.9236,4380057.382,1917,7.30912,667.864
459996.8471,4380057.459,35,24788,34.7210973,459996.8471,4380057.459,1918,6.52259,667.772
459998,4380058,35,24788,34.7210973,459998,4380058,1950,5.24045,667.623
459999,4380057.688,35,24788,34.7210973,459999,4380057.688,54,4.10521,667.596
460000,4380057,35,24788,34.7210973,460000,4380057,2008,6.05769,667.466
460003.2153,4380057,35,24788,34.7210973,460003.2153,4380057,1,23.4889,667.094
460004.4402,4380056.07,35,24788,34.7210973,460004.4402,4380056.07,8,26.3919,666.209
460005.8225,4380055.147,35,24788,34.7210973,460005.8225,4380055.147,26,18.2488,665.424
460006.5931,4380053.841,35,24788,34.7210973,460006.5931,4380053.841,13,22.4546,665.032
460006.9051,4380052.688,35,24788,34.7210973,460006.9051,4380052.688,44,21.6512,664.532
460007.1406,4380051.459,35,24788,34.7210973,460007.1406,4380051.459,55,22.4019,663.797
460007.2232,4380050,35,24788,34.7210973,460007.2232,4380050,61,20.1156,663.507
460007.8409,4380049,35,24788,34.7210973,460007.8409,4380049,7,18.846,663.181
460008.2293,4380047.159,35,24788,34.7210973,460008.2293,4380047.159,166,18.843,662.503
460009.0764,4380046.618,35,24788,34.7210973,460009.0764,4380046.618,2093,18.3281,662.339
460010,4380046,35,24788,34.7210973,460010,4380046,2281,15.9584,661.816
460011,4380045,35,24788,34.7210973,460011,4380045,2283,18.0595,661.415
460011.5413,4380044,35,24788,34.7210973,460011.5413,4380044,2284,13.843,661.164
460012,4380043,35,24788,34.7210973,460012,4380043,3618,14.3073,660.936
460440.4299,4380350.997,85,24790,84.8395922,460440.4299,4380350.997,759,7.81993,676.386
460433.5362,4380348.87,85,24790,84.8395922,460433.5362,4380348.87,21,8.39268,675.541
460429.9737,4380347.742,85,24790,84.8395922,460429.9737,4380347.742,11,8.64694,674.983
460428.4612,4380344.744,85,24790,84.8395922,460428.4612,4380344.744,1214,8.48475,674.462
460427,4380343,85,24790,84.8395922,460427,4380343,1301,8.17987,674.113
460426,4380342,85,24790,84.8395922,460426,4380342,1313,6.8965,673.951
460425,4380341,85,24790,84.8395922,460425,4380341,1318,7.53853,673.856
460424,4380340,85,24790,84.8395922,460424,4380340,1319,9.60213,673.684
460423,4380339,85,24790,84.8395922,460423,4380339,1803,7.03522,673.422
460422,4380338,85,24790,84.8395922,460422,4380338,1805,10.7532,673.306
460421,4380338,85,24790,84.8395922,460421,4380338,1806,12.649,673.091
460420,4380337,85,24790,84.8395922,460420,4380337,1816,10.4298,672.824
460419,4380337,85,24790,84.8395922,460419,4380337,1820,10.6178,672.667
460418,4380337,85,24790,84.8395922,460418,4380337,1821,12.2399,672.481
460417,4380337,85,24790,84.8395922,460417,4380337,1822,9.88249,672.266
460416,4380336,85,24790,84.8395922,460416,4380336,1823,9.0182,672.109
460415,4380335,85,24790,84.8395922,460415,4380335,1824,9.36078,671.86
460414,4380334,85,24790,84.8395922,460414,4380334,1944,9.54234,671.668
460413,4380334,85,24790,84.8395922,460413,4380334,1946,10.7271,671.447
460412,4380334,85,24790,84.8395922,460412,4380334,1947,11.6762,671.309
460411,4380334,85,24790,84.8395922,460411,4380334,1948,11.8,671.084
460410,4380334,85,24790,84.8395922,460410,4380334,1952,10.7904,670.898
460409,4380333,85,24790,84.8395922,460409,4380333,1953,11.4109,670.642
460408,4380332,85,24790,84.8395922,460408,4380332,1954,10.8952,670.355
460407,4380331,85,24790,84.8395922,460407,4380331,2065,9.78579,670.072
460406,4380331,85,24790,84.8395922,460406,4380331,2069,9.18156,669.944
460405,4380330,85,24790,84.8395922,460405,4380330,2071,10.4571,669.741
460404,4380330,85,24790,84.8395922,460404,4380330,2072,11.202,669.558
460403,4380330,85,24790,84.8395922,460403,4380330,2073,11.1231,669.359
460402,4380330,85,24790,84.8395922,460402,4380330,2083,11.219,669.163
460401,4380330,85,24790,84.8395922,460401,4380330,2084,10.7305,668.983
460400,4380330,85,24790,84.8395922,460400,4380330,2087,11.4332,668.781
460399,4380330,85,24790,84.8395922,460399,4380330,2100,13.8282,668.557
460398,4380330,85,24790,84.8395922,460398,4380330,2102,14.5085,668.306
460397,4380330,85,24790,84.8395922,460397,4380330,3097,12.6618,668.068
460396,4380329,85,24790,84.8395922,460396,4380329,3105,12.5719,667.814
460395,4380329,85,24790,84.8395922,460395,4380329,3114,11.843,667.566
460394,4380329,85,24790,84.8395922,460394,4380329,3119,10.5332,667.404
460393,4380328,85,24790,84.8395922,460393,4380328,3124,11.7497,667.132
460392,4380327,85,24790,84.8395922,460392,4380327,3126,12.6077,666.849
460391,4380327,85,24790,84.8395922,460391,4380327,3127,11.947,666.657
460390,4380326,85,24790,84.8395922,460390,4380326,3128,13.2034,666.387
460389,4380325,85,24790,84.8395922,460389,4380325,3129,13.9863,666.04
460388,4380325,85,24790,84.8395922,460388,4380325,3219,12.6025,665.82
460387,4380324,85,24790,84.8395922,460387,4380324,3257,12.1953,665.488
460386,4380324,85,24790,84.8395922,460386,4380324,3305,11.0778,665.347
460385,4380323,85,24790,84.8395922,460385,4380323,3306,12.8666,665.046
460384,4380322,85,24790,84.8395922,460384,4380322,3307,12.8054,664.777
460383,4380321,85,24790,84.8395922,460383,4380321,3308,14.1607,664.405
460382,4380320,85,24790,84.8395922,460382,4380320,3309,13.7437,664.087
460381,4380319,85,24790,84.8395922,460381,4380319,3310,15.1367,663.681
460380,4380318,85,24790,84.8395922,460380,4380318,3311,14.0107,663.32
460379,4380317,85,24790,84.8395922,460379,4380317,3312,12.1044,663.027
460378,4380316,85,24790,84.8395922,460378,4380316,3313,14.2862,662.696
460377,4380315,85,24790,84.8395922,460377,4380315,3314,13.1472,662.355
460376,4380314,85,24790,84.8395922,460376,4380314,4201,13.2699,662.006
460375,4380313,85,24790,84.8395922,460375,4380313,4210,14.1487,661.685
460374,4380313,85,24790,84.8395922,460374,4380313,4213,12.5394,661.451
460373,4380312,85,24790,84.8395922,460373,4380312,4217,10.9425,661.204
460372,4380311,85,24790,84.8395922,460372,4380311,11066,11.7275,660.952
459445,4379633,3,24793,3.4142136,459445,4379633,1339,5.39417,661.482
459446,4379632,3,24793,3.4142136,459446,4379632,1340,4.84847,661.4
459447,4379632,3,24793,3.4142136,459447,4379632,1407,3.33345,661.27
459448,4379632,3,24793,3.4142136,459448,4379632,2124928,2.67701,661.24
459681,4379610,25,24802,24.5563492,459681,4379610,4884,13.0424,665.932
459680,4379611,25,24802,24.5563492,459680,4379611,4888,16.3802,665.622
459680,4379612,25,24802,24.5563492,459680,4379612,4905,15.8189,665.332
459679,4379613,25,24802,24.5563492,459679,4379613,4913,13.3451,664.976
459678,4379614,25,24802,24.5563492,459678,4379614,4917,14.4094,664.662
459677,4379615,25,24802,24.5563492,459677,4379615,4922,14.5592,664.271
459677,4379616,25,24802,24.5563492,459677,4379616,4930,11.7682,664.127
459676,4379617,25,24802,24.5563492,459676,4379617,4934,13.2096,663.827
459676,4379618,25,24802,24.5563492,459676,4379618,4940,11.8079,663.628
459676,4379619,25,24802,24.5563492,459676,4379619,5055,11.3352,663.452
459676,4379620,25,24802,24.5563492,459676,4379620,5062,10.3215,663.274
459675,4379621,25,24802,24.5563492,459675,4379621,5064,11.0739,663.049
459675,4379622,25,24802,24.5563492,459675,4379622,5857,9.92298,662.838
459674,4379623,25,24802,24.5563492,459674,4379623,5858,12.1589,662.666
459673,4379624,25,24802,24.5563492,459673,4379624,5967,11.8556,662.274
459672,4379625,25,24802,24.5563492,459672,4379625,5968,10.019,662.066
459672,4379626,25,24802,24.5563492,459672,4379626,5975,9.60558,661.889
459671,4379627,25,24802,24.5563492,459671,4379627,5976,9.65386,661.706
459671,4379628,25,24802,24.5563492,459671,4379628,5980,9.27553,661.522
459670,4379629,25,24802,24.5563492,459670,4379629,5981,8.01175,661.348
459669,4379629,25,24802,24.5563492,459669,4379629,29626,6.33026,661.151
459800,4380256,110,24812,110.2253967,459800,4380256,1074,12.6822,687.097
459801,4380256,110,24812,110.2253967,459801,4380256,1077,17.9486,686.838
459802,4380256,110,24812,110.2253967,459802,4380256,1082,17.0658,686.543
459803,4380257,110,24812,110.2253967,459803,4380257,1083,12.6351,686.206
459804,4380258,110,24812,110.2253967,459804,4380258,1088,9.12164,685.918
459805,4380259,110,24812,110.2253967,459805,4380259,1089,10.0314,685.79
459806,4380260,110,24812,110.2253967,459806,4380260,1090,10.3663,685.42
459807,4380261,110,24812,110.2253967,459807,4380261,1091,14.2625,685.241
459808,4380262,110,24812,110.2253967,459808,4380262,1092,17.9872,684.764
459809,4380263,110,24812,110.2253967,459809,4380263,1093,17.5715,684.308
459810,4380264,110,24812,110.2253967,459810,4380264,1094,15.0298,683.883
459811,4380265,110,24812,110.2253967,459811,4380265,1095,14.5637,683.553
459812,4380266,110,24812,110.2253967,459812,4380266,1096,16.4835,683.162
459813,4380267,110,24812,110.2253967,459813,4380267,1705,16.3827,682.709
459814,4380267,110,24812,110.2253967,459814,4380267,1717,13.7298,682.397
459815,4380267,110,24812,110.2253967,459815,4380267,1726,14.0179,682.261
459816,4380267,110,24812,110.2253967,459816,4380267,1730,17.3307,681.978
459817,4380268,110,24812,110.2253967,459817,4380268,2009,18.4843,681.461
459818,4380268,110,24812,110.2253967,459818,4380268,2447,17.1093,681.187
459819,4380268,110,24812,110.2253967,459819,4380268,2453,17.0429,680.961
