X,Y,streamorde,IX,X_UTM,Y_UTM,flowacc_co,slp_deg_co,AngeloSage
447213,4399833,3,42013,447213.00000000000,4399833.00000000000,63571,20.66180000000,664.86700000000
447212,4399832,3,42013,447212.00000000000,4399832.00000000000,63613,13.40130000000,664.81200000000
447212,4399831,3,42013,447212.00000000000,4399831.00000000000,63622,33.75440000000,664.47700000000
447211,4399830,3,42013,447211.00000000000,4399830.00000000000,63631,38.73970000000,663.93900000000
447211,4399829,3,42013,447211.00000000000,4399829.00000000000,64138,52.63880000000,662.96700000000
447211,4399828,3,42013,447211.00000000000,4399828.00000000000,64141,55.73850000000,662.15700000000
447210,4399827,3,42013,447210.00000000000,4399827.00000000000,64409,32.74340000000,661.69200000000
447209,4399826,3,42013,447209.00000000000,4399826.00000000000,64412,30.44040000000,661.07200000000
447208,4399825,3,42013,447208.00000000000,4399825.00000000000,64832,32.78910000000,660.45500000000
447207,4399824,3,42013,447207.00000000000,4399824.00000000000,64888,33.07470000000,659.72800000000
447206,4399824,3,42013,447206.00000000000,4399824.00000000000,64889,24.32680000000,659.66900000000
447205,4399824,3,42013,447205.00000000000,4399824.00000000000,65062,28.45800000000,659.01000000000
447204,4399823,3,42013,447204.00000000000,4399823.00000000000,65181,26.67990000000,658.36000000000
447203,4399822,3,42013,447203.00000000000,4399822.00000000000,65184,43.50090000000,657.73800000000
447203,4399821,3,42013,447203.00000000000,4399821.00000000000,65242,29.14340000000,656.78200000000
447202,4399820,3,42013,447202.00000000000,4399820.00000000000,65256,30.73660000000,656.49200000000
447202,4399819,3,42013,447202.00000000000,4399819.00000000000,65371,26.44550000000,656.02100000000
447202,4399818,3,42013,447202.00000000000,4399818.00000000000,65392,30.54760000000,655.47400000000
447201,4399817,3,42013,447201.00000000000,4399817.00000000000,65412,21.99300000000,654.75300000000
447200,4399816,3,42013,447200.00000000000,4399816.00000000000,65885,12.04140000000,654.51000000000
447199,4399815,3,42013,447199.00000000000,4399815.00000000000,65914,25.43850000000,653.97900000000
447199,4399814,3,42013,447199.00000000000,4399814.00000000000,65932,25.31310000000,653.43700000000
447198,4399813,3,42013,447198.00000000000,4399813.00000000000,65956,19.93010000000,653.21100000000
447198,4399812,3,42013,447198.00000000000,4399812.00000000000,66296,28.52900000000,652.91200000000
447198,4399811,3,42013,447198.00000000000,4399811.00000000000,66298,32.66010000000,652.33200000000
447197,4399810,3,42013,447197.00000000000,4399810.00000000000,66306,29.27350000000,651.51600000000
447196,4399809,3,42013,447196.00000000000,4399809.00000000000,66325,33.22590000000,650.91200000000
447196,4399808,3,42013,447196.00000000000,4399808.00000000000,66694,29.21730000000,650.13000000000
447195,4399807,3,42013,447195.00000000000,4399807.00000000000,66701,26.98680000000,649.61300000000
447194,4399806,3,42013,447194.00000000000,4399806.00000000000,66704,40.37460000000,649.06800000000
447194,4399805,3,42013,447194.00000000000,4399805.00000000000,66833,40.17810000000,648.13100000000
447193,4399804,3,42013,447193.00000000000,4399804.00000000000,66904,32.39140000000,647.11700000000
447192,4399803,3,42013,447192.00000000000,4399803.00000000000,66913,37.28930000000,646.53300000000
447192,4399802,3,42013,447192.00000000000,4399802.00000000000,67316,24.54640000000,645.78700000000
447191,4399801,3,42013,447191.00000000000,4399801.00000000000,67337,17.69800000000,645.49500000000
447191,4399800,3,42013,447191.00000000000,4399800.00000000000,67341,12.35350000000,645.57500000000
447190,4399799,3,42013,447190.00000000000,4399799.00000000000,67345,22.01750000000,645.50300000000
447189,4399798,3,42013,447189.00000000000,4399798.00000000000,67352,34.71740000000,644.76500000000
447189,4399797,3,42013,447189.00000000000,4399797.00000000000,67422,33.39050000000,644.14700000000
447188,4399796,3,42013,447188.00000000000,4399796.00000000000,67428,30.97500000000,643.25800000000
447187,4399795,3,42013,447187.00000000000,4399795.00000000000,68309,32.80530000000,642.39700000000
447186,4399794,3,42013,447186.00000000000,4399794.00000000000,68327,38.81850000000,641.23400000000
447185,4399794,3,42013,447185.00000000000,4399794.00000000000,68330,45.78160000000,640.70000000000
447184,4399793,3,42013,447184.00000000000,4399793.00000000000,68494,19.46680000000,640.11700000000
447183,4399792,3,42013,447183.00000000000,4399792.00000000000,68547,27.98960000000,639.62200000000
447182,4399792,3,42013,447182.00000000000,4399792.00000000000,68553,18.00880000000,639.46100000000
447181,4399791,3,42013,447181.00000000000,4399791.00000000000,68562,14.21280000000,639.31300000000
447180,4399790,3,42013,447180.00000000000,4399790.00000000000,68716,21.06300000000,638.71300000000
447179,4399790,3,42013,447179.00000000000,4399790.00000000000,68719,28.25230000000,638.46800000000
447178,4399789,3,42013,447178.00000000000,4399789.00000000000,68763,31.34220000000,637.68800000000
447177,4399789,3,42013,447177.00000000000,4399789.00000000000,68812,18.23590000000,637.28200000000
447176,4399790,3,42013,447176.00000000000,4399790.00000000000,68815,15.02560000000,637.43800000000
447175,4399790,3,42013,447175.00000000000,4399790.00000000000,108470,11.73130000000,637.31700000000
447171,4399816,3,42015,447171.00000000000,4399816.00000000000,38718,24.51630000000,650.20300000000
447171,4399815,3,42015,447171.00000000000,4399815.00000000000,38731,34.56530000000,649.81200000000
447171,4399814,3,42015,447171.00000000000,4399814.00000000000,38742,36.68010000000,649.13300000000
447172,4399813,3,42015,447172.00000000000,4399813.00000000000,38986,19.88840000000,648.81100000000
447172,4399812,3,42015,447172.00000000000,4399812.00000000000,38992,32.56860000000,648.36900000000
447173,4399811,3,42015,447173.00000000000,4399811.00000000000,39047,30.36540000000,647.31000000000
447173,4399810,3,42015,447173.00000000000,4399810.00000000000,39064,21.67410000000,647.04600000000
447174,4399809,3,42015,447174.00000000000,4399809.00000000000,39065,27.84270000000,646.64200000000
447175,4399808,3,42015,447175.00000000000,4399808.00000000000,39189,34.92560000000,645.51700000000
447175,4399807,3,42015,447175.00000000000,4399807.00000000000,39200,29.58140000000,644.93300000000
447176,4399806,3,42015,447176.00000000000,4399806.00000000000,39251,29.19660000000,644.44900000000
447176,4399805,3,42015,447176.00000000000,4399805.00000000000,39321,21.81440000000,644.14200000000
447176,4399804,3,42015,447176.00000000000,4399804.00000000000,39332,26.30810000000,643.64500000000
447176,4399803,3,42015,447176.00000000000,4399803.00000000000,39362,22.25920000000,643.10600000000
447176,4399802,3,42015,447176.00000000000,4399802.00000000000,39401,17.69170000000,642.84200000000
447176,4399801,3,42015,447176.00000000000,4399801.00000000000,39407,18.10830000000,642.56000000000
447176,4399800,3,42015,447176.00000000000,4399800.00000000000,39443,14.30440000000,642.28900000000
447176,4399799,3,42015,447176.00000000000,4399799.00000000000,39455,19.58890000000,642.12300000000
447176,4399798,3,42015,447176.00000000000,4399798.00000000000,39459,28.85350000000,641.73000000000
447175,4399797,3,42015,447175.00000000000,4399797.00000000000,39513,28.67210000000,641.09800000000
447175,4399796,3,42015,447175.00000000000,4399796.00000000000,39535,35.97770000000,640.52900000000
447175,4399795,3,42015,447175.00000000000,4399795.00000000000,39566,39.36820000000,639.63000000000
447175,4399794,3,42015,447175.00000000000,4399794.00000000000,39593,30.83810000000,638.88600000000
447175,4399793,3,42015,447175.00000000000,4399793.00000000000,39594,27.26520000000,638.64100000000
447175,4399792,3,42015,447175.00000000000,4399792.00000000000,39613,32.03070000000,638.21200000000
447175,4399791,3,42015,447175.00000000000,4399791.00000000000,39614,27.47630000000,637.60000000000
447175,4399790,3,42015,447175.00000000000,4399790.00000000000,108470,11.73130000000,637.31700000000
447093.87430000026,4399174.8084,1,42020,447093.87430000002,4399174.80840000040,33,30.77250000000,650.04200000000
447096.75882817444,4399176.270817928,1,42020,447096.75882799999,4399176.27082000020,561,27.37120000000,648.41600000000
447099.79749942379,4399178.5649171947,1,42020,447099.79749899998,4399178.56491999980,580,42.32030000000,645.92800000000
447102.77640308172,4399178.9576766994,1,42020,447102.77640300000,4399178.95768000000,14,51.43160000000,642.52500000000
447103.83682762086,4399179.0634196429,1,42020,447103.83682800003,4399179.06341999960,18,49.19110000000,641.38400000000
447104.91235829488,4399178.9455656679,1,42020,447104.91235800000,4399178.94557000040,19,41.88010000000,640.41600000000
447105.98788896884,4399179.7915092167,1,42020,447105.98788899998,4399179.79150999990,20,37.05840000000,639.51000000000
447107.0,4399181.0332073728,1,42020,447107.00000000000,4399181.03321000000,1158,35.53800000000,638.13600000000
447107,4399183,1,42020,447107.00000000000,4399183.00000000000,196506,20.06970000000,637.48100000000
447390.73350022151,4399658.1203003991,1,42138,447390.73349999997,4399658.12029999960,969,17.25230000000,649.82700000000
447390.69340008864,4399655.2134501552,1,42138,447390.69339999999,4399655.21344999970,994,15.05390000000,649.14200000000
447391,4399653,1,42138,447391.00000000000,4399653.00000000000,3575,12.26140000000,648.71200000000
447391,4399652,1,42138,447391.00000000000,4399652.00000000000,3576,13.41200000000,648.52800000000
447391,4399651,1,42138,447391.00000000000,4399651.00000000000,3577,12.58540000000,648.31100000000
447390,4399650,1,42138,447390.00000000000,4399650.00000000000,4181,11.75410000000,647.99900000000
447390,4399649,1,42138,447390.00000000000,4399649.00000000000,4872,14.12970000000,647.86500000000
447390,4399648,1,42138,447390.00000000000,4399648.00000000000,4877,15.39790000000,647.49800000000
447390,4399647,1,42138,447390.00000000000,4399647.00000000000,4885,11.31570000000,647.34200000000
447391,4399646,1,42138,447391.00000000000,4399646.00000000000,4888,15.19710000000,647.02300000000
447392,4399645,1,42138,447392.00000000000,4399645.00000000000,4891,14.17160000000,646.75200000000
447392,4399644,1,42138,447392.00000000000,4399644.00000000000,5134,12.49410000000,646.50800000000
447392,4399643,1,42138,447392.00000000000,4399643.00000000000,5138,11.92110000000,646.31300000000
447392,4399642,1,42138,447392.00000000000,4399642.00000000000,5139,14.34230000000,646.15000000000
447392,4399641,1,42138,447392.00000000000,4399641.00000000000,5145,15.04560000000,645.80200000000
447392,4399640,1,42138,447392.00000000000,4399640.00000000000,5146,12.34440000000,645.61900000000
447393,4399639,1,42138,447393.00000000000,4399639.00000000000,5147,16.38710000000,645.28600000000
447394,4399638,1,42138,447394.00000000000,4399638.00000000000,5148,16.12080000000,644.87800000000
447395,4399637,1,42138,447395.00000000000,4399637.00000000000,5149,22.24100000000,644.49900000000
447396,4399637,1,42138,447396.00000000000,4399637.00000000000,5150,31.13660000000,643.97300000000
447397,4399637,1,42138,447397.00000000000,4399637.00000000000,72774,17.22800000000,643.18600000000
447514,4399432,1,42151,447514.00000000000,4399432.00000000000,1198,15.38860000000,655.26100000000
447513,4399433,1,42151,447513.00000000000,4399433.00000000000,1199,12.32070000000,655.00600000000
447512,4399434,1,42151,447512.00000000000,4399434.00000000000,1200,16.16710000000,654.62600000000
447511,4399435,1,42151,447511.00000000000,4399435.00000000000,1219,16.41900000000,654.20300000000
447510,4399436,1,42151,447510.00000000000,4399436.00000000000,1224,17.21380000000,653.80600000000
447509,4399437,1,42151,447509.00000000000,4399437.00000000000,1229,19.62670000000,653.32700000000
447508,4399438,1,42151,447508.00000000000,4399438.00000000000,1230,17.30080000000,652.92000000000
447507,4399439,1,42151,447507.00000000000,4399439.00000000000,1231,19.63900000000,652.45600000000
447506,4399440,1,42151,447506.00000000000,4399440.00000000000,1232,17.53990000000,651.98700000000
447505,4399441,1,42151,447505.00000000000,4399441.00000000000,1233,20.02030000000,651.49400000000
447504,4399442,1,42151,447504.00000000000,4399442.00000000000,1240,14.80130000000,651.02300000000
447503,4399443,1,42151,447503.00000000000,4399443.00000000000,1242,15.78360000000,650.70700000000
447502,4399444,1,42151,447502.00000000000,4399444.00000000000,1244,14.82250000000,650.28100000000
447501,4399444,1,42151,447501.00000000000,4399444.00000000000,1573,16.76560000000,650.09300000000
447500,4399445,1,42151,447500.00000000000,4399445.00000000000,1595,14.76500000000,649.65800000000
447499,4399446,1,42151,447499.00000000000,4399446.00000000000,1598,11.92940000000,649.39700000000
447498,4399447,1,42151,447498.00000000000,4399447.00000000000,1706,10.49020000000,649.09000000000
447497,4399448,1,42151,447497.00000000000,4399448.00000000000,1707,13.14770000000,648.82900000000
447496,4399449,1,42151,447496.00000000000,4399449.00000000000,1708,11.87850000000,648.50200000000
447495,4399450,1,42151,447495.00000000000,4399450.00000000000,1709,14.28560000000,648.19300000000
447494,4399451,1,42151,447494.00000000000,4399451.00000000000,1710,17.02010000000,647.79400000000
447493,4399452,1,42151,447493.00000000000,4399452.00000000000,1716,19.75390000000,647.30900000000
447492,4399452,1,42151,447492.00000000000,4399452.00000000000,2369,18.73450000000,646.94800000000
447491,4399453,1,42151,447491.00000000000,4399453.00000000000,2410,13.43310000000,646.64500000000
447490,4399454,1,42151,447490.00000000000,4399454.00000000000,2411,16.60900000000,646.31700000000
447489,4399455,1,42151,447489.00000000000,4399455.00000000000,2412,21.76430000000,645.82900000000
447488,4399456,1,42151,447488.00000000000,4399456.00000000000,2427,22.31760000000,645.28100000000
447487,4399456,1,42151,447487.00000000000,4399456.00000000000,2488,22.45570000000,644.86100000000
447486,4399456,1,42151,447486.00000000000,4399456.00000000000,418955,15.54340000000,644.42200000000
447548,4399776,2,42193,447548.00000000000,4399776.00000000000,3441,23.65680000000,722.56000000000
447548,4399775,2,42193,447548.00000000000,4399775.00000000000,3480,26.03570000000,722.15600000000
447548,4399774,2,42193,447548.00000000000,4399774.00000000000,3537,29.26400000000,721.54300000000
447548,4399773,2,42193,447548.00000000000,4399773.00000000000,3546,28.88430000000,720.98300000000
447548,4399772,2,42193,447548.00000000000,4399772.00000000000,3549,26.80440000000,720.50000000000
447548,4399771,2,42193,447548.00000000000,4399771.00000000000,3558,26.85740000000,720.07300000000
447548,4399770,2,42193,447548.00000000000,4399770.00000000000,3562,30.16870000000,719.53500000000
447548,4399769,2,42193,447548.00000000000,4399769.00000000000,3585,31.72420000000,718.92100000000
447548,4399768,2,42193,447548.00000000000,4399768.00000000000,3622,29.48910000000,718.18100000000
447548,4399767,2,42193,447548.00000000000,4399767.00000000000,3633,28.65520000000,717.65200000000
447548,4399766,2,42193,447548.00000000000,4399766.00000000000,3647,26.14700000000,717.12800000000
447548,4399765,2,42193,447548.00000000000,4399765.00000000000,3656,25.72390000000,716.81400000000
447548,4399764,2,42193,447548.00000000000,4399764.00000000000,3667,24.11170000000,716.18000000000
447548,4399763,2,42193,447548.00000000000,4399763.00000000000,3676,23.07840000000,715.88800000000
447548,4399762,2,42193,447548.00000000000,4399762.00000000000,3678,26.83240000000,715.38800000000
447548,4399761,2,42193,447548.00000000000,4399761.00000000000,3685,26.78090000000,715.00200000000
447548,4399760,2,42193,447548.00000000000,4399760.00000000000,3686,27.54320000000,714.57400000000
447548,4399759,2,42193,447548.00000000000,4399759.00000000000,3696,28.12020000000,714.06800000000
447547,4399758,2,42193,447547.00000000000,4399758.00000000000,3709,29.77520000000,713.35500000000
447547,4399757,2,42193,447547.00000000000,4399757.00000000000,4346,29.91810000000,712.80900000000
447546,4399756,2,42193,447546.00000000000,4399756.00000000000,4370,31.02970000000,712.01800000000
447546,4399755,2,42193,447546.00000000000,4399755.00000000000,4378,23.42910000000,711.56400000000
447546,4399754,2,42193,447546.00000000000,4399754.00000000000,4393,23.64590000000,711.27300000000
447546,4399753,2,42193,447546.00000000000,4399753.00000000000,4396,29.56720000000,710.71200000000
447546,4399752,2,42193,447546.00000000000,4399752.00000000000,4401,29.83310000000,710.12300000000
447546,4399751,2,42193,447546.00000000000,4399751.00000000000,4405,30.87390000000,709.62300000000
447546,4399750,2,42193,447546.00000000000,4399750.00000000000,4426,31.82160000000,708.88700000000
447545,4399749,2,42193,447545.00000000000,4399749.00000000000,4500,33.29530000000,708.16700000000
447545,4399748,2,42193,447545.00000000000,4399748.00000000000,4502,30.13470000000,707.48600000000
447545,4399747,2,42193,447545.00000000000,4399747.00000000000,4532,26.28160000000,707.12700000000
447545,4399746,2,42193,447545.00000000000,4399746.00000000000,4533,27.02320000000,706.84300000000
447545,4399745,2,42193,447545.00000000000,4399745.00000000000,4542,30.44530000000,706.38900000000
447545,4399744,2,42193,447545.00000000000,4399744.00000000000,4547,28.81650000000,705.80700000000
447544,4399743,2,42193,447544.00000000000,4399743.00000000000,4564,20.19960000000,705.28500000000
447543,4399742,2,42193,447543.00000000000,4399742.00000000000,4565,31.59350000000,704.77900000000
447543,4399741,2,42193,447543.00000000000,4399741.00000000000,4572,36.42620000000,704.10400000000
447543,4399740,2,42193,447543.00000000000,4399740.00000000000,4578,31.17330000000,703.28100000000
447542,4399739,2,42193,447542.00000000000,4399739.00000000000,4687,20.20110000000,702.76000000000
447542,4399738,2,42193,447542.00000000000,4399738.00000000000,4696,18.99050000000,702.38000000000
447541,4399737,2,42193,447541.00000000000,4399737.00000000000,4702,25.64530000000,702.08600000000
447541,4399736,2,42193,447541.00000000000,4399736.00000000000,4704,22.58690000000,701.55000000000
447541,4399735,2,42193,447541.00000000000,4399735.00000000000,4705,18.87720000000,701.33000000000
447541,4399734,2,42193,447541.00000000000,4399734.00000000000,4708,24.33770000000,700.95700000000
447541,4399733,2,42193,447541.00000000000,4399733.00000000000,4710,28.97480000000,700.39600000000
447541,4399732,2,42193,447541.00000000000,4399732.00000000000,4711,29.05830000000,699.86800000000
447541,4399731,2,42193,447541.00000000000,4399731.00000000000,4712,26.61870000000,699.33100000000
447541,4399730,2,42193,447541.00000000000,4399730.00000000000,4713,23.59420000000,698.92700000000
447540,4399729,2,42193,447540.00000000000,4399729.00000000000,4714,30.00560000000,698.32600000000
447539,4399728,2,42193,447539.00000000000,4399728.00000000000,4715,37.23080000000,697.29200000000
447538,4399727,2,42193,447538.00000000000,4399727.00000000000,4716,30.23870000000,696.30300000000
447537,4399726,2,42193,447537.00000000000,4399726.00000000000,4717,24.51280000000,695.58700000000
447536,4399725,2,42193,447536.00000000000,4399725.00000000000,4718,21.92800000000,695.03600000000
447535,4399724,2,42193,447535.00000000000,4399724.00000000000,5303,28.48880000000,694.40000000000
447534,4399723,2,42193,447534.00000000000,4399723.00000000000,5313,31.50660000000,693.61600000000
447534,4399722,2,42193,447534.00000000000,4399722.00000000000,5314,22.32460000000,693.08700000000
447533,4399721,2,42193,447533.00000000000,4399721.00000000000,5915,16.83710000000,692.73600000000
447533,4399720,2,42193,447533.00000000000,4399720.00000000000,5925,19.55830000000,692.42900000000
447533,4399719,2,42193,447533.00000000000,4399719.00000000000,5926,22.65640000000,692.05800000000
447533,4399718,2,42193,447533.00000000000,4399718.00000000000,5927,22.11590000000,691.62500000000
447533,4399717,2,42193,447533.00000000000,4399717.00000000000,5948,23.52100000000,691.19600000000
447532,4399716,2,42193,447532.00000000000,4399716.00000000000,5953,26.96800000000,690.61400000000
447532,4399715,2,42193,447532.00000000000,4399715.00000000000,5955,27.65290000000,690.20100000000
447532,4399714,2,42193,447532.00000000000,4399714.00000000000,5956,27.95910000000,689.61500000000
447532,4399713,2,42193,447532.00000000000,4399713.00000000000,5957,24.18110000000,689.18100000000
447532,4399712,2,42193,447532.00000000000,4399712.00000000000,5993,27.84180000000,688.74200000000
447532,4399711,2,42193,447532.00000000000,4399711.00000000000,5997,27.20150000000,688.07900000000
447532,4399710,2,42193,447532.00000000000,4399710.00000000000,5999,21.63850000000,687.73200000000
447532,4399709,2,42193,447532.00000000000,4399709.00000000000,6003,22.43570000000,687.43200000000
447532,4399708,2,42193,447532.00000000000,4399708.00000000000,6098,22.39650000000,686.95200000000
447532,4399707,2,42193,447532.00000000000,4399707.00000000000,6102,19.53120000000,686.54600000000
447531,4399706,2,42193,447531.00000000000,4399706.00000000000,6109,23.90430000000,686.12200000000
447531,4399705,2,42193,447531.00000000000,4399705.00000000000,6116,23.69020000000,685.73600000000
447531,4399704,2,42193,447531.00000000000,4399704.00000000000,6120,21.44150000000,685.36200000000
447531,4399703,2,42193,447531.00000000000,4399703.00000000000,6121,19.86240000000,685.17600000000
447531,4399702,2,42193,447531.00000000000,4399702.00000000000,6124,25.90280000000,684.78600000000
447531,4399701,2,42193,447531.00000000000,4399701.00000000000,6127,25.88420000000,684.16300000000
447531,4399700,2,42193,447531.00000000000,4399700.00000000000,6159,19.01530000000,683.76800000000
447531,4399699,2,42193,447531.00000000000,4399699.00000000000,6162,17.95320000000,683.56500000000
447531,4399698,2,42193,447531.00000000000,4399698.00000000000,6171,18.20550000000,683.25100000000
447531,4399697,2,42193,447531.00000000000,4399697.00000000000,6172,18.09790000000,682.99500000000
447531,4399696,2,42193,447531.00000000000,4399696.00000000000,6173,22.32120000000,682.61200000000
447531,4399695,2,42193,447531.00000000000,4399695.00000000000,6174,22.92820000000,682.22500000000
447532,4399694,2,42193,447532.00000000000,4399694.00000000000,6193,30.87410000000,681.58200000000
447533,4399693,2,42193,447533.00000000000,4399693.00000000000,6198,37.13680000000,680.65400000000
447533,4399692,2,42193,447533.00000000000,4399692.00000000000,6221,30.95510000000,679.96600000000
447534,4399691,2,42193,447534.00000000000,4399691.00000000000,6231,23.92830000000,679.22000000000
447535,4399690,2,42193,447535.00000000000,4399690.00000000000,6237,23.79250000000,678.70300000000
447535,4399689,2,42193,447535.00000000000,4399689.00000000000,6246,24.80330000000,678.30100000000
447536,4399688,2,42193,447536.00000000000,4399688.00000000000,6255,24.60760000000,677.81400000000
447536,4399687,2,42193,447536.00000000000,4399687.00000000000,6257,29.03820000000,677.31100000000
447537,4399686,2,42193,447537.00000000000,4399686.00000000000,6265,25.37900000000,676.59000000000
447537,4399685,2,42193,447537.00000000000,4399685.00000000000,6272,22.41030000000,676.27000000000
447537,4399684,2,42193,447537.00000000000,4399684.00000000000,6274,24.18940000000,675.83300000000
447537,4399683,2,42193,447537.00000000000,4399683.00000000000,6284,22.66580000000,675.51300000000
447537,4399682,2,42193,447537.00000000000,4399682.00000000000,6287,25.33130000000,675.18400000000
447537,4399681,2,42193,447537.00000000000,4399681.00000000000,6290,30.41410000000,674.69700000000
447537,4399680,2,42193,447537.00000000000,4399680.00000000000,6292,33.79190000000,674.06800000000
447537,4399679,2,42193,447537.00000000000,4399679.00000000000,6294,32.68780000000,673.35300000000
447537,4399678,2,42193,447537.00000000000,4399678.00000000000,6316,25.82780000000,672.74500000000
447537,4399677,2,42193,447537.00000000000,4399677.00000000000,6333,20.82110000000,672.43200000000
447537,4399676,2,42193,447537.00000000000,4399676.00000000000,6334,23.37720000000,672.10500000000
447537,4399675,2,42193,447537.00000000000,4399675.00000000000,6335,27.75740000000,671.64200000000
447537,4399674,2,42193,447537.00000000000,4399674.00000000000,6336,31.77200000000,671.06600000000
447537,4399673,2,42193,447537.00000000000,4399673.00000000000,6337,35.16210000000,670.35000000000
447537,4399672,2,42193,447537.00000000000,4399672.00000000000,6348,32.21230000000,669.54600000000
447537,4399671,2,42193,447537.00000000000,4399671.00000000000,6382,26.91330000000,669.07300000000
447537,4399670,2,42193,447537.00000000000,4399670.00000000000,6383,24.70220000000,668.65400000000
447537,4399669,2,42193,447537.00000000000,4399669.00000000000,6384,25.68230000000,668.23200000000
447537,4399668,2,42193,447537.00000000000,4399668.00000000000,6385,31.33430000000,667.71600000000
447537,4399667,2,42193,447537.00000000000,4399667.00000000000,6386,34.43140000000,667.08300000000
447537,4399666,2,42193,447537.00000000000,4399666.00000000000,6387,29.81570000000,666.34400000000
447537,4399665,2,42193,447537.00000000000,4399665.00000000000,6388,25.10130000000,665.86000000000
447537,4399664,2,42193,447537.00000000000,4399664.00000000000,6451,27.82330000000,665.37100000000
447537,4399663,2,42193,447537.00000000000,4399663.00000000000,6455,31.15540000000,664.75100000000
447537,4399662,2,42193,447537.00000000000,4399662.00000000000,6458,30.47280000000,664.08400000000
447537,4399661,2,42193,447537.00000000000,4399661.00000000000,6461,27.47270000000,663.59200000000
447537,4399660,2,42193,447537.00000000000,4399660.00000000000,6464,27.41320000000,663.13000000000
447537,4399659,2,42193,447537.00000000000,4399659.00000000000,6505,23.36280000000,662.52000000000
447537,4399658,2,42193,447537.00000000000,4399658.00000000000,6506,20.05400000000,662.32000000000
447537,4399657,2,42193,447537.00000000000,4399657.00000000000,6507,25.58890000000,661.92600000000
447537,4399656,2,42193,447537.00000000000,4399656.00000000000,6508,31.37410000000,661.40500000000
447537,4399655,2,42193,447537.00000000000,4399655.00000000000,6516,35.04600000000,660.72700000000
447536,4399654,2,42193,447536.00000000000,4399654.00000000000,9190,28.20430000000,659.79900000000
447536,4399653,2,42193,447536.00000000000,4399653.00000000000,9193,28.38810000000,659.46400000000
447536,4399652,2,42193,447536.00000000000,4399652.00000000000,9196,36.37740000000,658.81900000000
447537,4399651,2,42193,447537.00000000000,4399651.00000000000,9204,36.47510000000,657.74900000000
447537,4399650,2,42193,447537.00000000000,4399650.00000000000,9209,27.57340000000,657.20800000000
447537,4399649,2,42193,447537.00000000000,4399649.00000000000,9214,21.36000000000,656.85500000000
447537,4399648,2,42193,447537.00000000000,4399648.00000000000,9223,27.13440000000,656.58900000000
447537,4399647,2,42193,447537.00000000000,4399647.00000000000,9228,39.79010000000,655.94100000000
447537,4399646,2,42193,447537.00000000000,4399646.00000000000,9231,43.09210000000,654.84000000000
447537,4399645,2,42193,447537.00000000000,4399645.00000000000,9234,39.65520000000,653.91300000000
447537,4399644,2,42193,447537.00000000000,4399644.00000000000,9237,38.64120000000,653.32300000000
447537,4399643,2,42193,447537.00000000000,4399643.00000000000,9244,36.95790000000,652.72400000000
447538,4399642,2,42193,447538.00000000000,4399642.00000000000,9252,34.39500000000,651.82700000000
447539,4399641,2,42193,447539.00000000000,4399641.00000000000,9253,46.14250000000,650.93600000000
447540,4399640,2,42193,447540.00000000000,4399640.00000000000,9254,49.83940000000,649.15400000000
447540,4399639,2,42193,447540.00000000000,4399639.00000000000,9257,39.68410000000,648.25400000000
447540,4399638,2,42193,447540.00000000000,4399638.00000000000,9258,22.82720000000,647.69100000000
447539,4399637,2,42193,447539.00000000000,4399637.00000000000,9262,11.21260000000,647.47400000000
447538,4399636,2,42193,447538.00000000000,4399636.00000000000,9282,10.40590000000,647.24700000000
447537,4399635,2,42193,447537.00000000000,4399635.00000000000,601863,9.30814000000,646.91200000000
447518.26618827949,4399446.0,2,42265,447518.26618799998,4399446.00000000000,129,12.03490000000,653.40500000000
447514,4399450,2,42265,447514.00000000000,4399450.00000000000,4548,21.63070000000,652.60200000000
447513,4399450,2,42265,447513.00000000000,4399450.00000000000,4549,18.20700000000,652.40500000000
447512,4399450,2,42265,447512.00000000000,4399450.00000000000,4550,21.58380000000,652.11200000000
447511,4399450,2,42265,447511.00000000000,4399450.00000000000,4551,22.12670000000,651.70900000000
447510,4399451,2,42265,447510.00000000000,4399451.00000000000,4958,15.86090000000,651.13900000000
447509,4399451,2,42265,447509.00000000000,4399451.00000000000,4959,5.63005000000,651.07800000000
447508,4399451,2,42265,447508.00000000000,4399451.00000000000,5181,9.79644000000,650.98400000000
447507,4399451,2,42265,447507.00000000000,4399451.00000000000,5183,16.28770000000,650.68700000000
447506,4399451,2,42265,447506.00000000000,4399451.00000000000,5188,18.21250000000,650.39400000000
447505,4399451,2,42265,447505.00000000000,4399451.00000000000,5225,13.91760000000,650.05000000000
447504,4399452,2,42265,447504.00000000000,4399452.00000000000,414935,6.84701000000,650.15900000000
447544,4399685,2,42285,447544.00000000000,4399685.00000000000,10301,28.19220000000,675.41100000000
447544,4399684,2,42285,447544.00000000000,4399684.00000000000,10302,25.79290000000,674.97400000000
447544,4399683,2,42285,447544.00000000000,4399683.00000000000,10303,27.40120000000,674.51400000000
447544,4399682,2,42285,447544.00000000000,4399682.00000000000,10310,29.62190000000,673.88800000000
447544,4399681,2,42285,447544.00000000000,4399681.00000000000,10332,29.75610000000,673.28200000000
447544,4399680,2,42285,447544.00000000000,4399680.00000000000,10456,28.71960000000,672.64600000000
447544,4399679,2,42285,447544.00000000000,4399679.00000000000,10462,29.02890000000,672.18500000000
447544,4399678,2,42285,447544.00000000000,4399678.00000000000,10467,28.97740000000,671.66400000000
