Data_Point,GPS_Point,Tim,Dat,Chan_width,Chan_depth,Hydo_area,Humidity,Air_T_2m,Water_Temp,Avg_Veloc,Discharge,D_50,D_50_Mobil,d18O,dD,Slope,Aspect_D_1,Elevation,Watershed,Typ,DP_Match,Observed,Round,R2_Retract,WhyNoDPR2,FieldNotes,AirTDevice,WatTDevice,Spring,Connected,Fssubsurf,Hollow_Fra,elderfox_f,Latitude,Longitude,x_utm,y_utm,RivL2_AirT,RivL2_Hum,MeasORivAT,MeasORivHu,FSClass_si,NewFlowAcc,Slope_1m,flowacc_co,slp_deg_co
146,743,16:27,5/31/2014 0:00,41,1.5,0.00615,39.9,22.1,9.7,0,0,3, ,-8.34,-52.1,26.5702934,210.3221741,872.9309082,Elder,Flow source,1046,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,154,39.69506318,-123.5936318,449102.9209,4394081.515,24.97,35.59,0.885062074,1.121101433,2,0,0,181,12.9529705
147,744,16:38,5/31/2014 0:00,21,1.3,0.00273,34.9,21.9,9.6,0,0,6, ,0,0,25.2020035,345.2387085,899.7371216,Elder,Flow source,1043,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,581,39.69359721,-123.5921281,449230.7684,4393917.962,25.13,30.39,0.871468365,1.14840408,2,0,0,201,8.0164328
148,745,16:45,5/31/2014 0:00,266,8.5,0.2261,38.2,21.4,10.1,0,0,50, ,0,0,12.5660667,251.6118469,910.6452026,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,662891,39.69320024,-123.5913149,449300.2061,4393873.444,25.1,26.74,0.852589641,1.428571429,11,0,0,617255,7.0513959
149,746,16:58,5/31/2014 0:00,13,0.6,0.00078,39.7,21.1,9.6,0,0,75, ,-8.33,-50.8,12.9975729,346.4215393,941.6663818,Elder,Flow source,1042,yes,1,yes,"stag water same as 1st rd data point, but flowing water where data taken was lower", ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,6,113720,39.69238109,-123.5909395,449331.7962,4393782.318,25,25.25,0.844,1.572277228,6,0,0,113625,8.3109856
150,747,17:18,5/31/2014 0:00,8,0.8,0.00064,40.6,21.7,9.7,0,0,15, ,0,0,32.1009636,310.1538086,970.3811035,Elder,Flow source,1040,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,1943,39.69390715,-123.5878501,449597.7949,4393949.948,24.86,29.95,0.872888174,1.355592654,2,0,0,1817,9.8263826
151,748,17:29,5/31/2014 0:00,152,5.5,0.0836,39.4,22,10.3,18.4,0.0153824,45, ,0,0,8.5053596,327.2770081,982.1306152,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,515531,39.69419719,-123.5869081,449678.77,4393981.61,24.59,30.56,0.894672631,1.289267016,11,0,0,506884,13.0174885
152,749,18:09,5/31/2014 0:00,190,5,0.095,32.7,22.1,10.3,0,0,140, ,0,0,27.6013584,275.2301025,1097.81,Elder,In channel,1038,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,124571,39.69059569,-123.5828112,450027.448,4393579.606,23.82,25.79,0.927791772,1.267933307,11,0,0,120090,27.7638683
153,750,18:42,5/31/2014 0:00,30,0.2,0.0006,35.8,20,9.3,0,0,55, ,0,0,24.6766357,323.5441589,1129.86,Elder,Flow source,1037,yes,1,yes,"stag water same as 1st rd data point, but flowing water where data taken was lower in 2nd Round", ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,6,101006,39.68997884,-123.5822206,450077.643,4393510.815,22.3,30.15,0.896860987,1.187396352,6,0,0,95323,18.4107151
154,751,19:05,5/31/2014 0:00,30,1.1,0.0033,39.9,20.6,8.4,0,0,25, ,0,0,21.6371002,284.8900452,1098.16,Elder,Flow source,1065,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,0,72225,39.69270267,-123.5826275,450044.7129,4393813.348,19.97,40.6,1.031547321,0.982758621,0,0,0,73051,25.7735691
155,752,19:20,5/31/2014 0:00,30,0.5,0.0015,37.6,20.1,8.6,0,0,12, ,-8.39,-51.8,14.3870831,323.4344177,1067.56,Elder,Flow source,1064,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,14560,39.69272866,-123.5835955,449961.7399,4393816.771,19.3,41.82,1.041450777,0.899091344,2,0,0,1364,16.7857323
156,753,19:45,5/31/2014 0:00,12,0.5,0.0006,34.6,19.9,10.6,0,0,35, ,0,0,18.8967953,229.0567322,981.032959,Elder,Flow source,1059,yes,1,yes,didn't go all the way to 1st round data point in 2nd round, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,4,113378,39.69670217,-123.5849365,449849.6275,4394258.522,17.81,46.42,1.117349803,0.745368376,4,0,0,113095,25.3795433
157,773,13:04,6/1/2014 0:00,240,7.5,0.18,29.4,24.5,14.1,0,0,45, ,0,0,5.4434419,181.1651764,671.3051147,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,3087010,39.71802799,-123.5977832,448763.9718,4396632.645,26.66,21.6,0.918979745,1.361111111,11,0,0,3087186,2.6133327
158,774,13:06,6/1/2014 0:00,40,3,0.012,30.1,24.4,11.5,0,0,16, ,0,0,12.8773355,338.5537415,670.616272,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,194,39.71802072,-123.5978538,448757.9172,4396631.878,26.66,21.6,0.915228807,1.393518519,7,0,0,103,19.1935539
159,775,13:41,6/1/2014 0:00,178,15,0.267,32.1,25.8,12.3,19.84,0.0529728,90, ,0,0,4.3090696,261.4900513,712.5004272,Elder,In channel,1111,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,2669940,39.7160148,-123.5934501,449133.8814,4396406.742,26.42,25.11,0.97653293,1.278375149,11,0,0,2668731,3.2779973
160,776,14:02,6/1/2014 0:00,30,0.5,0.0015,28.9,24.9,11.1,0,0,25, ,0,0,15.3201332,269.2178345,717.6499023,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,1932,39.71601598,-123.593095,449164.3225,4396406.672,26.32,25.52,0.946048632,1.132445141,7,0,0,1532,17.5482883
161,777,14:12,6/1/2014 0:00,48,1.1,0.00528,28.1,25.6,11.2,0,0,45, ,0,0,21.8869762,279.4412231,725.2067871,Elder,Flow source,1110,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,1497,39.71614429,-123.5927655,449192.6604,4396420.725,26.22,20.28,0.976353928,1.385601578,2,0,0,1479,13.5123644
162,778,14:45,6/1/2014 0:00,15,0.5,0.00075,31.5,23.8,10.5,0,0,80, ,0,0,41.0432396,291.6291504,837.4767456,Elder,Flow source,0,yes,1, ,dry,GPS has wrong location,Amprobe #2,CaterTemp Plus 221-055, ,0,0,5,45747,39.7166046,-123.5889178,449522.7911,4396469.64,26.08,24.54,0.912576687,1.283618582,4,0,0,45193,37.0019951
163,779,14:58,6/1/2014 0:00,80,0.3,0.0024,28,25.6,10.7,0,0,70, ,0,0,29.5317268,263.7909241,823.293335,Elder,Flow source,0,yes,1, ,dry,GPS has wrong location,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,4024,39.71691751,-123.5889848,449517.28,4396504.407,26.01,22.38,0.984236832,1.251117069,7,0,0,4125,33.4015694
164,780,15:18,6/1/2014 0:00,35,0.7,0.00245,26.8,24.9,10.4,0,0,20, ,0,0,34.671505,289.4916687,835.3919678,Elder,Flow source,1081,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,201,39.71710605,-123.588752,449537.3686,4396525.201,25.91,27.38,0.961018912,0.978816654,2,0,0,115,36.068306
165,781,15:35,6/1/2014 0:00,88,10,0.088,30.2,24.4,12,0,0,350, ,0,0,20.7987728,248.5491943,833.0864868,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,713504,39.71741631,-123.5887423,449538.4221,4396559.629,26.01,24.91,0.93810073,1.212364512,11,0,0,727598,11.2619305
166,782,15:58,6/1/2014 0:00,96,4.8,0.04608,28.2,24,11.6,7.68,0.003538944,80, ,-8.52,-53.2,26.5039501,209.3503876,867.9868774,Elder,In channel,1080,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,669179,39.71781688,-123.5868283,449702.7723,4396603.012,25.88,22.21,0.927357032,1.269698334,11,0,0,667982,19.3480759
167,783,16:43,6/1/2014 0:00,60,1.3,0.0078,25.4,24.3,10.2,0,0,11, ,0,0,20.5072403,68.3239746,923.7529297,Elder,Flow source,1079,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,1,7713,39.72160284,-123.5873982,449656.6744,4397023.519,26.15,23.53,0.929254302,1.079473013,0,0,0,1372,25.9537716
168,784,17:59,6/1/2014 0:00,36,0.8,0.00288,26.5,22.7,9.3,0,0,16, ,-8.83,-54.8,24.6452751,225.9579468,1004.07,Elder,Flow source,1078,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,137,39.71852318,-123.5820704,450111.085,4396678.742,25.13,36.27,0.903302825,0.730631376,2,0,0,204,27.9905338
169,785,18:09,6/1/2014 0:00,35,0.7,0.00245,27.5,21.9,9.2,0,0,80, ,0,0,29.4298916,287.0001526,1013.34,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,4,42784,39.71829724,-123.5817323,450139.8951,4396653.479,24.63,38.57,0.889159562,0.71298937,4,0,0,41490,31.1254921
170,786,18:33,6/1/2014 0:00,8,0.7,0.00056,32.1,22,10.6,0,0,mudstone bedrock, ,0,0,21.0182114,340.1594849,925.637146,Elder,Flow source,0,yes,1, ,"no data point, because stagnant water",mudstone/bedrock,Amprobe #2,CaterTemp Plus 221-055, ,0,0,10,44918,39.71681234,-123.5848341,449872.9646,4396490.405,23.48,43.16,0.936967632,0.743744208,4,0,0,43813,12.5072241
171,787,18:45,6/1/2014 0:00,2,0.2,0.00004,33,21.8,11.2,0,0,mudstone bedrock, ,0,0,24.3569946,334.5245056,900.9089355,Elder,Flow source,0,yes,1, ,dry,mudstone/bedrock,Amprobe #2,CaterTemp Plus 221-055, ,0,0,4,1974,39.71726861,-123.5856906,449799.8857,4396541.524,22.73,42.56,0.95908491,0.77537594,4,0,0,54142,21.478096
172,788,12:25,6/2/2014 0:00,200,1,0.02,38.2,24.3,10.6,0,0,<1, ,0,0,19.6380978,186.9677429,462.6286926,Elder,Flow source,0,yes,1, ,dry,swamp - only one in Elder so far,Amprobe #2,CaterTemp Plus 221-055,yes,1,0,7,4967,39.72394077,-123.6210751,446772.1497,4397302.451,23.86,35.9,1.018440905,1.064066852,7,0,0,5524,31.9306736
173,789,12:40,6/2/2014 0:00,70,1.9,0.0133,35.6,26.1,11.2,0,0,13, ,0,0,7.2834783,211.4810791,470.6683044,Elder,Flow source,1096,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,1,3022,39.72434331,-123.6201838,446848.8529,4397346.598,23.96,37.49,1.089315526,0.949586556,0,0,0,1058,15.5933647
174,790,13:01,6/2/2014 0:00,360,1,0.036,29.6,26.7,10.9,0,0,7, ,0,0,21.9380188,26.8987694,467.5441589,Elder,Flow source,1138,yes,1, , ,"wide spring, ferms extending 15m up slope of it",Amprobe #2,CaterTemp Plus 221-055,yes,1,0,2,204,39.72327693,-123.6201039,446854.8789,4397228.197,23.86,33.3,1.119027661,0.888888889,2,0,0,153,2.4354045
175,791,13:21,6/2/2014 0:00,435,0.8,0.0348,32,26.7,11.2,0,0,<1, ,0,0,1.5604445,117.2517319,466.4320374,Elder,In channel,0,yes,1, ,"In channel, still wet, but water found upstream","multiple springs, all with same source area and temperature",Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,1210,39.72334515,-123.6198836,446873.8136,4397235.638,23.86,34.21,1.119027661,0.935399006,11,0,0,3572,7.4622865
176,792,14:01,6/2/2014 0:00,72,1.1,0.00792,33.9,27.3,11.1,0,0,65, ,0,0,33.1608086,339.1928406,580.6036987,Elder,Flow source,979,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,17287,39.72109981,-123.6191535,446934.6592,4396986.005,24.03,35.09,1.1360799,0.966087204,0,0,0,17014,31.928957
177,793,14:35,6/2/2014 0:00,59,0.6,0.00354,40.2,24.5,11.3,0,0,12, ,0,0,20.2897053,50.0746078,573.7617798,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,1,6,21114,39.71953679,-123.616313,447176.9218,4396810.854,23.89,35.6,1.025533696,1.129213483,6,0,0,22182,19.9402828
178,794,14:58,6/2/2014 0:00,75,0.5,0.00375,36.7,24.5,11.2,0,0,20, ,-8.16,-50.4,26.1425953,23.0874825,560.2208862,Elder,Flow source,986,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,1,0,2,291,39.71974567,-123.6160326,447201.1134,4396833.871,23.56,33.2,1.039898132,1.105421687,2,0,0,392,39.7087593
179,795,15:25,6/2/2014 0:00,49,1.5,0.00735,35.8,25,11.1,0,0,35, ,0,0,26.1486931,60.8194199,563.9162598,Elder,In channel,984,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,71781,39.71917591,-123.6154368,447251.7475,4396770.284,23.52,36.58,1.06292517,0.978676873,11,0,0,71361,17.0077324
180,796,16:04,6/2/2014 0:00,32,0.8,0.00256,38.7,22.9,10.9,0,0,20, ,0,0,18.7441082,342.3019409,657.515564,Elder,Flow source,985,yes,1, , ,"GPS off, width/depth taker 5m downstream",Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,24220,39.71701913,-123.6170234,447114.1102,4396531.847,22.98,33.47,0.996518712,1.156259337,0,0,0,24552,8.782752
181,797,17:09,6/2/2014 0:00,265,9.5,0.25175,42.3,22.6,13.7,30.48,0.0767334,45, ,0,0,6.6363816,319.4264526,495.6130981,Elder,In channel,988,yes,1, , ,Elder is 13.8¡C,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,1983660,39.72002662,-123.6119407,447552.0374,4396862.651,22.78,35.16,0.992098332,1.203071672,11,0,0,1979258,5.7141609
182,798,17:37,6/2/2014 0:00,128,3.5,0.0448,51.3,21,12.2,0,0,65, ,-8.1,-49.7,18.4295979,72.6577225,489.8378296,Elder,In channel,983,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,87003,39.72061575,-123.6140406,447372.5086,4396929.266,22.54,33.6,0.931677019,1.526785714,11,0,0,84546,21.871048
183,799,18:01,6/2/2014 0:00,67,3.1,0.02077,49.9,21.9,12.7,0,0,35, ,-8.05,-49.5,17.6315899,344.4956665,480.7745056,Elder,In channel,987,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,129674,39.72224192,-123.6160223,447203.8975,4397110.914,22.41,34.28,0.977242303,1.455659277,11,0,0,131477,21.0211086
184,800,12:32,6/3/2014 0:00,410,29.7,1.2177,49.3,23.8,13.5,26.8,0.3263436,90, ,0,0,19.3163986,5.8766398,385.1329651,Elder,In channel,1127,yes,1, , ,mouth of Elder,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,16965700,39.72858276,-123.6474115,444518.7514,4397833.616,23.83,44.02,0.998741083,1.119945479,11,0,0,16962860,2.1485381
185,801,12:59,6/3/2014 0:00,360,22.6,0.8136,43.3,26.3,14.1,44.16,0.35928576,80, ,0,0,3.6847272,260.214386,397.1733398,Elder,In channel,1128,yes,1, , ,sunny,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,16732900,39.73049915,-123.6411042,445060.793,4398042.425,24.23,44.96,1.085431284,0.963078292,11,0,0,16724709,2.894891
186,802,13:24,6/3/2014 0:00,410,16.7,0.6847,39.9,27,14.3,52.24,0.35768728,85, ,0,0,1.9857149,281.1707458,414.4437256,Elder,In channel,1129,yes,1, , ,sunny upstream,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,16268800,39.73052422,-123.6340017,445669.4684,4398040.878,23.62,45.4,1.143099069,0.878854626,11,0,0,16263210,7.415134
187,803,13:57,6/3/2014 0:00,475,13.2,0.627,40.4,25.9,14.4,28.88,0.1810776,50, ,0,0,6.727025,137.1986847,429.7164001,Elder,In channel,0,yes,1, ,In channel dry,sunny upstream,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,15928700,39.72766762,-123.6286149,446128.8663,4397720.583,24.67,41.28,1.049858127,0.978682171,11,0,0,15925100,5.2550793
188,804,14:31,6/3/2014 0:00,545,13,0.7085,43.1,25.4,14.3,54.24,0.3842904,75, ,0,0,2.5847037,48.6061974,439.5950623,Elder,In channel,1132,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,15695900,39.72655851,-123.6270419,446262.8099,4397596.543,24.74,41.08,1.026677445,1.049172347,11,0,0,15683107,2.1442833
189,805,14:36,6/3/2014 0:00,23,0.8,0.00184,46.9,24.8,12.9,0,0,7, ,0,0,17.2057762,152.4085846,439.4845276,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,1,3,2724,39.72659026,-123.6270059,446265.9168,4397600.045,24.7,41.41,1.004048583,1.132576672,2,0,0,3904,21.2019691
190,806,15:05,6/3/2014 0:00,425,0.3,0.01275,43.3,24.6,11.1,0,0,10, ,0,0,22.8047504,217.2424927,446.8750305,Elder,Flow source,0,yes,1, ,dry,"virtually the whole hillside is seeping, 10 springs, same temperature",Amprobe #2,CaterTemp Plus 221-055,yes,0,1,7,133,39.72514278,-123.6252399,446416.1465,4397438.338,24.6,41.71,1,1.038120355,7,0,0,287,28.8510227
191,807,15:15,6/3/2014 0:00,228,0.4,0.00912,46.6,23.9,10.8,0,0,6, ,0,0,24.0518646,207.3399811,448.1361084,Elder,Flow source,966,yes,1, , ,"majority coming from one spring, but 8 other sprinfs contribute",Amprobe #2,CaterTemp Plus 221-055,yes,1,0,2,388,39.72506211,-123.6251241,446426.0038,4397429.315,24.46,41,0.977105478,1.136585366,2,0,0,7970,18.1090145
192,808,15:37,6/3/2014 0:00,25,0.4,0.001,47.7,23.7,10.9,0,0,80, ,0,0,34.3835564,15.788887,461.5342102,Elder,Flow source,967,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,3,47211,39.72438578,-123.6247381,446458.5648,4397354.022,24.26,38.91,0.976916735,1.225905937,2,0,0,1086,36.1170807
194,810,16:16,6/3/2014 0:00,20,0.7,0.0014,48.6,23,10.5,0,0,<1, ,0,0,21.7456341,72.2700958,449.2384949,Elder,Flow source,1135,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,1,0,2,676,39.72405358,-123.6237949,446539.1476,4397316.589,24.5,38.4,0.93877551,1.265625,2,0,0,869,27.5482235
195,811,16:28,6/3/2014 0:00,200,39,0.78,48.4,23,14.8,22.72,0.177216,75, ,0,0,3.3751993,92.2951965,462.188385,Elder,In channel,1137,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,13504000,39.72362698,-123.6207632,446798.6429,4397267.439,24.46,32.62,0.940310711,1.483752299,11,0,0,13461153,2.2900627
196,812,10:57,6/4/2014 0:00,38,0.6,0.00228,41.3,22.8,12.3,0,0,2, ,0,0,32.1984901,276.4774475,667.9050293,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,5,39.71818685,-123.5979033,448753.796,4396650.345,27.55,28.4,0.827586207,1.454225352,7,0,0,32,34.697197
197,813,11:30,6/4/2014 0:00,62,2.1,0.01302,30.6,25.2,10.8,0,0,16, ,-8.42,-52.1,12.2044849,338.8058472,765.8790283,Elder,Flow source,1089,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,1,8983,39.71545867,-123.5945413,449039.9435,4396345.639,28.18,24.85,0.894251242,1.23138833,0,0,0,8538,9.7400732
198,814,11:44,6/4/2014 0:00,14,0.3,0.00042,28.7,26.7,11,0,0,25, ,0,0,24.6952343,45.294632,782.0562744,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,1181,39.71523357,-123.5950536,448995.8718,4396320.947,28.45,23.42,0.938488576,1.225448335,2,0,0,1128,21.1915417
199,815,11:58,6/4/2014 0:00,9,0.4,0.00036,27,26.8,11.6,0,0,2, ,0,0,22.1628056,30.11059,798.6272583,Elder,Flow source,1088,yes,1, , ,"sun just above spring heating ground, likely heating water",Amprobe #2,CaterTemp Plus 221-055,yes,0,0,0,40081,39.71490388,-123.5953078,448973.8358,4396284.501,28.55,22.51,0.938704028,1.199466904,0,0,0,40855,27.2123356
200,816,12:41,6/4/2014 0:00,83,1.6,0.01328,32.7,25.9,9.6,0,0,55, ,0,0,26.2241669,20.1811619,826.6177368,Elder,Flow source,1086,yes,1, , ,very high flow for a spring,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,428,39.71279992,-123.5945791,449034.7503,4396050.577,28.95,22.04,0.894645941,1.483666062,2,0,0,129,34.2876511
201,817,12:51,6/4/2014 0:00,15,0.9,0.00135,32.1,25.9,9.8,0,0,8, ,0,0,31.2236195,120.2634659,825.8981934,Elder,Flow source,1087,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,431,39.71283657,-123.5945932,449033.5637,4396054.652,29.02,21.16,0.892487939,1.517013233,2,0,0,109,28.8080025
202,818,13:12,6/4/2014 0:00,152,7.4,0.11248,25.9,28.4,12.1,19.76,0.022226048,75, ,0,0,4.410449,262.6634216,773.6563721,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,1554250,39.71317318,-123.5925742,449206.8739,4396090.866,29.19,20.65,0.972935937,1.254237288,11,0,0,1555915,4.7866473
203,819,13:42,6/4/2014 0:00,8,0.2,0.00016,27.6,26.6,10.4,0,0,40, ,0,0,32.2792511,324.2619934,906.3417358,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,4,72832,39.70858539,-123.592173,449237.8998,4395581.459,29.15,21.53,0.912521441,1.281932188,4,0,0,72510,16.9158669
204,820,14:24,6/4/2014 0:00,10,1,0.001,26.1,25.8,9.8,0,0,35, ,0,0,29.832037,331.7478638,923.6260376,Elder,Flow source,1085,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,24363,39.70897088,-123.5886177,449542.9514,4395622.236,29.65,22.61,0.870151771,1.154356479,0,0,0,24522,17.3914375
205,821,14:42,6/4/2014 0:00,8,0.4,0.00032,24.3,26.9,10.3,0,0,110, ,0,0,25.7663555,332.7958984,913.3483887,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,4,91960,39.70960085,-123.5873872,449648.8922,4395691.462,29.59,23.52,0.909090909,1.033163265,4,0,0,91951,19.2995396
206,822,14:59,6/4/2014 0:00,124,7.4,0.09176,27,26.2,11.8,23.04,0.021141504,70, ,0,0,10.665822,280.0776062,850.5980225,Elder,In channel,1070,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,1008950,39.7109378,-123.588628,449543.5068,4395840.543,29.31,22.88,0.893892869,1.18006993,11,0,0,1111815,6.9369164
207,823,15:17,6/4/2014 0:00,43,0.7,0.00301,31.5,25.8,10.2,0,0,30, ,0,0,12.5337048,319.3283997,874.442627,Elder,Flow source,1072,yes,1, , ,"two springs, same temperature",Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,21,39.71113403,-123.5866995,449708.9543,4395861.238,29.15,23.49,0.885077187,1.340996169,2,0,0,1595,22.8742466
208,824,15:40,6/4/2014 0:00,150,10,0.15,29.3,24.9,11.8,12.48,0.01872,80, ,0,0,10.023572,238.6187592,924.9658203,Elder,In channel,1073,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,755684,39.71152172,-123.5835546,449978.8157,4395902.507,28.81,22.27,0.864283235,1.315671307,11,0,0,757458,3.5592639
209,825,15:44,6/4/2014 0:00,75,1.1,0.00825,28.9,24.8,11.1,0,0,70, ,0,0,22.0804882,153.8504944,925.9316406,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,1446,39.7116024,-123.5836467,449970.9785,4395911.513,28.78,21.29,0.861709521,1.35744481,7,0,0,6253,7.8458538
210,826,16:00,6/4/2014 0:00,16,0.9,0.00144,31.8,24.8,9.8,0,0,75, ,0,0,21.2878914,266.0179443,946.9241943,Elder,Flow source,1074,yes,1,yes, , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,6,142587,39.71231695,-123.5830178,450025.3976,4395990.467,28.67,21.16,0.865015696,1.502835539,6,0,0,141125,7.2788744
211,827,16:19,6/4/2014 0:00,15,0.4,0.0006,28.2,25.7,10.1,0,0,20, ,0,0,15.454915,277.7250671,958.93573,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,35589,39.7116407,-123.5815236,450152.9897,4395914.581,28.71,19.94,0.895158481,1.414242728,11,0,0,35258,3.3154192
212,828,16:27,6/4/2014 0:00,86,0.1,0.00086,24.5,26.2,9.8,0,0,7, ,0,0,40.772747,310.9855652,1007.1,Elder,Flow source,1075,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,1,39.71212637,-123.5796762,450311.7007,4395967.458,28.57,20.18,0.917045852,1.21407334,2,0,0,63,35.1566391
213,829,16:53,6/4/2014 0:00,25,1,0.0025,27.6,24.9,8.9,0,0,13, ,0,0,34.3357658,341.8893738,1018.72,Elder,Flow source,1076,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,369,39.71210314,-123.5793971,450335.6055,4395964.725,28.88,20.18,0.862188366,1.367690783,2,0,0,232,50.1783104
214,830,17:30,6/4/2014 0:00,27,0.1,0.00027,27.6,21.4,9.9,0,0,35, ,-8.55,-53.2,33.2330017,259.5934753,1008.83,Elder,Flow source,1077,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,8214,39.71140676,-123.5797015,450309.0172,4395887.605,28.54,20.11,0.749824807,1.372451517,0,0,0,8085,36.3196526
215,831,17:52,6/4/2014 0:00,56,1,0.0056,32.6,23.5,8.7,0,0,mudstone bedrock, ,0,0,20.0831814,22.3092537,1015.13,Elder,Flow source,1084,yes,1, , ,mudstone/bedrock,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,488,39.7084993,-123.5808467,450208.7555,4395565.554,28,20.78,0.839285714,1.568816169,2,0,0,1155,23.4121208
216,832,18:04,6/4/2014 0:00,56,0.4,0.00224,31.9,23.9,8,0,0,mudstone bedrock, ,0,0,32.9146538,241.3650055,1041.28,Elder,Flow source,1083,yes,1, , ,"mudstone/bedrock, 2 springs, coldest water yet",Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,3162,39.7080105,-123.5799381,450286.2945,4395510.801,27.42,22.41,0.87162655,1.423471664,2,0,0,1227,24.9648972
217,833,18:17,6/4/2014 0:00,94,0.1,0.00094,39.3,21.6,12.3,0,0,mudstone bedrock, ,0,0,15.1141529,309.2521362,1082.78,Elder,Flow source,0,yes,1, ,"stag water same as 1st rd data point, but flowing water where data taken was lower in 2nd Round","mudstone/bedrock, chain of stagnant pools in MS",Amprobe #2,CaterTemp Plus 221-055, ,0,0,10,51168,39.7059786,-123.578761,450385.7399,4395284.637,27.29,27.58,0.791498717,1.424945613,4,0,0,52544,23.5386543
