FID,ARCID,GRID_CODE,FROM_NODE,TO_NODE,Length,X_UTM,Y_UTM,flowacc_co,AngeloSage
31,8,1,2,14,59.051841000000003,456868.000000000000000,4381216.000000000000000,3869,857.0070190
32,9,1,4,14,37.375965999999998,456875.000000000000000,4381219.000000000000000,3605,858.0230103
33,9,1,4,14,37.375965999999998,456872.000000000000000,4381216.000000000000000,3608,857.0239868
34,9,1,4,14,37.375965999999998,456872.000000000000000,4381213.000000000000000,3660,855.9509888
35,12,1,7,21,39.529437000000001,456980.000000000000000,4381224.000000000000000,1094,836.9459839
36,12,1,7,21,39.529437000000001,456981.000000000000000,4381217.000000000000000,1855,835.6810303
37,21,1,29,5,60.706488999999998,456412.000000000000000,4381223.000000000000000,1183,857.7089844
38,21,1,29,5,60.706488999999998,456415.000000000000000,4381224.000000000000000,1159,858.7410278
39,22,1,6,32,54.639020000000002,456931.000000000000000,4381224.000000000000000,1147,844.0919800
40,22,1,6,32,54.639020000000002,456940.000000000000000,4381215.000000000000000,1627,839.4940186
41,181,1,12,165,171.448755000000010,456746.000000000000000,4381217.000000000000000,4978,889.2639771
42,8,1,2,14,59.051841000000003,456869.000000000000000,4381211.000000000000000,3934,855.6409912
43,8,1,2,14,59.051841000000003,456874.000000000000000,4381206.000000000000000,4133,853.7949829
44,8,1,2,14,59.051841000000003,456876.000000000000000,4381206.000000000000000,4144,853.1630249
45,9,1,4,14,37.375965999999998,456876.000000000000000,4381206.000000000000000,4144,853.1630249
46,10,1,14,15,4.605551000000000,456876.000000000000000,4381206.000000000000000,4144,853.1630249
47,10,1,14,15,4.605551000000000,456877.000000000000000,4381206.000000000000000,7841,852.7789917
48,10,1,14,15,4.605551000000000,456879.000000000000000,4381203.000000000000000,1467,851.0070190
49,11,1,16,15,22.200793000000001,456858.000000000000000,4381202.000000000000000,1108,857.3280029
50,11,1,16,15,22.200793000000001,456861.000000000000000,4381204.000000000000000,1124,856.8649902
51,11,1,16,15,22.200793000000001,456871.000000000000000,4381204.000000000000000,1134,854.4000244
52,11,1,16,15,22.200793000000001,456875.000000000000000,4381202.000000000000000,1450,852.8099976
53,11,1,16,15,22.200793000000001,456879.000000000000000,4381203.000000000000000,1467,851.0070190
54,12,1,7,21,39.529437000000001,456991.000000000000000,4381207.000000000000000,2523,830.5100098
55,12,1,7,21,39.529437000000001,456991.000000000000000,4381203.000000000000000,3046,828.9979858
56,12,1,7,21,39.529437000000001,456994.000000000000000,4381198.000000000000000,4137,827.3909912
57,21,1,29,5,60.706488999999998,456383.000000000000000,4381197.000000000000000,2015,847.8159790
58,21,1,29,5,60.706488999999998,456389.000000000000000,4381202.000000000000000,1996,848.8640137
59,21,1,29,5,60.706488999999998,456392.000000000000000,4381207.000000000000000,1969,849.8939819
60,21,1,29,5,60.706488999999998,456396.000000000000000,4381208.000000000000000,1281,851.0059814
61,22,1,6,32,54.639020000000002,456942.000000000000000,4381207.000000000000000,1858,836.8229980
62,22,1,6,32,54.639020000000002,456944.000000000000000,4381205.000000000000000,1863,836.0339966
63,22,1,6,32,54.639020000000002,456944.000000000000000,4381202.000000000000000,2114,835.1989746
64,23,1,17,32,16.414214000000001,456962.000000000000000,4381197.000000000000000,1122,832.4000244
65,34,1,15,48,109.419037000000000,456879.000000000000000,4381203.000000000000000,1467,851.0070190
66,34,1,15,48,109.419037000000000,456882.000000000000000,4381203.000000000000000,9328,850.2349854
67,34,1,15,48,109.419037000000000,456888.000000000000000,4381198.000000000000000,9764,847.8489990
68,34,1,15,48,109.419037000000000,456892.000000000000000,4381197.000000000000000,9943,846.3499756
69,100,1,13,97,145.796376000000010,456831.000000000000000,4381208.000000000000000,1824,866.7369995
70,100,1,13,97,145.796376000000010,456835.000000000000000,4381208.000000000000000,1939,864.7719727
71,100,1,13,97,145.796376000000010,456844.000000000000000,4381199.000000000000000,2895,859.7009888
72,100,1,13,97,145.796376000000010,456852.000000000000000,4381197.000000000000000,2973,857.8980103
73,181,1,12,165,171.448755000000010,456741.000000000000000,4381210.000000000000000,5617,888.3430176
74,181,1,12,165,171.448755000000010,456737.000000000000000,4381207.000000000000000,6224,888.0910034
75,181,1,12,165,171.448755000000010,456738.000000000000000,4381205.000000000000000,6232,887.9550171
76,181,1,12,165,171.448755000000010,456734.000000000000000,4381200.000000000000000,7642,887.3549805
77,12,1,7,21,39.529437000000001,456995.000000000000000,4381191.000000000000000,4577,825.9600220
78,12,1,7,21,39.529437000000001,456996.000000000000000,4381190.000000000000000,4586,825.7700195
79,13,1,21,22,1.000000000000000,456996.000000000000000,4381190.000000000000000,4586,825.7700195
80,13,1,21,22,1.000000000000000,456997.000000000000000,4381190.000000000000000,1089,826.0079956
81,14,1,20,22,1.414214000000000,456998.000000000000000,4381191.000000000000000,1088,826.5360107
82,14,1,20,22,1.414214000000000,456997.000000000000000,4381190.000000000000000,1089,826.0079956
83,15,1,21,24,1.000000000000000,456996.000000000000000,4381190.000000000000000,4586,825.7700195
84,15,1,21,24,1.000000000000000,456996.000000000000000,4381189.000000000000000,4588,825.4609985
85,16,1,24,25,1.000000000000000,456996.000000000000000,4381189.000000000000000,4588,825.4609985
86,16,1,24,25,1.000000000000000,456997.000000000000000,4381189.000000000000000,1093,825.6119995
87,17,1,22,25,1.000000000000000,456997.000000000000000,4381190.000000000000000,1089,826.0079956
88,17,1,22,25,1.000000000000000,456997.000000000000000,4381189.000000000000000,1093,825.6119995
89,18,1,24,26,2.000000000000000,456996.000000000000000,4381189.000000000000000,4588,825.4609985
90,18,1,24,26,2.000000000000000,456996.000000000000000,4381188.000000000000000,4721,825.2000122
91,18,1,24,26,2.000000000000000,456997.000000000000000,4381188.000000000000000,1100,825.2639771
92,19,1,25,26,1.000000000000000,456997.000000000000000,4381189.000000000000000,1093,825.6119995
93,19,1,25,26,1.000000000000000,456997.000000000000000,4381188.000000000000000,1100,825.2639771
94,20,1,19,29,9.830952000000000,456376.000000000000000,4381191.000000000000000,1245,846.9699707
95,20,1,19,29,9.830952000000000,456376.000000000000000,4381187.000000000000000,1742,846.4489746
96,20,1,19,29,9.830952000000000,456379.000000000000000,4381182.000000000000000,1760,845.8690186
97,21,1,29,5,60.706488999999998,456379.000000000000000,4381182.000000000000000,1760,845.8690186
98,21,1,29,5,60.706488999999998,456382.000000000000000,4381184.000000000000000,3064,846.2349854
99,21,1,29,5,60.706488999999998,456381.000000000000000,4381185.000000000000000,3032,846.2880249
100,21,1,29,5,60.706488999999998,456381.000000000000000,4381191.000000000000000,2049,847.0390015
101,21,1,29,5,60.706488999999998,456383.000000000000000,4381193.000000000000000,2028,847.3270264
102,22,1,6,32,54.639020000000002,456955.000000000000000,4381191.000000000000000,2125,831.2550049
103,22,1,6,32,54.639020000000002,456957.000000000000000,4381184.000000000000000,2279,828.8099976
104,22,1,6,32,54.639020000000002,456961.000000000000000,4381181.000000000000000,1438,827.3969727
105,23,1,17,32,16.414214000000001,456962.000000000000000,4381185.000000000000000,1141,828.9569702
106,23,1,17,32,16.414214000000001,456961.000000000000000,4381184.000000000000000,1421,828.4119873
107,23,1,17,32,16.414214000000001,456961.000000000000000,4381181.000000000000000,1438,827.3969727
108,24,1,29,36,5.099020000000000,456379.000000000000000,4381182.000000000000000,1760,845.8690186
109,28,1,23,40,16.738769000000001,456598.000000000000000,4381189.000000000000000,1435,881.7069702
110,28,1,23,40,16.738769000000001,456596.000000000000000,4381183.000000000000000,1445,879.2009888
111,29,1,18,40,23.043595000000000,456608.000000000000000,4381192.000000000000000,1774,885.5549927
112,29,1,18,40,23.043595000000000,456608.000000000000000,4381189.000000000000000,1777,883.8699951
113,29,1,18,40,23.043595000000000,456603.000000000000000,4381184.000000000000000,1792,880.4190063
114,29,1,18,40,23.043595000000000,456603.000000000000000,4381182.000000000000000,1795,879.6350098
115,32,1,31,47,29.691680000000002,456586.000000000000000,4381181.000000000000000,1551,878.4439697
116,34,1,15,48,109.419037000000000,456893.000000000000000,4381195.000000000000000,10037,846.2520142
117,34,1,15,48,109.419037000000000,456896.000000000000000,4381195.000000000000000,10043,845.0189819
118,34,1,15,48,109.419037000000000,456902.000000000000000,4381191.000000000000000,11172,840.4550171
119,34,1,15,48,109.419037000000000,456902.000000000000000,4381190.000000000000000,11229,840.3829956
120,34,1,15,48,109.419037000000000,456909.000000000000000,4381184.000000000000000,11517,836.7109985
121,34,1,15,48,109.419037000000000,456909.000000000000000,4381182.000000000000000,11539,835.6640015
122,35,1,32,48,31.069768000000000,456961.000000000000000,4381181.000000000000000,1438,827.3969727
123,52,1,30,63,46.549166000000000,456483.000000000000000,4381182.000000000000000,1504,863.3049927
124,62,1,27,71,59.903013000000001,457048.000000000000000,4381186.000000000000000,1262,825.0999756
125,62,1,27,71,59.903013000000001,457047.000000000000000,4381184.000000000000000,1268,824.9769897
126,100,1,13,97,145.796376000000010,456865.000000000000000,4381182.000000000000000,3319,853.2180176
