FID,ARCID,GRID_CODE,FROM_NODE,TO_NODE,Length,X_UTM,Y_UTM,flowacc_co,AngeloSage
6861,1398,1,1070,1219,81.350105999999997,456333.000000000000000,4380559.000000000000000,12128,813.1400146
6862,1400,1,1113,1221,81.641195999999994,459588.000000000000000,4380561.000000000000000,2205,607.7750244
6863,1400,1,1113,1221,81.641195999999994,459590.000000000000000,4380561.000000000000000,2196,607.8189697
6864,1400,1,1113,1221,81.641195999999994,459591.000000000000000,4380558.000000000000000,2127,608.1519775
6865,1436,1,1071,1254,91.590003999999993,457742.000000000000000,4380569.000000000000000,109370,718.1279907
6866,1436,1,1071,1254,91.590003999999993,457744.000000000000000,4380564.000000000000000,109680,717.1510010
6867,1436,1,1071,1254,91.590003999999993,457744.000000000000000,4380557.000000000000000,110488,716.7600098
6868,1437,1,972,1255,136.703793999999990,458096.000000000000000,4380570.000000000000000,1542,757.8800049
6869,1437,1,972,1255,136.703793999999990,458088.000000000000000,4380561.000000000000000,1573,755.9669800
6870,1437,1,972,1255,136.703793999999990,458088.000000000000000,4380559.000000000000000,1578,755.5440063
6871,1438,1,1105,1255,80.299736999999993,458106.000000000000000,4380563.000000000000000,1169,757.6229858
6872,1438,1,1105,1255,80.299736999999993,458106.000000000000000,4380561.000000000000000,1172,757.4219971
6873,1447,1,1061,1270,156.420714000000000,459605.000000000000000,4380572.000000000000000,6422,607.9559937
6874,1447,1,1061,1270,156.420714000000000,459605.000000000000000,4380570.000000000000000,6396,608.2509766
6875,1447,1,1061,1270,156.420714000000000,459609.000000000000000,4380565.000000000000000,6380,608.7760010
6876,1447,1,1061,1270,156.420714000000000,459612.000000000000000,4380564.000000000000000,6340,609.0640259
6877,1447,1,1061,1270,156.420714000000000,459615.000000000000000,4380566.000000000000000,6316,609.3090210
6878,1447,1,1061,1270,156.420714000000000,459620.000000000000000,4380559.000000000000000,6037,611.9780273
6879,1447,1,1061,1270,156.420714000000000,459623.000000000000000,4380557.000000000000000,5803,612.9520264
6880,1447,1,1061,1270,156.420714000000000,459625.000000000000000,4380557.000000000000000,5793,614.2680054
6881,1454,1,1075,1277,120.026774000000000,456796.000000000000000,4380572.000000000000000,1122,822.8800049
6882,1454,1,1075,1277,120.026774000000000,456795.000000000000000,4380566.000000000000000,1156,821.1370239
6883,1484,1,1019,1307,201.473108000000000,457912.000000000000000,4380570.000000000000000,11693,741.3049927
6884,1484,1,1019,1307,201.473108000000000,457903.000000000000000,4380560.000000000000000,12160,738.3120117
6885,1484,1,1019,1307,201.473108000000000,457900.000000000000000,4380558.000000000000000,12289,737.7180176
6886,1484,1,1019,1307,201.473108000000000,457895.000000000000000,4380557.000000000000000,12375,737.3150024
6887,1496,1,866,1315,226.100322000000010,457852.000000000000000,4380572.000000000000000,38548,730.6079712
6888,1496,1,866,1315,226.100322000000010,457851.000000000000000,4380571.000000000000000,38574,730.5310059
6889,1496,1,866,1315,226.100322000000010,457851.000000000000000,4380568.000000000000000,39389,729.9769897
6890,1496,1,866,1315,226.100322000000010,457852.000000000000000,4380567.000000000000000,39486,729.7509766
6891,1496,1,866,1315,226.100322000000010,457851.000000000000000,4380565.000000000000000,39501,729.7910156
6892,1496,1,866,1315,226.100322000000010,457852.000000000000000,4380564.000000000000000,40027,729.8079834
6893,1496,1,866,1315,226.100322000000010,457844.000000000000000,4380558.000000000000000,40472,727.1680298
6894,1515,1,1098,1332,133.137170000000000,455926.000000000000000,4380564.000000000000000,1441,872.0499878
6895,1515,1,1098,1332,133.137170000000000,455927.000000000000000,4380563.000000000000000,1954,872.0130005
6896,1622,1,938,1419,247.585911000000010,458172.000000000000000,4380567.000000000000000,3493,763.1849976
6897,1622,1,938,1419,247.585911000000010,458170.000000000000000,4380565.000000000000000,3499,762.3980103
6898,1622,1,938,1419,247.585911000000010,458170.000000000000000,4380561.000000000000000,3881,761.6820068
6899,1283,1,1114,1120,9.404918000000000,456199.000000000000000,4380556.000000000000000,24222,819.8549805
6900,1284,1,1040,1120,43.144660000000002,456199.000000000000000,4380556.000000000000000,24222,819.8549805
6901,1285,1,993,1121,71.703545000000005,456528.000000000000000,4380555.000000000000000,22954,796.5910034
6902,1286,1,1035,1121,44.307228000000002,456528.000000000000000,4380555.000000000000000,22954,796.5910034
6903,1287,1,1120,1123,2.828427000000000,456199.000000000000000,4380556.000000000000000,24222,819.8549805
6904,1287,1,1120,1123,2.828427000000000,456201.000000000000000,4380554.000000000000000,26787,819.8419800
6905,1288,1,1123,1124,3.000000000000000,456201.000000000000000,4380554.000000000000000,26787,819.8419800
6906,1288,1,1123,1124,3.000000000000000,456204.000000000000000,4380554.000000000000000,32222,819.2360229
6907,1289,1,887,1124,98.810980999999998,456204.000000000000000,4380554.000000000000000,32222,819.2360229
6908,1290,1,1065,1125,33.222977999999998,459837.000000000000000,4380554.000000000000000,1275,653.3850098
6909,1291,1,1099,1126,13.313708000000000,456589.000000000000000,4380552.000000000000000,1567,805.4580078
6910,1292,1,1126,1127,1.000000000000000,456589.000000000000000,4380552.000000000000000,1567,805.4580078
6911,1292,1,1126,1127,1.000000000000000,456590.000000000000000,4380552.000000000000000,1240,805.4899902
6912,1293,1,1115,1127,9.899495000000000,456590.000000000000000,4380552.000000000000000,1240,805.4899902
6913,1294,1,1116,1128,18.818380999999999,457582.000000000000000,4380556.000000000000000,913704,717.9860229
6914,1294,1,1116,1128,18.818380999999999,457585.000000000000000,4380555.000000000000000,913728,718.2150269
6915,1294,1,1116,1128,18.818380999999999,457592.000000000000000,4380556.000000000000000,913832,716.6569824
6916,1294,1,1116,1128,18.818380999999999,457593.000000000000000,4380552.000000000000000,923614,716.5780029
6917,1295,1,1126,1129,1.000000000000000,456589.000000000000000,4380552.000000000000000,1567,805.4580078
6918,1295,1,1126,1129,1.000000000000000,456589.000000000000000,4380551.000000000000000,1568,805.2160034
6919,1296,1,1129,1130,1.000000000000000,456589.000000000000000,4380551.000000000000000,1568,805.2160034
6920,1296,1,1129,1130,1.000000000000000,456590.000000000000000,4380551.000000000000000,1241,805.2600098
6921,1297,1,1127,1130,1.000000000000000,456590.000000000000000,4380552.000000000000000,1240,805.4899902
6922,1297,1,1127,1130,1.000000000000000,456590.000000000000000,4380551.000000000000000,1241,805.2600098
6923,1298,1,1129,1131,1.000000000000000,456589.000000000000000,4380551.000000000000000,1568,805.2160034
6924,1298,1,1129,1131,1.000000000000000,456589.000000000000000,4380550.000000000000000,1569,805.0330200
6925,1299,1,1131,1130,2.000000000000000,456589.000000000000000,4380550.000000000000000,1569,805.0330200
6926,1299,1,1131,1130,2.000000000000000,456590.000000000000000,4380550.000000000000000,1251,805.0809937
6927,1299,1,1131,1130,2.000000000000000,456590.000000000000000,4380551.000000000000000,1241,805.2600098
6928,1300,1,1084,1134,38.832965000000002,458797.000000000000000,4380555.000000000000000,1885,724.5180054
6929,1300,1,1084,1134,38.832965000000002,458806.000000000000000,4380555.000000000000000,2033,720.9840088
6930,1300,1,1084,1134,38.832965000000002,458812.000000000000000,4380550.000000000000000,2310,718.8339844
6931,1301,1,1134,1135,2.828427000000000,458812.000000000000000,4380550.000000000000000,2310,718.8339844
6932,1301,1,1134,1135,2.828427000000000,458813.000000000000000,4380551.000000000000000,1092,718.8040161
6933,1301,1,1134,1135,2.828427000000000,458814.000000000000000,4380550.000000000000000,1106,718.3140259
6934,1302,1,1128,1136,6.708204000000000,457593.000000000000000,4380552.000000000000000,923614,716.5780029
6935,1302,1,1128,1136,6.708204000000000,457599.000000000000000,4380549.000000000000000,924538,716.3969727
6936,1303,1,1136,1137,1.000000000000000,457599.000000000000000,4380549.000000000000000,924538,716.3969727
6937,1303,1,1136,1137,1.000000000000000,457600.000000000000000,4380549.000000000000000,2084,716.2680054
6938,1304,1,1132,1137,1.000000000000000,457600.000000000000000,4380550.000000000000000,924658,716.1840210
6939,1304,1,1132,1137,1.000000000000000,457600.000000000000000,4380549.000000000000000,2084,716.2680054
6940,1305,1,1137,1133,19.886350000000000,457600.000000000000000,4380549.000000000000000,2084,716.2680054
6941,1305,1,1137,1133,19.886350000000000,457603.000000000000000,4380549.000000000000000,927124,716.0399780
6942,1305,1,1137,1133,19.886350000000000,457604.000000000000000,4380550.000000000000000,927177,715.9299927
6943,1305,1,1137,1133,19.886350000000000,457615.000000000000000,4380550.000000000000000,928849,715.1420288
6944,1305,1,1137,1133,19.886350000000000,457617.000000000000000,4380549.000000000000000,928904,715.4890137
6945,1305,1,1137,1133,19.886350000000000,457619.000000000000000,4380550.000000000000000,928943,715.1699829
6946,1306,1,1133,1138,1.000000000000000,457619.000000000000000,4380550.000000000000000,928943,715.1699829
6947,1306,1,1133,1138,1.000000000000000,457619.000000000000000,4380549.000000000000000,929195,715.1380005
6948,1307,1,1134,1139,1.414214000000000,458812.000000000000000,4380550.000000000000000,2310,718.8339844
6949,1307,1,1134,1139,1.414214000000000,458813.000000000000000,4380549.000000000000000,2341,718.3629761
6950,1308,1,1135,1139,1.414214000000000,458814.000000000000000,4380550.000000000000000,1106,718.3140259
6951,1308,1,1135,1139,1.414214000000000,458813.000000000000000,4380549.000000000000000,2341,718.3629761
6952,1309,1,1139,1140,2.236068000000000,458813.000000000000000,4380549.000000000000000,2341,718.3629761
6953,1309,1,1139,1140,2.236068000000000,458815.000000000000000,4380548.000000000000000,3734,717.4439697
6954,1310,1,1135,1140,2.236068000000000,458814.000000000000000,4380550.000000000000000,1106,718.3140259
6955,1310,1,1135,1140,2.236068000000000,458815.000000000000000,4380548.000000000000000,3734,717.4439697
6956,1311,1,1141,1116,57.249381000000000,457527.000000000000000,4380547.000000000000000,1230,739.5720215
6957,1311,1,1141,1116,57.249381000000000,457528.000000000000000,4380548.000000000000000,1232,739.3720093
6958,1311,1,1141,1116,57.249381000000000,457531.000000000000000,4380548.000000000000000,1238,738.4060059
6959,1311,1,1141,1116,57.249381000000000,457533.000000000000000,4380550.000000000000000,1244,737.7670288
6960,1311,1,1141,1116,57.249381000000000,457542.000000000000000,4380550.000000000000000,1276,734.4450073
6961,1311,1,1141,1116,57.249381000000000,457549.000000000000000,4380555.000000000000000,1559,730.9799805
6962,1311,1,1141,1116,57.249381000000000,457557.000000000000000,4380556.000000000000000,1636,728.2470093
6963,1312,1,1133,1142,12.899495000000000,457619.000000000000000,4380550.000000000000000,928943,715.1699829
6964,1312,1,1133,1142,12.899495000000000,457622.000000000000000,4380550.000000000000000,929277,715.1599731
6965,1312,1,1133,1142,12.899495000000000,457624.000000000000000,4380548.000000000000000,929305,714.8389893
6966,1312,1,1133,1142,12.899495000000000,457631.000000000000000,4380547.000000000000000,6464,714.7680054
6967,1313,1,859,1142,121.465369999999990,457631.000000000000000,4380547.000000000000000,6464,714.7680054
6968,1314,1,1107,1144,40.012582000000002,455879.000000000000000,4380545.000000000000000,1288,868.3820190
6969,1315,1,1144,1145,1.000000000000000,455879.000000000000000,4380545.000000000000000,1288,868.3820190
6970,1315,1,1144,1145,1.000000000000000,455880.000000000000000,4380545.000000000000000,5936,868.3449707
6971,1316,1,1108,1145,17.615773000000001,455877.000000000000000,4380556.000000000000000,5871,870.8359985
6972,1316,1,1108,1145,17.615773000000001,455880.000000000000000,4380549.000000000000000,5888,869.2509766
6973,1316,1,1108,1145,17.615773000000001,455880.000000000000000,4380545.000000000000000,5936,868.3449707
6974,1317,1,1119,1146,16.204332000000001,459589.000000000000000,4380551.000000000000000,2973,608.2369995
6975,1317,1,1119,1146,16.204332000000001,459584.000000000000000,4380548.000000000000000,1973,608.3319702
6976,1317,1,1119,1146,16.204332000000001,459583.000000000000000,4380545.000000000000000,1967,608.5109863
6977,1318,1,1144,1147,2.000000000000000,455879.000000000000000,4380545.000000000000000,1288,868.3820190
6978,1318,1,1144,1147,2.000000000000000,455879.000000000000000,4380544.000000000000000,1293,868.1790161
6979,1318,1,1144,1147,2.000000000000000,455880.000000000000000,4380544.000000000000000,5937,868.1380005
6980,1319,1,1145,1147,1.000000000000000,455880.000000000000000,4380545.000000000000000,5936,868.3449707
6981,1319,1,1145,1147,1.000000000000000,455880.000000000000000,4380544.000000000000000,5937,868.1380005
6982,1320,1,1106,1149,23.876398999999999,459098.000000000000000,4380553.000000000000000,3440,673.2810059
6983,1320,1,1106,1149,23.876398999999999,459102.000000000000000,4380549.000000000000000,3444,672.5999756
6984,1320,1,1106,1149,23.876398999999999,459102.000000000000000,4380544.000000000000000,9567,671.1380005
6985,1321,1,1150,1151,3.000000000000000,459146.000000000000000,4380544.000000000000000,1618,664.8880005
6986,1321,1,1150,1151,3.000000000000000,459149.000000000000000,4380544.000000000000000,1622,663.7340088
6987,1322,1,964,1151,81.073310000000006,459147.000000000000000,4380553.000000000000000,4628,666.9039917
6988,1322,1,964,1151,81.073310000000006,459148.000000000000000,4380550.000000000000000,4646,666.1430054
6989,1322,1,964,1151,81.073310000000006,459147.000000000000000,4380547.000000000000000,4691,664.7700195
6990,1322,1,964,1151,81.073310000000006,459149.000000000000000,4380544.000000000000000,1622,663.7340088
6991,1323,1,1087,1152,42.160685999999998,459491.000000000000000,4380556.000000000000000,25042,615.9400024
6992,1323,1,1087,1152,42.160685999999998,459493.000000000000000,4380554.000000000000000,25050,615.3099976
6993,1323,1,1087,1152,42.160685999999998,459493.000000000000000,4380552.000000000000000,25828,614.9520264
6994,1323,1,1087,1152,42.160685999999998,459501.000000000000000,4380549.000000000000000,26207,613.7949829
6995,1323,1,1087,1152,42.160685999999998,459503.000000000000000,4380546.000000000000000,26672,613.3629761
6996,1323,1,1087,1152,42.160685999999998,459508.000000000000000,4380544.000000000000000,26926,612.7009888
6997,1324,1,1147,1153,1.000000000000000,455880.000000000000000,4380544.000000000000000,5937,868.1380005
6998,1324,1,1147,1153,1.000000000000000,455880.000000000000000,4380543.000000000000000,1294,867.9550171
6999,1325,1,1123,1154,14.866069000000000,456201.000000000000000,4380554.000000000000000,26787,819.8419800
7000,1325,1,1123,1154,14.866069000000000,456191.000000000000000,4380543.000000000000000,1426,825.6699829
7001,1326,1,1152,1156,1.000000000000000,459508.000000000000000,4380544.000000000000000,26926,612.7009888
7002,1326,1,1152,1156,1.000000000000000,459508.000000000000000,4380543.000000000000000,8232,612.7369995
7003,1327,1,1156,1157,1.000000000000000,459508.000000000000000,4380543.000000000000000,8232,612.7369995
7004,1327,1,1156,1157,1.000000000000000,459509.000000000000000,4380543.000000000000000,8234,612.6370239
7005,1328,1,1152,1157,2.000000000000000,459508.000000000000000,4380544.000000000000000,26926,612.7009888
7006,1328,1,1152,1157,2.000000000000000,459509.000000000000000,4380544.000000000000000,26934,612.6420288
7007,1328,1,1152,1157,2.000000000000000,459509.000000000000000,4380543.000000000000000,8234,612.6370239
7008,1329,1,1153,1158,2.236068000000000,455880.000000000000000,4380543.000000000000000,1294,867.9550171
7009,1329,1,1153,1158,2.236068000000000,455882.000000000000000,4380542.000000000000000,5985,867.5739746
7010,1330,1,1158,1159,1.000000000000000,455882.000000000000000,4380542.000000000000000,5985,867.5739746
7011,1330,1,1158,1159,1.000000000000000,455883.000000000000000,4380542.000000000000000,2588,867.5000000
7012,1331,1,1097,1159,27.714777000000002,455882.000000000000000,4380550.000000000000000,2415,869.3330078
7013,1331,1,1097,1159,27.714777000000002,455884.000000000000000,4380548.000000000000000,2535,868.9240112
7014,1331,1,1097,1159,27.714777000000002,455884.000000000000000,4380543.000000000000000,2581,867.8350220
7015,1331,1,1097,1159,27.714777000000002,455883.000000000000000,4380542.000000000000000,2588,867.5000000
7016,1332,1,1153,1162,2.236068000000000,455880.000000000000000,4380543.000000000000000,1294,867.9550171
7017,1332,1,1153,1162,2.236068000000000,455881.000000000000000,4380541.000000000000000,1297,867.5170288
7018,1333,1,1158,1162,1.414214000000000,455882.000000000000000,4380542.000000000000000,5985,867.5739746
7019,1333,1,1158,1162,1.414214000000000,455881.000000000000000,4380541.000000000000000,1297,867.5170288
7020,1334,1,1163,1078,66.143899000000005,459541.000000000000000,4380541.000000000000000,5251264,608.0839844
7021,1334,1,1163,1078,66.143899000000005,459545.000000000000000,4380547.000000000000000,5289947,608.1359863
7022,1334,1,1163,1078,66.143899000000005,459549.000000000000000,4380546.000000000000000,5290021,608.0869751
7023,1334,1,1163,1078,66.143899000000005,459550.000000000000000,4380548.000000000000000,5290033,607.8170166
7024,1334,1,1163,1078,66.143899000000005,459554.000000000000000,4380551.000000000000000,5290193,607.8729858
7025,1334,1,1163,1078,66.143899000000005,459556.000000000000000,4380551.000000000000000,5290226,607.9439697
7026,1334,1,1163,1078,66.143899000000005,459557.000000000000000,4380549.000000000000000,5290251,607.6770020
7027,1334,1,1163,1078,66.143899000000005,459558.000000000000000,4380549.000000000000000,5290258,607.5319824
7028,1334,1,1163,1078,66.143899000000005,459567.000000000000000,4380554.000000000000000,5290877,607.4760132
7029,1335,1,1162,1165,2.236068000000000,455881.000000000000000,4380541.000000000000000,1297,867.5170288
7030,1336,1,1159,1165,2.000000000000000,455883.000000000000000,4380542.000000000000000,2588,867.5000000
7031,1337,1,1142,1168,20.047972000000001,457631.000000000000000,4380547.000000000000000,6464,714.7680054
7032,1337,1,1142,1168,20.047972000000001,457631.000000000000000,4380546.000000000000000,936182,714.6459961
7033,1338,1,1143,1168,9.242641000000001,457650.000000000000000,4380546.000000000000000,1116,716.7769775
7034,1338,1,1143,1168,9.242641000000001,457650.000000000000000,4380544.000000000000000,1132,715.9199829
7035,1338,1,1143,1168,9.242641000000001,457647.000000000000000,4380541.000000000000000,1171,713.6430054
7036,1339,1,1151,1169,7.335087000000000,459149.000000000000000,4380544.000000000000000,1622,663.7340088
7037,1339,1,1151,1169,7.335087000000000,459151.000000000000000,4380543.000000000000000,6613,663.2180176
7038,1341,1,1118,1171,28.188071000000001,459584.000000000000000,4380555.000000000000000,3189,608.0490112
7039,1341,1,1118,1171,28.188071000000001,459579.000000000000000,4380551.000000000000000,3151,608.0380249
7040,1341,1,1118,1171,28.188071000000001,459573.000000000000000,4380544.000000000000000,2819,608.2150269
7041,1343,1,1160,1172,5.000000000000000,457695.000000000000000,4380542.000000000000000,1137,711.0919800
7042,1344,1,1174,1149,55.555335999999997,459078.000000000000000,4380541.000000000000000,4039,676.7109985
7043,1344,1,1174,1149,55.555335999999997,459082.000000000000000,4380541.000000000000000,4071,675.6729736
7044,1344,1,1174,1149,55.555335999999997,459085.000000000000000,4380544.000000000000000,5058,674.9039917
7045,1344,1,1174,1149,55.555335999999997,459087.000000000000000,4380543.000000000000000,5071,674.6110229
7046,1344,1,1174,1149,55.555335999999997,459091.000000000000000,4380543.000000000000000,5189,673.6920166
7047,1344,1,1174,1149,55.555335999999997,459094.000000000000000,4380545.000000000000000,5349,672.7630005
7048,1344,1,1174,1149,55.555335999999997,459102.000000000000000,4380544.000000000000000,9567,671.1380005
7049,1345,1,1136,1175,20.090833000000000,457599.000000000000000,4380549.000000000000000,924538,716.3969727
7050,1345,1,1136,1175,20.090833000000000,457599.000000000000000,4380545.000000000000000,2077,717.9949951
7051,1347,1,1149,1169,59.036358000000000,459102.000000000000000,4380544.000000000000000,9567,671.1380005
7052,1348,1,848,1181,144.898196000000010,456716.000000000000000,4380551.000000000000000,14657,802.4589844
7053,1348,1,848,1181,144.898196000000010,456716.000000000000000,4380541.000000000000000,15414,799.4190063
7054,1349,1,998,1181,87.589669000000001,456723.000000000000000,4380543.000000000000000,5860,799.7910156
7055,1350,1,1157,1163,42.783600999999997,459509.000000000000000,4380543.000000000000000,8234,612.6370239
7056,1350,1,1157,1163,42.783600999999997,459514.000000000000000,4380543.000000000000000,35966,612.1719971
7057,1350,1,1157,1163,42.783600999999997,459516.000000000000000,4380541.000000000000000,36040,611.7990112
7058,1350,1,1157,1163,42.783600999999997,459541.000000000000000,4380541.000000000000000,5251264,608.0839844
7059,1351,1,994,1185,81.579678999999999,458304.000000000000000,4380556.000000000000000,6302,749.1160278
7060,1351,1,994,1185,81.579678999999999,458304.000000000000000,4380545.000000000000000,6541,746.3569946
7061,1351,1,994,1185,81.579678999999999,458306.000000000000000,4380543.000000000000000,6721,745.2379761
7062,1353,1,1059,1186,62.914383000000001,458325.000000000000000,4380552.000000000000000,2438,749.4530029
7063,1353,1,1059,1186,62.914383000000001,458322.000000000000000,4380549.000000000000000,2511,748.3599854
7064,1357,1,926,1188,107.770774000000000,459229.000000000000000,4380553.000000000000000,5698,657.8439941
7065,1357,1,926,1188,107.770774000000000,459229.000000000000000,4380550.000000000000000,5727,657.2290039
7066,1357,1,926,1188,107.770774000000000,459231.000000000000000,4380548.000000000000000,5817,656.8939819
7067,1358,1,1111,1189,38.242643999999999,457053.000000000000000,4380555.000000000000000,14655,800.9689941
7068,1358,1,1111,1189,38.242643999999999,457062.000000000000000,4380544.000000000000000,14860,798.9210205
7069,1361,1,992,1191,117.355339000000000,456899.000000000000000,4380552.000000000000000,10065,809.2269897
7070,1361,1,992,1191,117.355339000000000,456903.000000000000000,4380551.000000000000000,10143,808.5609741
7071,1361,1,992,1191,117.355339000000000,456908.000000000000000,4380546.000000000000000,10752,806.7769775
7072,1361,1,992,1191,117.355339000000000,456912.000000000000000,4380546.000000000000000,10765,805.7919922
7073,1363,1,1192,1128,68.630318000000003,457583.000000000000000,4380547.000000000000000,9700,720.9010010
7074,1363,1,1192,1128,68.630318000000003,457589.000000000000000,4380549.000000000000000,9734,719.0980225
7075,1363,1,1192,1128,68.630318000000003,457593.000000000000000,4380552.000000000000000,923614,716.5780029
7076,1366,1,1085,1195,51.757097999999999,458665.000000000000000,4380553.000000000000000,11107,729.5850220
7077,1366,1,1085,1195,51.757097999999999,458664.000000000000000,4380551.000000000000000,11378,729.0180054
7078,1366,1,1085,1195,51.757097999999999,458667.000000000000000,4380545.000000000000000,11816,727.9420166
7079,1366,1,1085,1195,51.757097999999999,458667.000000000000000,4380542.000000000000000,11941,727.3939819
7080,1367,1,932,1196,116.188506000000000,457148.000000000000000,4380554.000000000000000,4526,796.1589966
7081,1367,1,932,1196,116.188506000000000,457153.000000000000000,4380548.000000000000000,5108,793.0729980
7082,1367,1,932,1196,116.188506000000000,457153.000000000000000,4380542.000000000000000,5452,791.1510010
7083,1368,1,1014,1196,76.563675000000003,457167.000000000000000,4380550.000000000000000,2948,795.2420044
7084,1368,1,1014,1196,76.563675000000003,457166.000000000000000,4380549.000000000000000,3036,794.6040039
7085,1371,1,898,1198,143.063999999999990,458432.000000000000000,4380551.000000000000000,2043,748.9799805
7086,1371,1,898,1198,143.063999999999990,458435.000000000000000,4380547.000000000000000,2072,747.9390259
7087,1371,1,898,1198,143.063999999999990,458435.000000000000000,4380545.000000000000000,2438,747.6079712
7088,1372,1,1161,1198,18.211103000000001,458446.000000000000000,4380542.000000000000000,1286,746.5330200
7089,1373,1,1069,1199,70.101624000000001,459286.000000000000000,4380556.000000000000000,10358,653.8750000
7090,1373,1,1069,1199,70.101624000000001,459291.000000000000000,4380549.000000000000000,10533,652.4180298
7091,1374,1,1089,1199,50.755166000000003,459324.000000000000000,4380552.000000000000000,2223,651.0360107
7092,1374,1,1089,1199,50.755166000000003,459326.000000000000000,4380544.000000000000000,2594,649.7600098
7093,1375,1,1055,1203,76.927941000000004,456365.000000000000000,4380543.000000000000000,3139,806.5120239
7094,1378,1,1180,1156,143.456849000000010,459508.000000000000000,4380543.000000000000000,8232,612.7369995
7095,1382,1,1104,1206,60.235180000000000,457257.000000000000000,4380555.000000000000000,1296,791.5430298
7096,1383,1,950,1207,100.228769000000000,458022.000000000000000,4380553.000000000000000,11281,742.0850220
7097,1383,1,950,1207,100.228769000000000,458020.000000000000000,4380549.000000000000000,11638,741.2340088
7098,1383,1,950,1207,100.228769000000000,458020.000000000000000,4380542.000000000000000,11971,739.5759888
7099,1383,1,950,1207,100.228769000000000,458021.000000000000000,4380541.000000000000000,12110,739.2369995
7100,1385,1,800,1208,212.629458000000000,458047.000000000000000,4380553.000000000000000,13838,742.9119873
7101,1385,1,800,1208,212.629458000000000,458041.000000000000000,4380548.000000000000000,14021,741.0200195
7102,1385,1,800,1208,212.629458000000000,458038.000000000000000,4380543.000000000000000,14500,739.5969849
7103,1388,1,1058,1211,90.625951000000001,456427.000000000000000,4380555.000000000000000,13987,807.7780151
7104,1388,1,1058,1211,90.625951000000001,456427.000000000000000,4380543.000000000000000,14564,805.0939941
7105,1397,1,1124,1218,46.774521999999997,456204.000000000000000,4380554.000000000000000,32222,819.2360229
7106,1397,1,1124,1218,46.774521999999997,456209.000000000000000,4380550.000000000000000,32588,818.6430054
7107,1397,1,1124,1218,46.774521999999997,456211.000000000000000,4380544.000000000000000,32880,817.4780273
7108,1398,1,1070,1219,81.350105999999997,456347.000000000000000,4380543.000000000000000,12654,806.4030151
7109,1400,1,1113,1221,81.641195999999994,459597.000000000000000,4380553.000000000000000,2024,608.9569702
7110,1400,1,1113,1221,81.641195999999994,459597.000000000000000,4380551.000000000000000,2012,609.8499756
7111,1400,1,1113,1221,81.641195999999994,459602.000000000000000,4380546.000000000000000,2002,611.3359985
7112,1400,1,1113,1221,81.641195999999994,459601.000000000000000,4380544.000000000000000,1890,611.5399780
7113,1400,1,1113,1221,81.641195999999994,459602.000000000000000,4380542.000000000000000,1884,611.6300049
7114,1432,1,1163,1252,50.402242999999999,459541.000000000000000,4380541.000000000000000,5251264,608.0839844
7115,1436,1,1071,1254,91.590003999999993,457742.000000000000000,4380553.000000000000000,110666,715.1829834
7116,1436,1,1071,1254,91.590003999999993,457742.000000000000000,4380546.000000000000000,111195,713.6669922
7117,1436,1,1071,1254,91.590003999999993,457743.000000000000000,4380545.000000000000000,111200,713.4650269
7118,1437,1,972,1255,136.703793999999990,458083.000000000000000,4380551.000000000000000,1597,753.0120239
7119,1437,1,972,1255,136.703793999999990,458083.000000000000000,4380544.000000000000000,1613,751.1599731
7120,1437,1,972,1255,136.703793999999990,458082.000000000000000,4380543.000000000000000,1618,750.5510254
7121,1438,1,1105,1255,80.299736999999993,458101.000000000000000,4380555.000000000000000,1187,755.4609985
7122,1438,1,1105,1255,80.299736999999993,458099.000000000000000,4380549.000000000000000,1227,753.7039795
7123,1438,1,1105,1255,80.299736999999993,458094.000000000000000,4380543.000000000000000,1241,751.1510010
7124,1447,1,1061,1270,156.420714000000000,459628.000000000000000,4380552.000000000000000,5780,615.8909912
7125,1447,1,1061,1270,156.420714000000000,459633.000000000000000,4380547.000000000000000,5773,618.1770020
7126,1447,1,1061,1270,156.420714000000000,459635.000000000000000,4380547.000000000000000,5731,618.2550049
7127,1450,1,1121,1274,86.752358000000001,456528.000000000000000,4380555.000000000000000,22954,796.5910034
7128,1450,1,1121,1274,86.752358000000001,456529.000000000000000,4380546.000000000000000,29186,795.7719727
7129,1450,1,1121,1274,86.752358000000001,456528.000000000000000,4380545.000000000000000,29319,795.8640137
7130,1457,1,1148,1279,74.978224999999995,458940.000000000000000,4380544.000000000000000,1111,706.7739868
7131,1468,1,1290,1131,90.642821999999995,456585.000000000000000,4380545.000000000000000,3091,803.7239990
7132,1468,1,1290,1131,90.642821999999995,456589.000000000000000,4380550.000000000000000,1569,805.0330200
7133,1484,1,1019,1307,201.473108000000000,457893.000000000000000,4380555.000000000000000,12412,736.6939697
7134,1484,1,1019,1307,201.473108000000000,457892.000000000000000,4380551.000000000000000,12425,735.6690063
7135,1484,1,1019,1307,201.473108000000000,457883.000000000000000,4380541.000000000000000,13058,731.5260010
7136,1496,1,866,1315,226.100322000000010,457843.000000000000000,4380554.000000000000000,40548,726.5520020
7137,1496,1,866,1315,226.100322000000010,457836.000000000000000,4380548.000000000000000,41196,724.5159912
7138,1496,1,866,1315,226.100322000000010,457836.000000000000000,4380546.000000000000000,41224,723.9689941
7139,1496,1,866,1315,226.100322000000010,457834.000000000000000,4380545.000000000000000,41229,723.1870117
